CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA
129;LC;7179;D;23;0;;1.24800;1.22600;0.22600;AMARELA;145;
129;LC;7179;D;23;0;;1.24800;1.22600;0.22600;AZUL;147;
129;LC;9434;C;17;0;;2.82200;1.42400;0.21400;CINZA;155;
129;LC;9628;A;23;0;;1.24000;1.61600;0.21000;ROSA;148;
129;LC;10467;A;9;0;;1.46000;1.42200;0.19800;CINZA;146;
129;LC;13816;D;11;0;;1.52700;1.20400;0.13800;CINZA - ESPECIAL D.J.;165;
130;LC;7876;C;16;0;;1.55000;1.57200;0.17300;CINZA;155;
130;LC;9267;A;17;0;;1.52800;1.50100;0.19500;CINZA;146;
130;LC;10289;D;15;0;;2.01500;0.43400;0.11900;CINZA - ESPECIAL D.J.;165;
130;LC;10936;E;21;0;;0.81400;1.94700;0.29200;ROSA;148;
130;LC;13091;E;22;0;;2.83800;1.04800;0.07000;AMARELA;145;
130;LC;13091;E;22;0;;2.83800;1.04800;0.07000;AZUL;147;
131;LC;9403;E;15;0;;1.68300;1.58500;0.13500;CINZA;155;
131;LC;10822;E;18;0;;2.49600;0.06600;0.16500;CINZA - ESPECIAL D.J.;165;
131;LC;12213;A;16;0;;2.09200;0.00400;0.16300;ROSA;148;
131;LC;13440;B;18;0;;1.71900;1.66900;0.21100;CINZA;146;
131;LC;15094;D;12;0;;1.90000;1.43900;0.29000;AMARELA;145;
131;LC;15094;D;12;0;;1.90000;1.43900;0.29000;AZUL;147;
132;LC;9628;A;23;0;;1.24000;1.61600;0.21000;AZUL;147;
132;LC;9628;A;23;0;;1.24000;1.61600;0.21000;CINZA;146;
132;LC;9917;A;10;0;;2.02400;-0.07600;0.18300;AMARELA;145;
132;LC;10185;B;15;0;;1.41800;0.20200;0.16800;CINZA - ESPECIAL D.J.;165;
132;LC;11131;D;15;0;;1.77400;1.43100;0.10500;ROSA;148;
132;LC;15033;C;14;0;;1.45500;1.45500;0.15400;CINZA;155;
133;LC;7179;D;23;0;;1.24800;1.22600;0.22600;ROSA;148;
133;LC;7875;E;12;0;;1.18900;0.25400;0.16800;CINZA - ESPECIAL D.J.;165;
133;LC;10936;E;21;0;;0.81400;1.94700;0.29200;AZUL;147;
133;LC;10936;E;21;0;;0.81400;1.94700;0.29200;CINZA;146;
133;LC;13161;A;30;0;;1.87300;0.25500;0.14600;AMARELA;145;
133;LC;13592;D;18;0;;1.07100;2.06000;0.16100;CINZA;155;
134;LC;9757;A;3;0;;1.90300;-0.42300;0.16100;CINZA - ESPECIAL D.J.;165;
134;LC;10167;D;20;0;;1.33900;0.00300;0.15300;AMARELA;145;
134;LC;12007;A;16;0;;1.11400;2.41800;0.25000;CINZA;155;
134;LC;12213;A;16;0;;2.09200;0.00400;0.16300;AZUL;147;
134;LC;12213;A;16;0;;2.09200;0.00400;0.16300;CINZA;146;
134;LC;13091;E;22;0;;2.83800;1.04800;0.07000;ROSA;148;
135;LC;7234;C;4;0;;0.96200;2.01200;0.15100;CINZA;155;
135;LC;8778;C;18;0;;1.66800;0.74000;0.16100;CINZA - ESPECIAL D.J.;165;
135;LC;11131;D;15;0;;1.77400;1.43100;0.10500;AZUL;147;
135;LC;11131;D;15;0;;1.77400;1.43100;0.10500;CINZA;146;
135;LC;11849;A;25;0;;1.82800;0.16600;0.16900;AMARELA;145;
135;LC;15094;D;12;0;;1.90000;1.43900;0.29000;ROSA;148;
136;MT;5817;B;2;0;;2.51200;2.04100;0.10600;CINZA - ESPECIAL D.J.;166;
136;MT;8444;E;20;0;;1.13500;-1.25900;0.20100;CINZA;150;
136;MT;8930;C;5;0;;0.89800;1.62800;0.12800;ROSA;152;
136;MT;10547;A;4;0;;2.34600;1.07100;0.10700;AMARELA;149;
136;MT;12670;C;24;0;;1.43700;-0.18000;0.16900;CINZA;156;
136;MT;15395;D;11;0;;1.79900;2.21400;0.18200;AZUL;151;
137;MT;9075;C;2;0;;1.58700;-0.03000;0.20700;CINZA;156;
137;MT;10823;A;7;0;;1.48300;-0.25200;0.19700;CINZA;150;
137;MT;12765;C;13;0;;3.11300;1.76000;0.22200;ROSA;152;
137;MT;15307;E;7;0;;1.88100;2.22700;0.20400;AZUL;151;
137;MT;15402;D;11;0;;2.02300;1.28600;0.08500;AMARELA;149;
137;MT;15444;A;13;0;;2.14700;0.62900;0.16400;CINZA - ESPECIAL D.J.;166;
138;MT;6086;B;3;0;;2.32800;2.46700;0.19300;AZUL;151;
138;MT;9207;B;3;0;;1.51700;-0.04700;0.17300;CINZA;150;
138;MT;15446;C;14;0;;1.78600;1.91100;0.13800;ROSA;152;
138;MT;15460;E;30;0;;1.28200;1.83700;0.15100;AMARELA;149;
138;MT;15469;E;26;0;;3.02000;1.76300;0.05000;CINZA - ESPECIAL D.J.;166;
138;MT;18389;C;18;0;;1.03000;0.47100;0.17300;CINZA;156;
139;MT;7285;B;17;0;;2.07500;2.14500;0.17100;CINZA - ESPECIAL D.J.;166;
139;MT;7421;D;28;0;;1.95200;2.67700;0.09600;AZUL;151;
139;MT;7890;B;8;0;;2.57600;2.06200;0.18900;ROSA;152;
139;MT;9909;D;12;0;;1.86700;1.51500;0.12900;AMARELA;149;
139;MT;10974;B;27;0;;2.26300;0.51200;0.11000;CINZA;156;
139;MT;12533;E;26;0;;1.30600;0.46000;0.17600;CINZA;150;
140;MT;8444;E;20;0;;1.13500;-1.25900;0.20100;AMARELA;149;
140;MT;8504;D;23;0;;1.07900;1.61700;0.29000;AZUL;151;
140;MT;9572;A;22;0;;3.41200;3.03600;0.20900;CINZA - ESPECIAL D.J.;166;
140;MT;10494;C;3;0;;1.84800;0.59800;0.15300;CINZA;156;
140;MT;11521;E;25;0;;2.35300;0.55000;0.18600;CINZA;150;
140;MT;12730;C;1;0;;1.58900;0.60300;0.13700;ROSA;152;
141;MT;7603;E;19;0;;2.30500;1.40600;0.30500;AZUL;151;
141;MT;9576;C;27;0;;2.13800;0.68600;0.24900;CINZA;156;
141;MT;10181;E;15;0;;2.38400;0.63300;0.16000;CINZA;150;
141;MT;10823;A;7;0;;1.48300;-0.25200;0.19700;AMARELA;149;
141;MT;14393;A;25;0;;2.36600;0.46500;0.11400;ROSA;152;
141;MT;15467;D;29;0;;2.71100;1.54100;0.15700;CINZA - ESPECIAL D.J.;166;
142;MT;7031;C;6;0;;1.73800;0.75400;0.19600;CINZA;150;
142;MT;7729;D;3;0;;1.51700;0.82000;0.15000;CINZA;156;
142;MT;7823;B;9;0;;1.10400;2.81800;0.17800;CINZA - ESPECIAL D.J.;166;
142;MT;8428;B;26;0;;1.61300;0.45200;0.12400;ROSA;152;
142;MT;9207;B;3;0;;1.51700;-0.04700;0.17300;AMARELA;149;
142;MT;11343;D;12;0;;1.79700;1.30600;0.12000;AZUL;151;
143;MT;7282;A;16;0;;1.80000;-0.41800;0.18600;ROSA;152;
143;MT;7291;A;19;0;;2.54400;1.26700;0.26900;AZUL;151;
143;MT;9411;A;26;0;;0.95200;0.97600;0.10100;CINZA;156;
143;MT;10300;B;21;0;;2.36900;0.82600;0.14800;CINZA;150;
143;MT;12533;E;26;0;;1.30600;0.46000;0.17600;AMARELA;149;
143;MT;14246;C;19;0;;0.68400;-0.50600;0.19400;CINZA - ESPECIAL D.J.;166;
144;MT;7725;D;4;0;;2.76400;0.95600;0.12900;CINZA;150;
144;MT;8444;E;20;0;;1.13500;-1.25900;0.20100;ROSA;152;
144;MT;8461;D;18;0;;3.87400;1.50400;0.13000;CINZA - ESPECIAL D.J.;166;
144;MT;10547;A;4;0;;2.34600;1.07100;0.10700;AZUL;151;
144;MT;11521;E;25;0;;2.35300;0.55000;0.18600;AMARELA;149;
144;MT;15308;C;7;0;;2.53800;1.09400;0.17100;CINZA;156;
145;MT;5970;B;26;0;;1.89000;2.04200;0.11000;CINZA - ESPECIAL D.J.;166;
145;MT;7357;C;28;0;;2.38800;1.29400;0.19600;CINZA;156;
145;MT;10181;E;15;0;;2.38400;0.63300;0.16000;AMARELA;149;
145;MT;10547;A;4;0;;2.34600;1.07100;0.10700;CINZA;150;
145;MT;10823;A;7;0;;1.48300;-0.25200;0.19700;ROSA;152;
145;MT;15402;D;11;0;;2.02300;1.28600;0.08500;AZUL;151;
146;MT;8930;C;5;0;;0.89800;1.62800;0.12800;AMARELA;149;
146;MT;9207;B;3;0;;1.51700;-0.04700;0.17300;ROSA;152;
146;MT;12992;C;12;0;;2.37700;1.34400;0.15500;CINZA;156;
146;MT;15402;D;11;0;;2.02300;1.28600;0.08500;CINZA;150;
146;MT;15460;E;30;0;;1.28200;1.83700;0.15100;AZUL;151;
146;MT;15461;B;30;0;;0.66800;0.22600;0.20700;CINZA - ESPECIAL D.J.;166;
147;MT;9909;D;12;0;;1.86700;1.51500;0.12900;AZUL;151;
147;MT;11456;D;4;0;;1.82100;1.42000;0.10800;CINZA;156;
147;MT;12533;E;26;0;;1.30600;0.46000;0.17600;ROSA;152;
147;MT;12765;C;13;0;;3.11300;1.76000;0.22200;AMARELA;149;
147;MT;15304;A;5;0;;2.38300;2.49300;0.16000;CINZA - ESPECIAL D.J.;166;
147;MT;15460;E;30;0;;1.28200;1.83700;0.15100;CINZA;150;
148;MT;7294;A;25;0;;2.35100;1.49400;0.12700;CINZA;156;
148;MT;8444;E;20;0;;1.13500;-1.25900;0.20100;AZUL;151;
148;MT;8497;C;1;0;;1.81700;1.98600;0.31700;CINZA - ESPECIAL D.J.;166;
148;MT;9214;A;9;0;;3.54400;2.40800;0.14100;ROSA;152;
148;MT;9909;D;12;0;;1.86700;1.51500;0.12900;CINZA;150;
148;MT;15446;C;14;0;;1.78600;1.91100;0.13800;AMARELA;149;
149;MT;7419;E;28;0;;3.57300;1.66500;0.19200;CINZA;156;
149;MT;7890;B;8;0;;2.57600;2.06200;0.18900;AMARELA;149;
149;MT;8511;A;6;0;;3.50000;2.07100;0.16800;CINZA - ESPECIAL D.J.;166;
149;MT;8930;C;5;0;;0.89800;1.62800;0.12800;CINZA;150;
149;MT;10823;A;7;0;;1.48300;-0.25200;0.19700;AZUL;151;
149;MT;10896;E;6;0;;1.30500;2.21800;0.11100;ROSA;152;
150;MT;8504;D;23;0;;1.07900;1.61700;0.29000;AMARELA;149;
150;MT;9207;B;3;0;;1.51700;-0.04700;0.17300;AZUL;151;
150;MT;10460;E;6;0;;0.92000;1.13500;0.14800;CINZA - ESPECIAL D.J.;166;
150;MT;10783;A;1;0;;1.31400;1.70600;0.18700;CINZA;156;
150;MT;12765;C;13;0;;3.11300;1.76000;0.22200;CINZA;150;
150;MT;15453;E;13;0;;2.13200;-0.04800;0.17600;ROSA;152;
151;MT;7603;E;19;0;;2.30500;1.40600;0.30500;AMARELA;149;
151;MT;9593;C;5;0;;3.47100;1.87500;0.17100;CINZA;156;
151;MT;11521;E;25;0;;2.35300;0.55000;0.18600;ROSA;152;
151;MT;12533;E;26;0;;1.30600;0.46000;0.17600;AZUL;151;
151;MT;15440;E;12;0;;3.03100;1.70200;0.10500;CINZA - ESPECIAL D.J.;166;
151;MT;15446;C;14;0;;1.78600;1.91100;0.13800;CINZA;150;
152;MT;5977;B;21;0;;2.36100;2.03100;0.11600;CINZA;156;
152;MT;7890;B;8;0;;2.57600;2.06200;0.18900;CINZA;150;
152;MT;8551;D;10;0;;3.57900;2.96300;0.15300;CINZA - ESPECIAL D.J.;166;
152;MT;9214;A;9;0;;3.54400;2.40800;0.14100;AZUL;151;
152;MT;10181;E;15;0;;2.38400;0.63300;0.16000;ROSA;152;
152;MT;11343;D;12;0;;1.79700;1.30600;0.12000;AMARELA;149;
153;MT;5983;A;25;0;;1.80600;2.83200;0.18500;CINZA - ESPECIAL D.J.;166;
153;MT;7291;A;19;0;;2.54400;1.26700;0.26900;AMARELA;149;
153;MT;8504;D;23;0;;1.07900;1.61700;0.29000;ROSA;152;
153;MT;10896;E;6;0;;1.30500;2.21800;0.11100;AZUL;151;
153;MT;15393;D;11;0;;2.85700;2.06600;0.17600;CINZA;156;
153;MT;15395;D;11;0;;1.79900;2.21400;0.18200;CINZA;150;
154;MT;7031;C;6;0;;1.73800;0.75400;0.19600;AMARELA;149;
154;MT;7603;E;19;0;;2.30500;1.40600;0.30500;ROSA;152;
154;MT;8433;C;4;0;;2.84900;2.54200;0.15100;CINZA - ESPECIAL D.J.;166;
154;MT;15307;E;7;0;;1.88100;2.22700;0.20400;CINZA;150;
154;MT;15453;E;13;0;;2.13200;-0.04800;0.17600;AZUL;151;
154;MT;15479;A;14;0;;1.94300;2.11200;0.10900;CINZA;156;
155;MT;6086;B;3;0;;2.32800;2.46700;0.19300;CINZA;150;
155;MT;7422;E;7;0;;2.54400;1.50800;0.18200;CINZA - ESPECIAL D.J.;166;
155;MT;8489;C;15;0;;1.42300;2.16800;0.12300;CINZA;156;
155;MT;10300;B;21;0;;2.36900;0.82600;0.14800;AMARELA;149;
155;MT;11343;D;12;0;;1.79700;1.30600;0.12000;ROSA;152;
155;MT;11521;E;25;0;;2.35300;0.55000;0.18600;AZUL;151;
156;MT;6071;C;8;0;;1.90000;2.14000;0.17900;CINZA - ESPECIAL D.J.;166;
156;MT;7291;A;19;0;;2.54400;1.26700;0.26900;ROSA;152;
156;MT;7421;D;28;0;;1.95200;2.67700;0.09600;CINZA;150;
156;MT;7725;D;4;0;;2.76400;0.95600;0.12900;AMARELA;149;
156;MT;8813;C;9;0;;2.13900;2.31000;0.23400;CINZA;156;
156;MT;10181;E;15;0;;2.38400;0.63300;0.16000;AZUL;151;
157;MT;7270;D;3;0;;2.39200;0.14600;0.14700;CINZA - ESPECIAL D.J.;166;
157;MT;8818;A;9;0;;2.19900;2.02800;0.10000;CINZA;156;
157;MT;8930;C;5;0;;0.89800;1.62800;0.12800;AZUL;151;
157;MT;10441;E;27;0;;2.04200;3.23600;0.10800;CINZA;150;
157;MT;10547;A;4;0;;2.34600;1.07100;0.10700;ROSA;152;
157;MT;12730;C;1;0;;1.58900;0.60300;0.13700;AMARELA;149;
158;MT;8467;B;13;0;;2.22100;2.34600;0.20700;CINZA - ESPECIAL D.J.;166;
158;MT;9173;C;3;0;;1.31200;3.25500;0.14300;CINZA;150;
158;MT;12765;C;13;0;;3.11300;1.76000;0.22200;AZUL;151;
158;MT;14393;A;25;0;;2.36600;0.46500;0.11400;AMARELA;149;
158;MT;15306;D;6;0;;1.77700;2.85900;0.07300;CINZA;156;
158;MT;15402;D;11;0;;2.02300;1.28600;0.08500;ROSA;152;
159;MT;7245;B;16;0;;2.19300;1.41000;0.10200;CINZA - ESPECIAL D.J.;166;
159;MT;8428;B;26;0;;1.61300;0.45200;0.12400;AMARELA;149;
159;MT;8455;B;13;0;;2.60600;2.80400;0.22200;CINZA;156;
159;MT;12105;D;29;0;;1.24000;3.24200;0.18000;CINZA;150;
159;MT;15446;C;14;0;;1.78600;1.91100;0.13800;AZUL;151;
159;MT;15460;E;30;0;;1.28200;1.83700;0.15100;ROSA;152;
160;MT;7280;D;2;0;;1.50100;1.03900;0.13000;CINZA - ESPECIAL D.J.;166;
160;MT;7282;A;16;0;;1.80000;-0.41800;0.18600;AMARELA;149;
160;MT;7890;B;8;0;;2.57600;2.06200;0.18900;AZUL;151;
160;MT;9909;D;12;0;;1.86700;1.51500;0.12900;ROSA;152;
160;MT;11010;B;27;0;;1.89100;2.71900;0.12000;CINZA;150;
160;MT;12118;C;6;0;;3.07200;2.49700;0.04900;CINZA;156;
161;MT;7031;C;6;0;;1.73800;0.75400;0.19600;ROSA;152;
161;MT;7318;C;17;0;;2.30900;2.52100;0.16000;CINZA;150;
161;MT;10061;C;8;0;;3.03500;2.17100;0.18900;CINZA;156;
161;MT;11987;C;20;0;;1.81100;1.98100;0.14000;CINZA - ESPECIAL D.J.;166;
161;MT;12730;C;1;0;;1.58900;0.60300;0.13700;AZUL;151;
161;MT;15395;D;11;0;;1.79900;2.21400;0.18200;AMARELA;149;
162;MT;9063;C;1;0;;2.63400;0.96200;0.15900;CINZA - ESPECIAL D.J.;166;
162;MT;9214;A;9;0;;3.54400;2.40800;0.14100;CINZA;150;
162;MT;10300;B;21;0;;2.36900;0.82600;0.14800;ROSA;152;
162;MT;14393;A;25;0;;2.36600;0.46500;0.11400;AZUL;151;
162;MT;15307;E;7;0;;1.88100;2.22700;0.20400;AMARELA;149;
162;MT;15464;B;30;0;;1.86200;2.14000;0.20000;CINZA;156;
163;MT;6086;B;3;0;;2.32800;2.46700;0.19300;AMARELA;149;
163;MT;7412;B;10;0;;2.64900;2.07900;0.19700;CINZA;156;
163;MT;7725;D;4;0;;2.76400;0.95600;0.12900;ROSA;152;
163;MT;8428;B;26;0;;1.61300;0.45200;0.12400;AZUL;151;
163;MT;8794;B;4;0;;1.91400;2.13600;0.18000;CINZA - ESPECIAL D.J.;166;
163;MT;10896;E;6;0;;1.30500;2.21800;0.11100;CINZA;150;
164;MT;5844;C;29;0;;3.42300;2.05100;0.15300;CINZA;156;
164;MT;7282;A;16;0;;1.80000;-0.41800;0.18600;AZUL;151;
164;MT;7421;D;28;0;;1.95200;2.67700;0.09600;AMARELA;149;
164;MT;15395;D;11;0;;1.79900;2.21400;0.18200;ROSA;152;
164;MT;15442;A;12;0;;2.39700;1.30100;0.05900;CINZA - ESPECIAL D.J.;166;
164;MT;15453;E;13;0;;2.13200;-0.04800;0.17600;CINZA;150;
165;MT;7031;C;6;0;;1.73800;0.75400;0.19600;AZUL;151;
165;MT;8187;D;3;0;;1.79900;1.47700;0.11200;CINZA - ESPECIAL D.J.;166;
165;MT;8371;B;21;0;;3.55200;2.08400;0.22800;CINZA;150;
165;MT;9214;A;9;0;;3.54400;2.40800;0.14100;AMARELA;149;
165;MT;15307;E;7;0;;1.88100;2.22700;0.20400;ROSA;152;
165;MT;18391;C;22;0;;2.38200;2.89600;0.22300;CINZA;156;
166;MT;5773;E;21;0;;1.73800;1.95300;0.12300;CINZA;150;
166;MT;6086;B;3;0;;2.32800;2.46700;0.19300;ROSA;152;
166;MT;8435;B;30;0;;2.40700;2.06500;0.23300;CINZA - ESPECIAL D.J.;166;
166;MT;10172;B;5;0;;1.68500;1.78900;0.14600;CINZA;156;
166;MT;10300;B;21;0;;2.36900;0.82600;0.14800;AZUL;151;
166;MT;10896;E;6;0;;1.30500;2.21800;0.11100;AMARELA;149;
167;MT;5837;A;11;0;;1.75600;2.24300;0.07000;CINZA - ESPECIAL D.J.;166;
167;MT;7421;D;28;0;;1.95200;2.67700;0.09600;ROSA;152;
167;MT;7725;D;4;0;;2.76400;0.95600;0.12900;AZUL;151;
167;MT;8439;D;15;0;;2.03500;1.85100;0.25600;CINZA;150;
167;MT;15448;E;20;0;;3.44500;1.69400;0.08700;CINZA;156;
167;MT;15453;E;13;0;;2.13200;-0.04800;0.17600;AMARELA;149;
168;MT;7324;D;1;0;;3.32400;1.01900;0.12400;AMARELA;149;
168;MT;8371;B;21;0;;3.55200;2.08400;0.22800;AZUL;151;
168;MT;9577;B;10;0;;3.50800;1.65900;0.17500;CINZA;150;
168;MT;10036;A;15;0;;2.30600;2.34500;0.09700;CINZA - ESPECIAL D.J.;166;
168;MT;10441;E;27;0;;2.04200;3.23600;0.10800;ROSA;152;
168;MT;11026;D;7;0;;1.77400;1.58200;0.16800;CINZA;156;
169;MT;5773;E;21;0;;1.73800;1.95300;0.12300;AZUL;151;
169;MT;8397;B;19;0;;2.70000;1.94500;0.17400;CINZA - ESPECIAL D.J.;166;
169;MT;8466;A;19;0;;1.64200;1.44800;0.16600;CINZA;156;
169;MT;8504;D;23;0;;1.07900;1.61700;0.29000;CINZA;150;
169;MT;9173;C;3;0;;1.31200;3.25500;0.14300;ROSA;152;
169;MT;13915;B;16;0;;1.45300;0.87500;0.19000;AMARELA;149;
170;MT;7509;B;24;0;;2.36000;1.12800;0.16600;CINZA - ESPECIAL D.J.;166;
170;MT;7603;E;19;0;;2.30500;1.40600;0.30500;CINZA;150;
170;MT;8439;D;15;0;;2.03500;1.85100;0.25600;AZUL;151;
170;MT;11147;D;19;0;;3.04200;1.36800;0.13600;CINZA;156;
170;MT;12105;D;29;0;;1.24000;3.24200;0.18000;ROSA;152;
170;MT;12252;D;29;0;;1.47900;0.79500;0.19500;AMARELA;149;
171;MT;8176;D;27;0;;1.40500;1.42100;0.11400;CINZA - ESPECIAL D.J.;166;
171;MT;8405;D;25;0;;2.19800;0.69900;0.15800;AMARELA;149;
171;MT;9577;B;10;0;;3.50800;1.65900;0.17500;AZUL;151;
171;MT;9650;B;2;0;;1.69700;1.31700;0.15100;CINZA;156;
171;MT;11010;B;27;0;;1.89100;2.71900;0.12000;ROSA;152;
171;MT;11343;D;12;0;;1.79700;1.30600;0.12000;CINZA;150;
172;MT;7291;A;19;0;;2.54400;1.26700;0.26900;CINZA;150;
172;MT;7318;C;17;0;;2.30900;2.52100;0.16000;ROSA;152;
172;MT;7324;D;1;0;;3.32400;1.01900;0.12400;AZUL;151;
172;MT;9961;D;21;0;;2.44000;0.83500;0.13800;CINZA - ESPECIAL D.J.;166;
172;MT;10441;E;27;0;;2.04200;3.23600;0.10800;AMARELA;149;
172;MT;18390;E;23;0;;1.39700;2.46200;0.11100;CINZA;156;
173;MT;7324;D;1;0;;3.32400;1.01900;0.12400;CINZA;150;
173;MT;7659;E;24;0;;2.75500;1.54200;0.05400;CINZA - ESPECIAL D.J.;166;
173;MT;8371;B;21;0;;3.55200;2.08400;0.22800;ROSA;152;
173;MT;8398;A;12;0;;1.84700;1.77500;0.17400;CINZA;156;
173;MT;9173;C;3;0;;1.31200;3.25500;0.14300;AMARELA;149;
173;MT;13915;B;16;0;;1.45300;0.87500;0.19000;AZUL;151;
174;MT;5773;E;21;0;;1.73800;1.95300;0.12300;ROSA;152;
174;MT;8926;B;27;0;;1.55000;1.89600;0.16300;CINZA - ESPECIAL D.J.;166;
174;MT;9321;C;16;0;;3.07200;0.90900;0.08800;CINZA;156;
174;MT;12105;D;29;0;;1.24000;3.24200;0.18000;AMARELA;149;
174;MT;12252;D;29;0;;1.47900;0.79500;0.19500;AZUL;151;
174;MT;13915;B;16;0;;1.45300;0.87500;0.19000;CINZA;150;
175;MT;8019;E;11;0;;2.29200;1.76600;0.08200;CINZA - ESPECIAL D.J.;166;
175;MT;8405;D;25;0;;2.19800;0.69900;0.15800;AZUL;151;
175;MT;8439;D;15;0;;2.03500;1.85100;0.25600;ROSA;152;
175;MT;9349;D;17;0;;2.02100;0.75700;0.14900;CINZA;156;
175;MT;11010;B;27;0;;1.89100;2.71900;0.12000;AMARELA;149;
175;MT;12252;D;29;0;;1.47900;0.79500;0.19500;CINZA;150;
176;MT;7318;C;17;0;;2.30900;2.52100;0.16000;AMARELA;149;
176;MT;8405;D;25;0;;2.19800;0.69900;0.15800;CINZA;150;
176;MT;9577;B;10;0;;3.50800;1.65900;0.17500;ROSA;152;
176;MT;9595;C;1;0;;1.90300;0.64800;0.22700;CINZA;156;
176;MT;10441;E;27;0;;2.04200;3.23600;0.10800;AZUL;151;
176;MT;10457;B;15;0;;1.40700;2.54300;0.18000;CINZA - ESPECIAL D.J.;166;
177;MT;7324;D;1;0;;3.32400;1.01900;0.12400;ROSA;152;
177;MT;8371;B;21;0;;3.55200;2.08400;0.22800;AMARELA;149;
177;MT;9173;C;3;0;;1.31200;3.25500;0.14300;AZUL;151;
177;MT;9635;D;4;0;;2.10600;0.58200;0.13900;CINZA;156;
177;MT;10690;D;1;0;;0.96600;-0.89300;0.19500;CINZA - ESPECIAL D.J.;166;
177;MT;12730;C;1;0;;1.58900;0.60300;0.13700;CINZA;150;
178;MT;5773;E;21;0;;1.73800;1.95300;0.12300;AMARELA;149;
178;MT;8195;B;16;0;;1.86200;0.49600;0.23800;CINZA;156;
178;MT;10786;A;5;0;;1.80100;2.79300;0.03400;CINZA - ESPECIAL D.J.;166;
178;MT;12105;D;29;0;;1.24000;3.24200;0.18000;AZUL;151;
178;MT;13915;B;16;0;;1.45300;0.87500;0.19000;ROSA;152;
178;MT;14393;A;25;0;;2.36600;0.46500;0.11400;CINZA;150;
179;MT;7475;E;15;0;;1.76800;0.00300;0.21700;CINZA;156;
179;MT;8428;B;26;0;;1.61300;0.45200;0.12400;CINZA;150;
179;MT;8439;D;15;0;;2.03500;1.85100;0.25600;AMARELA;149;
179;MT;9511;D;21;0;;2.40300;2.39000;0.16600;CINZA - ESPECIAL D.J.;166;
179;MT;11010;B;27;0;;1.89100;2.71900;0.12000;AZUL;151;
179;MT;12252;D;29;0;;1.47900;0.79500;0.19500;ROSA;152;
180;MT;7023;D;24;0;;1.68500;-0.17800;0.17200;CINZA;156;
180;MT;7282;A;16;0;;1.80000;-0.41800;0.18600;CINZA;150;
180;MT;7318;C;17;0;;2.30900;2.52100;0.16000;AZUL;151;
180;MT;8405;D;25;0;;2.19800;0.69900;0.15800;ROSA;152;
180;MT;8556;A;28;0;;2.23800;1.93200;0.10800;CINZA - ESPECIAL D.J.;166;
180;MT;9577;B;10;0;;3.50800;1.65900;0.17500;AMARELA;149;
