CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO;TP_VERSAO_DIGITAL
57;CH;81509;E;8;0;;3.60062;0.9871;0.1424;ROSA;610;;0;
52;CH;81509;E;8;0;;3.60062;0.9871;0.1424;AMARELA;608;;0;
57;CH;81509;E;8;0;;3.60062;0.9871;0.1424;LARANJA - BRAILE;653;;1;
57;CH;81509;E;8;0;;3.60062;0.9871;0.1424;LARANJA;614;;1;
57;CH;81509;E;8;0;;3.60062;0.9871;0.1424;LARANJA - BRAILE;613;;1;
64;CH;81509;E;8;0;;3.60062;0.9871;0.1424;BRANCA;609;;0;
57;CH;81509;E;8;0;;3.60062;0.9871;0.1424;LARANJA;654;;1;
77;CH;81509;E;8;0;;3.60062;0.9871;0.1424;AZUL;607;;0;
6;LC;81615;A;24;0;;2.51815;1.04944;0.11437;AMARELA;692;;0;0
21;LC;81615;A;24;0;;2.51815;1.04944;0.11437;AZUL;691;;0;0
11;LC;81615;A;24;0;;2.51815;1.04944;0.11437;ROSA;694;;0;1
14;LC;81615;A;24;0;;2.51815;1.04944;0.11437;BRANCA;693;;0;1
13;LC;81615;A;24;0;;2.51815;1.04944;0.11437;AMARELA;692;;0;1
27;LC;81615;A;24;0;;2.51815;1.04944;0.11437;AZUL;691;;0;1
29;LC;81615;A;24;0;;2.51815;1.04944;0.11437;ROSA;694;;0;0
40;LC;81615;A;24;0;;2.51815;1.04944;0.11437;BRANCA;693;;0;0
96;CN;81887;D;3;0;;3.86719;1.04327;0.09167;LARANJA;684;;1;
96;CN;81887;D;3;0;;3.86719;1.04327;0.09167;LARANJA - BRAILE;683;;1;
96;CN;81887;D;3;0;;3.86719;1.04327;0.09167;LARANJA;644;;1;
96;CN;81887;D;3;0;;3.86719;1.04327;0.09167;LARANJA - BRAILE;643;;1;
110;CN;81964;C;6;0;;2.93991;1.73038;0.232;LARANJA - BRAILE;603;;1;
101;CN;81964;C;6;0;;2.93991;1.73038;0.232;AMARELA;598;;0;
134;CN;81964;C;6;0;;2.93991;1.73038;0.232;CINZA;599;;0;
128;CN;81964;C;6;0;;2.93991;1.73038;0.232;AZUL;597;;0;
110;CN;81964;C;6;0;;2.93991;1.73038;0.232;ROSA;600;;0;
110;CN;81964;C;6;0;;2.93991;1.73038;0.232;VERDE;605;;1;
110;CN;81964;C;6;0;;2.93991;1.73038;0.232;LARANJA;604;;1;
163;MT;82094;A;14;0;;2.41889;1.9938;0.10596;LARANJA;634;;1;
163;MT;82094;A;14;0;;2.41889;1.9938;0.10596;LARANJA - BRAILE;633;;1;
173;MT;82094;A;14;0;;2.41889;1.9938;0.10596;CINZA;630;;0;
160;MT;82094;A;14;0;;2.41889;1.9938;0.10596;AMARELA;628;;0;
141;MT;82094;A;14;0;;2.41889;1.9938;0.10596;AZUL;627;;0;
163;MT;82094;A;14;0;;2.41889;1.9938;0.10596;ROSA;629;;0;
141;MT;82094;A;14;0;;2.41889;1.9938;0.10596;AZUL;667;;0;
173;MT;82094;A;14;0;;2.41889;1.9938;0.10596;CINZA;670;;0;
163;MT;82094;A;14;0;;2.41889;1.9938;0.10596;ROSA;669;;0;
160;MT;82094;A;14;0;;2.41889;1.9938;0.10596;AMARELA;668;;0;
163;MT;82094;A;14;0;;2.41889;1.9938;0.10596;LARANJA - BRAILE;673;;1;
163;MT;82094;A;14;0;;2.41889;1.9938;0.10596;LARANJA;674;;1;
113;CN;82243;E;19;0;;1.92924;2.72331;0.17678;LARANJA - BRAILE;603;;1;
119;CN;82243;E;19;0;;1.92924;2.72331;0.17678;AMARELA;598;;0;
102;CN;82243;E;19;0;;1.92924;2.72331;0.17678;CINZA;599;;0;
123;CN;82243;E;19;0;;1.92924;2.72331;0.17678;AZUL;597;;0;
113;CN;82243;E;19;0;;1.92924;2.72331;0.17678;ROSA;600;;0;
113;CN;82243;E;19;0;;1.92924;2.72331;0.17678;VERDE;605;;1;
113;CN;82243;E;19;0;;1.92924;2.72331;0.17678;LARANJA;604;;1;
134;CN;82301;D;17;0;;2.62938;0.81937;0.19815;CINZA;702;;0;
121;CN;82301;D;17;0;;2.62938;0.81937;0.19815;AZUL;699;;0;
99;CN;82301;D;17;0;;2.62938;0.81937;0.19815;ROSA;701;;0;
105;CN;82301;D;17;0;;2.62938;0.81937;0.19815;AMARELA;700;;0;
169;MT;82377;B;21;0;;2.06973;2.02701;0.185;AZUL;627;;0;
156;MT;82377;B;21;0;;2.06973;2.02701;0.185;LARANJA;634;;1;
156;MT;82377;B;21;0;;2.06973;2.02701;0.185;LARANJA - BRAILE;633;;1;
145;MT;82377;B;21;0;;2.06973;2.02701;0.185;CINZA;630;;0;
139;MT;82377;B;21;0;;2.06973;2.02701;0.185;AMARELA;628;;0;
156;MT;82377;B;21;0;;2.06973;2.02701;0.185;ROSA;629;;0;
169;MT;82377;B;21;0;;2.06973;2.02701;0.185;AZUL;667;;0;
156;MT;82377;B;21;0;;2.06973;2.02701;0.185;ROSA;669;;0;
145;MT;82377;B;21;0;;2.06973;2.02701;0.185;CINZA;670;;0;
156;MT;82377;B;21;0;;2.06973;2.02701;0.185;LARANJA;674;;1;
156;MT;82377;B;21;0;;2.06973;2.02701;0.185;LARANJA - BRAILE;673;;1;
139;MT;82377;B;21;0;;2.06973;2.02701;0.185;AMARELA;668;;0;
91;CN;82500;A;8;0;;1.98318;0.25526;0.13112;ROSA;701;;0;
113;CN;82500;A;8;0;;1.98318;0.25526;0.13112;CINZA;702;;0;
94;CN;82500;A;8;0;;1.98318;0.25526;0.13112;AZUL;699;;0;
118;CN;82500;A;8;0;;1.98318;0.25526;0.13112;AMARELA;700;;0;
137;MT;82525;A;12;0;;3.4866;1.8569;0.22372;ROSA;697;;0;
160;MT;82525;A;12;0;;3.4866;1.8569;0.22372;CINZA;698;;0;
150;MT;82525;A;12;0;;3.4866;1.8569;0.22372;AZUL;695;;0;
149;MT;82525;A;12;0;;3.4866;1.8569;0.22372;AMARELA;696;;0;
155;MT;82567;A;15;0;;2.84546;2.18775;0.17947;ROSA;697;;0;
152;MT;82567;A;15;0;;2.84546;2.18775;0.17947;CINZA;698;;0;
143;MT;82567;A;15;0;;2.84546;2.18775;0.17947;AZUL;695;;0;
160;MT;82567;A;15;0;;2.84546;2.18775;0.17947;AMARELA;696;;0;
100;CN;82578;B;1;0;;1.78413;1.27619;0.27742;LARANJA;604;;1;
100;CN;82578;B;1;0;;1.78413;1.27619;0.27742;LARANJA - BRAILE;603;;1;
114;CN;82599;E;17;0;;2.41482;0.91245;0.10498;ROSA;701;;0;
107;CN;82599;E;17;0;;2.41482;0.91245;0.10498;AZUL;699;;0;
117;CN;82599;E;17;0;;2.41482;0.91245;0.10498;AMARELA;700;;0;
128;CN;82599;E;17;0;;2.41482;0.91245;0.10498;CINZA;702;;0;
138;MT;82634;A;1;0;;2.08906;1.46601;0.1311;CINZA;630;;0;
176;MT;82634;A;1;0;;2.08906;1.46601;0.1311;LARANJA - BRAILE;673;;1;
176;MT;82634;A;1;0;;2.08906;1.46601;0.1311;LARANJA;634;;1;
176;MT;82634;A;1;0;;2.08906;1.46601;0.1311;LARANJA - BRAILE;633;;1;
159;MT;82634;A;1;0;;2.08906;1.46601;0.1311;AMARELA;628;;0;
159;MT;82634;A;1;0;;2.08906;1.46601;0.1311;AMARELA;668;;0;
140;MT;82634;A;1;0;;2.08906;1.46601;0.1311;AZUL;627;;0;
176;MT;82634;A;1;0;;2.08906;1.46601;0.1311;ROSA;629;;0;
176;MT;82634;A;1;0;;2.08906;1.46601;0.1311;LARANJA;674;;1;
138;MT;82634;A;1;0;;2.08906;1.46601;0.1311;CINZA;670;;0;
140;MT;82634;A;1;0;;2.08906;1.46601;0.1311;AZUL;667;;0;
176;MT;82634;A;1;0;;2.08906;1.46601;0.1311;ROSA;669;;0;
131;CN;82708;D;19;0;;2.11734;1.59379;0.09209;LARANJA - BRAILE;603;;1;
93;CN;82708;D;19;0;;2.11734;1.59379;0.09209;AMARELA;598;;0;
107;CN;82708;D;19;0;;2.11734;1.59379;0.09209;CINZA;599;;0;
110;CN;82708;D;19;0;;2.11734;1.59379;0.09209;AZUL;597;;0;
131;CN;82708;D;19;0;;2.11734;1.59379;0.09209;ROSA;600;;0;
131;CN;82708;D;19;0;;2.11734;1.59379;0.09209;VERDE;605;;1;
131;CN;82708;D;19;0;;2.11734;1.59379;0.09209;LARANJA;604;;1;
180;MT;82724;A;1;0;;1.5867;-0.08552;0.20086;ROSA;589;;0;
137;MT;82724;A;1;0;;1.5867;-0.08552;0.20086;AZUL;587;;0;
180;MT;82724;A;1;0;;1.5867;-0.08552;0.20086;LARANJA - BRAILE;593;;1;
149;MT;82724;A;1;0;;1.5867;-0.08552;0.20086;AMARELA;588;;0;
147;MT;82724;A;1;0;;1.5867;-0.08552;0.20086;CINZA;590;;0;
180;MT;82724;A;1;0;;1.5867;-0.08552;0.20086;VERDE;595;;1;
180;MT;82724;A;1;0;;1.5867;-0.08552;0.20086;LARANJA;594;;1;
67;CH;82796;A;18;0;;1.926;0.16309;0.13376;LARANJA - BRAILE;653;;1;
58;CH;82796;A;18;0;;1.926;0.16309;0.13376;AZUL;607;;0;
67;CH;82796;A;18;0;;1.926;0.16309;0.13376;LARANJA;654;;1;
74;CH;82796;A;18;0;;1.926;0.16309;0.13376;BRANCA;649;;0;
83;CH;82796;A;18;0;;1.926;0.16309;0.13376;AMARELA;648;;0;
67;CH;82796;A;18;0;;1.926;0.16309;0.13376;ROSA;650;;0;
58;CH;82796;A;18;0;;1.926;0.16309;0.13376;AZUL;647;;0;
67;CH;82796;A;18;0;;1.926;0.16309;0.13376;ROSA;610;;0;
67;CH;82796;A;18;0;;1.926;0.16309;0.13376;LARANJA;614;;1;
67;CH;82796;A;18;0;;1.926;0.16309;0.13376;LARANJA - BRAILE;613;;1;
74;CH;82796;A;18;0;;1.926;0.16309;0.13376;BRANCA;609;;0;
83;CH;82796;A;18;0;;1.926;0.16309;0.13376;AMARELA;608;;0;
20;LC;82803;B;12;0;;1.42713;1.50438;0.19353;AMARELA;692;;0;0
19;LC;82803;B;12;0;;1.42713;1.50438;0.19353;AZUL;691;;0;0
27;LC;82803;B;12;0;;1.42713;1.50438;0.19353;ROSA;694;;0;1
31;LC;82803;B;12;0;;1.42713;1.50438;0.19353;BRANCA;693;;0;1
10;LC;82803;B;12;0;;1.42713;1.50438;0.19353;AMARELA;692;;0;1
35;LC;82803;B;12;0;;1.42713;1.50438;0.19353;AZUL;691;;0;1
16;LC;82803;B;12;0;;1.42713;1.50438;0.19353;ROSA;694;;0;0
29;LC;82803;B;12;0;;1.42713;1.50438;0.19353;BRANCA;693;;0;0
96;CN;82811;C;21;0;;1.51408;1.79064;0.29544;LARANJA;604;;1;
96;CN;82811;C;21;0;;1.51408;1.79064;0.29544;LARANJA - BRAILE;603;;1;
17;LC;82894;D;22;0;;2.38603;0.18817;0.14789;AMARELA;692;;0;0
15;LC;82894;D;22;0;;2.38603;0.18817;0.14789;AZUL;691;;0;0
10;LC;82894;D;22;0;;2.38603;0.18817;0.14789;ROSA;694;;0;1
6;LC;82894;D;22;0;;2.38603;0.18817;0.14789;BRANCA;693;;0;1
24;LC;82894;D;22;0;;2.38603;0.18817;0.14789;AMARELA;692;;0;1
30;LC;82894;D;22;0;;2.38603;0.18817;0.14789;AZUL;691;;0;1
12;LC;82894;D;22;0;;2.38603;0.18817;0.14789;ROSA;694;;0;0
13;LC;82894;D;22;0;;2.38603;0.18817;0.14789;BRANCA;693;;0;0
55;CH;82932;B;12;0;;2.27976;0.65352;0.20699;LARANJA;654;;1;
55;CH;82932;B;12;0;;2.27976;0.65352;0.20699;LARANJA - BRAILE;653;;1;
62;CH;82932;B;12;0;;2.27976;0.65352;0.20699;BRANCA;649;;0;
50;CH;82932;B;12;0;;2.27976;0.65352;0.20699;AMARELA;648;;0;
90;CH;82932;B;12;0;;2.27976;0.65352;0.20699;AZUL;647;;0;
55;CH;82932;B;12;0;;2.27976;0.65352;0.20699;ROSA;650;;0;
55;CH;82932;B;12;0;;2.27976;0.65352;0.20699;LARANJA;614;;1;
55;CH;82932;B;12;0;;2.27976;0.65352;0.20699;LARANJA - BRAILE;613;;1;
62;CH;82932;B;12;0;;2.27976;0.65352;0.20699;BRANCA;609;;0;
50;CH;82932;B;12;0;;2.27976;0.65352;0.20699;AMARELA;608;;0;
90;CH;82932;B;12;0;;2.27976;0.65352;0.20699;AZUL;607;;0;
55;CH;82932;B;12;0;;2.27976;0.65352;0.20699;ROSA;610;;0;
105;CN;83046;C;30;0;;1.29492;1.17942;0.15943;CINZA;599;;0;
129;CN;83046;C;30;0;;1.29492;1.17942;0.15943;LARANJA;604;;1;
129;CN;83046;C;30;0;;1.29492;1.17942;0.15943;LARANJA - BRAILE;603;;1;
108;CN;83046;C;30;0;;1.29492;1.17942;0.15943;AZUL;597;;0;
129;CN;83046;C;30;0;;1.29492;1.17942;0.15943;ROSA;600;;0;
129;CN;83046;C;30;0;;1.29492;1.17942;0.15943;VERDE;605;;1;
91;CN;83046;C;30;0;;1.29492;1.17942;0.15943;AMARELA;598;;0;
157;MT;83066;C;5;0;;2.33304;1.19038;0.08021;ROSA;697;;0;
156;MT;83066;C;5;0;;2.33304;1.19038;0.08021;CINZA;698;;0;
160;MT;83066;C;5;0;;2.33304;1.19038;0.08021;AZUL;695;;0;
141;MT;83066;C;5;0;;2.33304;1.19038;0.08021;AMARELA;696;;0;
43;LC;83161;E;10;0;;2.70927;0.01836;0.10536;AMARELA;692;;0;0
25;LC;83161;E;10;0;;2.70927;0.01836;0.10536;AZUL;691;;0;0
28;LC;83161;E;10;0;;2.70927;0.01836;0.10536;ROSA;694;;0;1
44;LC;83161;E;10;0;;2.70927;0.01836;0.10536;BRANCA;693;;0;1
21;LC;83161;E;10;0;;2.70927;0.01836;0.10536;AMARELA;692;;0;1
15;LC;83161;E;10;0;;2.70927;0.01836;0.10536;AZUL;691;;0;1
13;LC;83161;E;10;0;;2.70927;0.01836;0.10536;ROSA;694;;0;0
7;LC;83161;E;10;0;;2.70927;0.01836;0.10536;BRANCA;693;;0;0
167;MT;83164;D;4;0;;2.15139;2.04038;0.26804;ROSA;697;;0;
152;MT;83164;D;4;0;;2.15139;2.04038;0.26804;AZUL;695;;0;
159;MT;83164;D;4;0;;2.15139;2.04038;0.26804;AMARELA;696;;0;
165;MT;83164;D;4;0;;2.15139;2.04038;0.26804;CINZA;698;;0;
108;CN;83584;D;3;0;;3.26129;0.47507;0.24933;AMARELA;598;;0;
123;CN;83584;D;3;0;;3.26129;0.47507;0.24933;CINZA;599;;0;
113;CN;83584;D;3;0;;3.26129;0.47507;0.24933;AZUL;597;;0;
102;CN;83584;D;3;0;;3.26129;0.47507;0.24933;ROSA;600;;0;
102;CN;83584;D;3;0;;3.26129;0.47507;0.24933;VERDE;605;;1;
104;CN;83603;B;4;0;;2.74557;1.54433;0.2069;ROSA;701;;0;
131;CN;83603;B;4;0;;2.74557;1.54433;0.2069;CINZA;702;;0;
110;CN;83603;B;4;0;;2.74557;1.54433;0.2069;AZUL;699;;0;
127;CN;83603;B;4;0;;2.74557;1.54433;0.2069;AMARELA;700;;0;
180;MT;83638;B;5;0;;2.00634;1.15438;0.14059;CINZA;590;;0;
167;MT;83638;B;5;0;;2.00634;1.15438;0.14059;AZUL;587;;0;
142;MT;83638;B;5;0;;2.00634;1.15438;0.14059;LARANJA - BRAILE;593;;1;
142;MT;83638;B;5;0;;2.00634;1.15438;0.14059;ROSA;589;;0;
142;MT;83638;B;5;0;;2.00634;1.15438;0.14059;VERDE;595;;1;
142;MT;83638;B;5;0;;2.00634;1.15438;0.14059;LARANJA;594;;1;
174;MT;83638;B;5;0;;2.00634;1.15438;0.14059;AMARELA;588;;0;
105;CN;83684;A;10;0;;1.7008;1.15068;0.14749;LARANJA;604;;1;
115;CN;83684;A;10;0;;1.7008;1.15068;0.14749;AMARELA;598;;0;
98;CN;83684;A;10;0;;1.7008;1.15068;0.14749;CINZA;599;;0;
119;CN;83684;A;10;0;;1.7008;1.15068;0.14749;AZUL;597;;0;
105;CN;83684;A;10;0;;1.7008;1.15068;0.14749;ROSA;600;;0;
105;CN;83684;A;10;0;;1.7008;1.15068;0.14749;VERDE;605;;1;
105;CN;83684;A;10;0;;1.7008;1.15068;0.14749;LARANJA - BRAILE;603;;1;
175;MT;83740;C;2;0;;1.53109;3.05909;0.26536;AZUL;667;;0;
158;MT;83740;C;2;0;;1.53109;3.05909;0.26536;LARANJA - BRAILE;673;;1;
158;MT;83740;C;2;0;;1.53109;3.05909;0.26536;LARANJA;634;;1;
158;MT;83740;C;2;0;;1.53109;3.05909;0.26536;LARANJA - BRAILE;633;;1;
140;MT;83740;C;2;0;;1.53109;3.05909;0.26536;CINZA;630;;0;
158;MT;83740;C;2;0;;1.53109;3.05909;0.26536;LARANJA;674;;1;
146;MT;83740;C;2;0;;1.53109;3.05909;0.26536;AMARELA;628;;0;
158;MT;83740;C;2;0;;1.53109;3.05909;0.26536;ROSA;669;;0;
146;MT;83740;C;2;0;;1.53109;3.05909;0.26536;AMARELA;668;;0;
158;MT;83740;C;2;0;;1.53109;3.05909;0.26536;ROSA;629;;0;
175;MT;83740;C;2;0;;1.53109;3.05909;0.26536;AZUL;627;;0;
140;MT;83740;C;2;0;;1.53109;3.05909;0.26536;CINZA;670;;0;
178;MT;83753;D;30;0;;2.5968;2.82961;0.09691;CINZA;590;;0;
140;MT;83753;D;30;0;;2.5968;2.82961;0.09691;LARANJA;594;;1;
165;MT;83753;D;30;0;;2.5968;2.82961;0.09691;AZUL;587;;0;
140;MT;83753;D;30;0;;2.5968;2.82961;0.09691;ROSA;589;;0;
140;MT;83753;D;30;0;;2.5968;2.82961;0.09691;LARANJA - BRAILE;593;;1;
140;MT;83753;D;30;0;;2.5968;2.82961;0.09691;VERDE;595;;1;
172;MT;83753;D;30;0;;2.5968;2.82961;0.09691;AMARELA;588;;0;
60;CH;83818;A;23;0;;1.84789;2.25352;0.34135;ROSA;690;;0;
65;CH;83818;A;23;0;;1.84789;2.25352;0.34135;BRANCA;689;;0;
57;CH;83818;A;23;0;;1.84789;2.25352;0.34135;AZUL;687;;0;
55;CH;83818;A;23;0;;1.84789;2.25352;0.34135;AMARELA;688;;0;
124;CN;83996;E;30;0;;2.61889;0.52296;0.11797;ROSA;701;;0;
135;CN;83996;E;30;0;;2.61889;0.52296;0.11797;CINZA;702;;0;
115;CN;83996;E;30;0;;2.61889;0.52296;0.11797;AZUL;699;;0;
93;CN;83996;E;30;0;;2.61889;0.52296;0.11797;AMARELA;700;;0;
109;CN;84057;C;4;0;;0.74154;0.63222;0.01071;LARANJA - BRAILE;603;;1;
133;CN;84057;C;4;0;;0.74154;0.63222;0.01071;CINZA;599;;0;
100;CN;84057;C;4;0;;0.74154;0.63222;0.01071;AMARELA;598;;0;
127;CN;84057;C;4;0;;0.74154;0.63222;0.01071;AZUL;597;;0;
109;CN;84057;C;4;0;;0.74154;0.63222;0.01071;LARANJA;604;;1;
109;CN;84057;C;4;0;;0.74154;0.63222;0.01071;ROSA;600;;0;
109;CN;84057;C;4;0;;0.74154;0.63222;0.01071;VERDE;605;;1;
92;CN;84063;C;21;0;;2.95498;1.28416;0.16449;LARANJA;604;;1;
92;CN;84063;C;21;0;;2.95498;1.28416;0.16449;LARANJA - BRAILE;603;;1;
127;CN;84063;C;21;0;;2.95498;1.28416;0.16449;CINZA;599;;0;
133;CN;84063;C;21;0;;2.95498;1.28416;0.16449;AZUL;597;;0;
92;CN;84063;C;21;0;;2.95498;1.28416;0.16449;VERDE;605;;1;
92;CN;84063;C;21;0;;2.95498;1.28416;0.16449;ROSA;600;;0;
112;CN;84063;C;21;0;;2.95498;1.28416;0.16449;AMARELA;598;;0;
60;CH;84113;B;24;0;;1.63824;0.04786;0.19481;BRANCA;689;;0;
71;CH;84113;B;24;0;;1.63824;0.04786;0.19481;AZUL;687;;0;
82;CH;84113;B;24;0;;1.63824;0.04786;0.19481;AMARELA;688;;0;
64;CH;84113;B;24;0;;1.63824;0.04786;0.19481;ROSA;690;;0;
49;CH;84117;A;19;0;;3.13635;0.60906;0.21425;LARANJA;654;;1;
49;CH;84117;A;19;0;;3.13635;0.60906;0.21425;LARANJA - BRAILE;653;;1;
85;CH;84117;A;19;0;;3.13635;0.60906;0.21425;BRANCA;649;;0;
74;CH;84117;A;19;0;;3.13635;0.60906;0.21425;AMARELA;648;;0;
53;CH;84117;A;19;0;;3.13635;0.60906;0.21425;AZUL;647;;0;
49;CH;84117;A;19;0;;3.13635;0.60906;0.21425;ROSA;650;;0;
49;CH;84117;A;19;0;;3.13635;0.60906;0.21425;LARANJA;614;;1;
49;CH;84117;A;19;0;;3.13635;0.60906;0.21425;LARANJA - BRAILE;613;;1;
85;CH;84117;A;19;0;;3.13635;0.60906;0.21425;BRANCA;609;;0;
74;CH;84117;A;19;0;;3.13635;0.60906;0.21425;AMARELA;608;;0;
53;CH;84117;A;19;0;;3.13635;0.60906;0.21425;AZUL;607;;0;
49;CH;84117;A;19;0;;3.13635;0.60906;0.21425;ROSA;610;;0;
65;CH;84137;C;28;0;;2.56445;1.49976;0.25986;ROSA;690;;0;
71;CH;84137;C;28;0;;2.56445;1.49976;0.25986;BRANCA;689;;0;
61;CH;84137;C;28;0;;2.56445;1.49976;0.25986;AZUL;687;;0;
63;CH;84137;C;28;0;;2.56445;1.49976;0.25986;AMARELA;688;;0;
53;CH;84160;E;22;0;;1.67401;0.53573;0.15243;ROSA;690;;0;
56;CH;84160;E;22;0;;1.67401;0.53573;0.15243;BRANCA;689;;0;
46;CH;84160;E;22;0;;1.67401;0.53573;0.15243;AZUL;687;;0;
52;CH;84160;E;22;0;;1.67401;0.53573;0.15243;AMARELA;688;;0;
132;CN;84177;A;1;0;;3.37224;1.16119;0.19026;ROSA;701;;0;
93;CN;84177;A;1;0;;3.37224;1.16119;0.19026;AZUL;699;;0;
115;CN;84177;A;1;0;;3.37224;1.16119;0.19026;CINZA;702;;0;
96;CN;84177;A;1;0;;3.37224;1.16119;0.19026;AMARELA;700;;0;
64;CH;84180;A;8;0;;2.30891;0.80287;0.14825;LARANJA;654;;1;
64;CH;84180;A;8;0;;2.30891;0.80287;0.14825;LARANJA - BRAILE;653;;1;
71;CH;84180;A;8;0;;2.30891;0.80287;0.14825;BRANCA;649;;0;
80;CH;84180;A;8;0;;2.30891;0.80287;0.14825;AMARELA;648;;0;
64;CH;84180;A;8;0;;2.30891;0.80287;0.14825;ROSA;650;;0;
55;CH;84180;A;8;0;;2.30891;0.80287;0.14825;AZUL;607;;0;
80;CH;84180;A;8;0;;2.30891;0.80287;0.14825;AMARELA;608;;0;
64;CH;84180;A;8;0;;2.30891;0.80287;0.14825;LARANJA;614;;1;
64;CH;84180;A;8;0;;2.30891;0.80287;0.14825;LARANJA - BRAILE;613;;1;
71;CH;84180;A;8;0;;2.30891;0.80287;0.14825;BRANCA;609;;0;
55;CH;84180;A;8;0;;2.30891;0.80287;0.14825;AZUL;647;;0;
64;CH;84180;A;8;0;;2.30891;0.80287;0.14825;ROSA;610;;0;
63;CH;84183;E;8;0;;1.28567;1.38478;0.15874;BRANCA;689;;0;
88;CH;84183;E;8;0;;1.28567;1.38478;0.15874;AZUL;687;;0;
90;CH;84183;E;8;0;;1.28567;1.38478;0.15874;AMARELA;688;;0;
75;CH;84183;E;8;0;;1.28567;1.38478;0.15874;ROSA;690;;0;
134;CN;84184;D;3;0;;1.85393;0.63073;0.178;LARANJA - BRAILE;603;;1;
125;CN;84184;D;3;0;;1.85393;0.63073;0.178;AMARELA;598;;0;
121;CN;84184;D;3;0;;1.85393;0.63073;0.178;CINZA;599;;0;
91;CN;84184;D;3;0;;1.85393;0.63073;0.178;AZUL;597;;0;
134;CN;84184;D;3;0;;1.85393;0.63073;0.178;ROSA;600;;0;
134;CN;84184;D;3;0;;1.85393;0.63073;0.178;VERDE;605;;1;
134;CN;84184;D;3;0;;1.85393;0.63073;0.178;LARANJA;604;;1;
137;MT;84253;A;19;0;;2.88702;2.82281;0.13958;CINZA;590;;0;
149;MT;84253;A;19;0;;2.88702;2.82281;0.13958;AZUL;587;;0;
176;MT;84253;A;19;0;;2.88702;2.82281;0.13958;ROSA;589;;0;
176;MT;84253;A;19;0;;2.88702;2.82281;0.13958;LARANJA - BRAILE;593;;1;
176;MT;84253;A;19;0;;2.88702;2.82281;0.13958;VERDE;595;;1;
176;MT;84253;A;19;0;;2.88702;2.82281;0.13958;LARANJA;594;;1;
156;MT;84253;A;19;0;;2.88702;2.82281;0.13958;AMARELA;588;;0;
79;CH;84255;C;7;0;;1.5134;1.04913;0.27789;LARANJA - BRAILE;653;;1;
53;CH;84255;C;7;0;;1.5134;1.04913;0.27789;BRANCA;649;;0;
79;CH;84255;C;7;0;;1.5134;1.04913;0.27789;LARANJA;654;;1;
70;CH;84255;C;7;0;;1.5134;1.04913;0.27789;AMARELA;648;;0;
85;CH;84255;C;7;0;;1.5134;1.04913;0.27789;AZUL;647;;0;
79;CH;84255;C;7;0;;1.5134;1.04913;0.27789;ROSA;650;;0;
79;CH;84255;C;7;0;;1.5134;1.04913;0.27789;ROSA;610;;0;
79;CH;84255;C;7;0;;1.5134;1.04913;0.27789;LARANJA;614;;1;
79;CH;84255;C;7;0;;1.5134;1.04913;0.27789;LARANJA - BRAILE;613;;1;
53;CH;84255;C;7;0;;1.5134;1.04913;0.27789;BRANCA;609;;0;
70;CH;84255;C;7;0;;1.5134;1.04913;0.27789;AMARELA;608;;0;
85;CH;84255;C;7;0;;1.5134;1.04913;0.27789;AZUL;607;;0;
89;CH;84266;B;13;0;;2.1473;1.39593;0.25309;BRANCA;689;;0;
67;CH;84266;B;13;0;;2.1473;1.39593;0.25309;AZUL;687;;0;
66;CH;84266;B;13;0;;2.1473;1.39593;0.25309;AMARELA;688;;0;
81;CH;84266;B;13;0;;2.1473;1.39593;0.25309;ROSA;690;;0;
70;CH;84269;E;12;0;;2.31975;1.58949;0.11892;BRANCA;569;;0;
60;CH;84269;E;12;0;;2.31975;1.58949;0.11892;ROSA;570;;0;
60;CH;84269;E;12;0;;2.31975;1.58949;0.11892;VERDE;575;;1;
79;CH;84269;E;12;0;;2.31975;1.58949;0.11892;AMARELA;568;;0;
60;CH;84269;E;12;0;;2.31975;1.58949;0.11892;LARANJA - BRAILE;573;;1;
60;CH;84269;E;12;0;;2.31975;1.58949;0.11892;LARANJA;574;;1;
69;CH;84269;E;12;0;;2.31975;1.58949;0.11892;AZUL;567;;0;
21;LC;84295;B;23;0;;1.28796;0.07454;0.01332;VERDE;585;;1;
21;LC;84295;B;23;0;;1.28796;0.07454;0.01332;LARANJA;584;;1;
8;LC;84295;B;23;0;;1.28796;0.07454;0.01332;AMARELA;578;;0;
21;LC;84295;B;23;0;;1.28796;0.07454;0.01332;LARANJA - BRAILE;583;;1;
14;LC;84295;B;23;0;;1.28796;0.07454;0.01332;BRANCA;580;;0;
32;LC;84295;B;23;0;;1.28796;0.07454;0.01332;AZUL;577;;0;
21;LC;84295;B;23;0;;1.28796;0.07454;0.01332;ROSA;579;;0;
163;MT;84320;C;6;0;;2.77932;1.75421;0.1858;ROSA;697;;0;
145;MT;84320;C;6;0;;2.77932;1.75421;0.1858;CINZA;698;;0;
173;MT;84320;C;6;0;;2.77932;1.75421;0.1858;AZUL;695;;0;
177;MT;84320;C;6;0;;2.77932;1.75421;0.1858;AMARELA;696;;0;
128;CN;84328;C;4;0;;2.0373;0.8811;0.20697;LARANJA;684;;1;
