question,body,A,B,C,D,E
Questão 55,"A cidade medieval é, antes de mais nada, uma sociedade da abundância, concentrada num pequeno espaço em meio a vastas regiões pouco povoadas. Em seguida, é um lugar de produção e de trocas, onde se articulam o artesanato e o comércio, sustentados por uma economia monetária. É também o centro de um sistema de  valores particular, do qual emerge a prática laboriosa e criativa do trabalho, o gosto pelo negócio e pelo dinheiro, a inclinação para o luxo, o senso da beleza. É ainda um sistema de organização de um espaço fechado  com muralhas, onde se penetra por portas e se caminha por ruas e praças e que é guarnecido por torres. No texto, o espaço descrito se caracteriza pela associação entre a ampliação das atividades urbanas e a",emancipação do poder hegemônico da realeza.,aceitação das práticas usurárias dos religiosos.,independência da produção alimentar dos campos.,superação do ordenamento corporativo dos ofícios.,permanência dos elementos arquitetônicos de proteção.
Questão 56,"TEXTO I Ouve o barulho do rio, meu filho Deixa esse som te embalar As folhas que caem no rio, meu filho Terminam nas águas do mar Quando amanhã por acaso faltar Uma alegria no seu coração Lembra do som dessas águas de lá Faz desse rio a sua oração. TEXTO II O atrativo ecoturístico não é somente o banho de cachoeira, sentar e caminhar pela praia, cavalgar,  mas conhecer a biodiversidade, às vezes supostamente em extinção. Observar baleias, nadar com o golfinho, tocar em corais, sair ao encontro de dezenas de jacarés em seu hábitat natural são símbolos que fascinam um ecoturista. A natureza é transformada em espetáculo diferente da vida urbana moderna. São identificadas nos textos, respectivamente, as seguintes posturas em relação à natureza:",Exploração e romantização.,Sacralização e profanação.,Preservação e degradação.,Segregação e democratização.,Idealização e mercantilização.
Questão 57,"A maior parte das agressões e manifestações discriminatórias contra as religiões de matrizes africanas ocorrem em locais públicos (57 por cento ). É na rua, na via pública, que tiveram lugar mais de dois terços das agressões, geralmente em locais próximos às casas de culto dessas religiões. O transporte público também é apontado como um local em que os adeptos das religiões de matrizes africanas são discriminados, geralmente quando se encontram paramentados por conta dos preceitos religiosos. As práticas descritas no texto são incompatíveis com a dinâmica de uma sociedade laica e democrática porque",asseguram as expressões multiculturais.,promovem a diversidade de etnias.,falseiam os dogmas teológicos.,estimulam os rituais sincréticos.,restringem a liberdade de credo.
Questão 58,"TEXTO I A centralização econômica, o protecionismo e a expansão ultramarina engrandeceram o Estado,  embora beneficiassem a burguesia incipiente. TEXTO II As interferências da legislação e das práticas exclusivistas restringem a operação benéfica da lei natural na esfera das relações econômicas. Entre os séculos XVI e XIX, diferentes concepções sobre as relações entre Estado e economia foram formuladas. Tais concepções, associadas a cada um dos textos, confrontam-se, respectivamente, na oposição entre as práticas de",valorização do pacto colonial — combate à livre-  -iniciativa.,defesa dos monopólios régios — apoio à livre concorrência.,formação do sistema metropolitano — crítica à livre navegação.,abandono da acumulação metalista — estímulo ao livre-comércio.,eliminação das tarifas alfandegárias — incentivo ao livre-cambismo.
Questão 59,"A lenda diz que, em um belo dia ensolarado, Newton estava relaxando sob uma macieira. Pássaros gorjeavam em suas orelhas. Havia uma brisa gentil.  Ele cochilou por alguns minutos. De repente,  uma maçã caiu sobre a sua cabeça e ele acordou com um susto. Olhou para cima. “Com certeza um pássaro ou um esquilo derrubou a maçã da árvore”, supôs. Mas não havia pássaros ou esquilos na árvore por perto.  Ele, então, pensou: “Apenas alguns minutos antes, a maçã estava pendurada na árvore. Nenhuma força externa fez ela cair. Deve haver alguma força subjacente que causa a queda das coisas para a terra”. Em contraponto a uma interpretação idealizada, o texto aponta para a seguinte dimensão fundamental da ciência moderna:",Falsificação de teses.,Negação da observação.,Proposição de hipóteses.,Contemplação da natureza.,Universalização de conclusões.
Questão 60,"Dificilmente passa-se uma noite sem que algum sitiante tenha seu celeiro ou sua pilha de cereais destruídos pelo fogo. Vários trabalhadores não diretamente envolvidos nos ataques pareciam  apoiá-los, como se vê neste depoimento ao The Times : “deixa queimar, pena que não foi a casa”; “podemos nos aquecer agora”; “nós só queríamos algumas batatas,  há um fogo ótimo para cozinhá-las”. A revolta descrita no texto, ocorrida na Inglaterra no século XIX, foi uma reação ao seguinte processo socioespacial:",Restrição da propriedade privada.,Expropriação das terras comunais.,Imposição da estatização fundiária.,Redução da produção monocultora.,Proibição das atividades artesanais.
Questão 61,"Entre os combatentes estava a mais famosa heroína da Independência. Nascida em Feira de Santana, filha de lavradores pobres, Maria Quitéria de Jesus tinha trinta anos quando a Bahia começou a pegar em armas contra os portugueses. Apesar da proibição de mulheres nos batalhões de voluntários,  decidiu se alistar às escondidas. Cortou os cabelos, amarrou os seios, vestiu-se de homem e incorporou-se às fileiras brasileiras com o nome de Soldado Medeiros. No processo de Independência do Brasil, o caso mencionado é emblemático porque evidencia a",rigidez hierárquica da estrutura social.,inserção feminina nos ofícios militares.,adesão pública dos imigrantes portugueses.,flexibilidade administrativa do governo imperial.,receptividade metropolitana aos ideais emancipatórios.
Questão 62,"A reestruturação global da indústria, condicionada pelas estratégias de gestão global da cadeia de valor dos grandes grupos transnacionais, promoveu um forte deslocamento do processo produtivo, até mesmo de plantas industriais inteiras, e redirecionou os fluxos de produção e de investimento. Entretanto, o aumento da participação dos países em desenvolvimento no produto global deu-se de forma bastante assimétrica quando se compara o dinamismo dos países do leste asiático com o dos demais países, sobretudo os latino-americanos, no período 1980-2000. A dinâmica de transformação da geografia das indústrias descrita expõe a complementaridade entre dispersão espacial e",autonomia tecnológica.,crises de abastecimento.,descentralização política.,concentração econômica.,compartilhamento de lucros.
Questão 63,"Descrição da imagem: Representação de um mapa intitulado “Regiões Áridas e Semiáridas do mundo”. No Hemisfério Norte há a incidência acentuada de regiões áridas (deserto), com entorno semiárido em cada uma delas, no leste dos Estados Unidos e México, no norte da África e sul da Europa e em boa parte da Ásia (todos à altura da linha do Trópico de Câncer). No Hemisfério Sul há a incidência de regiões áridas (deserto), com entorno semiárido em cada uma delas, na Cordilheira dos Andes (à altura da linha do Trópico de Capricórnio), no sudoeste da África e no centro da Austrália. No Brasil, entre a linha do Equador e o Trópico de Capricórnio, há apenas a incidência de uma região semiárida, sem a incidência de região árida (deserto). No Hemisfério Sul, a sequência latitudinal dos desertos representada na imagem sofre uma interrupção no Brasil devido à seguinte razão:",Existência de superfícies de intensa refletividade.,Preponderância de altas pressões atmosféricas.,Influência de umidade das áreas florestais.,Predomínio de correntes marinhas frias.,Ausência de massas de ar continentais.
Questão 64,"De fat o, não é porque o homem pode usar a vontade livre para pecar que se deve supor que Deus a concedeu para isso. Há, portanto, uma razão pela qual Deus deu ao homem esta característica, pois sem ela não poderia viver e agir corretamente. Pode-se compreender, então, que ela foi concedida ao homem para esse fim, considerando-se que se um homem a usa para pecar, recairão sobre ele as punições divinas. Ora, isso seria injusto se a vontade livre tivesse sido dada ao homem não apenas para agir corretamente, mas também para pecar. Na verdade, por que deveria ser punido aquele que usasse sua vontade para o fim para o qual ela lhe foi dada? Nesse texto, o filósofo cristão Agostinho de Hipona sustenta que a punição divina tem como fundamento o(a)",desvio da postura celibatária.,insuficiência da autonomia moral.,afastamento das ações de desapego.,distanciamento das práticas de sacrifício.,violação dos preceitos do Velho Testamento.
Questão 65,"Localizado a 160 km da cidade de Porto Velho (capital do estado de Rondônia), nos limites da Reserva Extrativista Jaci-Paraná e Terra Indígena Karipunas, o povoado de União Bandeirantes surgiu em 2000 a partir de movimentos de camponeses, madeireiros, pecuaristas e grileiros que, à revelia do ordenamento territorial e diante da passividade governamental, demarcaram e invadiram terras na área rural  fundando a vila. Atualmente, constitui-se na região de maior produção agrícola e leiteira do município de Porto Velho, fornecendo, inclusive, alimentos para a Hidrelétrica de Jirau. A dinâmica de ocupação territorial descrita foi decorrente da",mecanização do processo produtivo.,adoção da colonização dirigida.,realização de reforma agrária.,ampliação de franjas urbanas.,expansão de frentes pioneiras.
Questão 66,"Em nenhuma outra época o corpo magro adquiriu um sentido de corpo ideal e esteve tão em evidência como nos dias atuais: esse corpo, nu ou vestido, exposto em diversas revistas femininas e masculinas, está na moda: é capa de revistas, matérias de jornais, manchetes publicitárias, e se transformou em sonho de consumo para milhares de pessoas. Partindo dessa concepção, o gordo passa a ter um corpo visivelmente sem comedimento, sem saúde, um corpo estigmatizado pelo desvio, o desvio pelo excesso. Entretanto, como afirma a escritora Marylin Wann, é perfeitamente possível ser gordo e saudável. Frequentemente os gordos adoecem não por causa da gordura, mas sim  pelo estresse, pela opressão a que são submetidos. No texto, o tratamento predominante na mídia sobre a relação entre saúde e corpo recebe a seguinte crítica:",Difusão das estéticas antigas.,Exaltação das crendices populares.,Propagação das conclusões científicas.,Reiteração dos discursos hegemônicos.,Contestação dos estereótipos consolidados.
Questão 67,"No sistema capitalista, as muitas manifestações de crise criam condições que forçam a algum tipo de racionalização. Em geral, essas crises periódicas têm o efeito de expandir a capacidade produtiva e de renovar as condições de acumulação. Podemos conceber cada crise como uma mudança do processo de acumulação para um nível novo e superior. A condição para a inclusão dos trabalhadores no novo processo produtivo descrito no texto é a",associação sindical.,participação eleitoral.,migração internacional.,qualificação profissional.,regulamentação funcional.
Questão 68,"Constituição do Império do Brasil de 1824 Artigo  90 . As nomeações dos deputados e senadores para a Assembleia Geral, e dos membros dos Conselhos Gerais das províncias, serão feitas  por eleições, elegendo a massa dos cidadãos ativos em  assembleias paroquiais, os eleitores de província,  e estes, os representantes da nação e província. Artigo  92 . São excluídos de votar nas assembleias paroquiais: I. Os menores de vinte e cinco anos, nos quais se não compreendem os casados, os oficiais militares, que forem maiores de vinte e um anos, os bacharéis formados e os clérigos de ordens sacras. II. Os filhos de famílias, que estiverem na companhia de seus pais, salvo se servirem a ofícios públicos. III. Os criados de servir, em cuja classe não entram os guarda-livros, e primeiros caixeiros das casas de comércio, os criados da Casa Imperial,  que não forem de galão branco, e os administradores das fazendas rurais e fábricas. IV. Os religiosos e quaisquer que vivam em comunidade claustral. V. Os que não tiverem de renda líquida anual cem mil réis por bens de raiz, indústria, comércio,  ou emprego. De acordo com os artigos do dispositivo legal apresentado, o sistema eleitoral instituído no início do Império é marcado pelo(a)",representação popular e sigilo individual.,voto indireto e perfil censitário.,liberdade pública e abertura política.,ética partidária e supervisão estatal.,caráter liberal e sistema parlamentar.
Questão 69,"Descrição da imagem: Fotografia de uma rua calçada e bem conservada. No fim dos paralelepípedos e meio fio do calçamento há um pequeno jardim, onde se lê na lateral a palavra “veracidade”. No fundo da imagem há um muro com diversos grafites. Fala-se aqui de uma arte criada nas ruas e para  as ruas, marcadas antes de tudo pela vida cotidiana, seus conflitos e suas possibilidades, que poderiam  envolver técnicas, agentes e temas que não fossem encontrados nas instituições mais tradicionais e formais. A manifestação artística expressa na imagem e  apresentada no texto integra um movimento contemporâneo de",regulação das relações sociais.,apropriação dos espaços públicos.,padronização das culturas urbanas.,valorização dos formalismos estéticos.,revitalização dos patrimônios históricos.
Questão 70,"TEXTO I – Crítica da razão prática , de Immanuel Kant Duas coisas enchem o ânimo de admiração e veneração sempre crescentes: o céu estrelado sobre mim e a lei moral em mim. TEXTO II – Kant (relido) , de Orides Fontela Duas coisas admiro: a dura lei cobrindo-me e o estrelado céu dentro de mim. A releitura realizada pela poeta inverte as seguintes ideias centrais do pensamento kantiano:",Possibilidade da liberdade e obrigação da ação.,Aprioridade do juízo e importância da natureza.,Necessidade da boa vontade e crítica da metafísica.,Prescindibilidade do empírico e autoridade da razão.,Interioridade da norma e fenomenalidade do mundo.
Questão 71,"A soberania dos cidadãos dotados de plenos direitos era imprescindível para a existência da cidade-estado. Segundo os regimes políticos, a proporção desses cidadãos em relação à população total dos homens livres podia variar muito, sendo bastante pequena nas aristocracias e oligarquias e maior nas democracias. Nas cidades-estado da Antiguidade Clássica, a proporção de cidadãos descrita no texto é explicada pela adoção do seguinte critério para a participação política:",Controle da terra.,Liberdade de culto.,Igualdade de gênero.,Exclusão dos militares.,Exigência da alfabetização.
Questão 72,"A Revolta da Vacina (1904) mostrou claramente o aspecto defensivo, desorganizado, fragmentado da ação popular. Não se negava o Estado, não se reivindicava participação nas decisões políticas; defendiam-se valores e direitos considerados acima da  intervenção do Estado. A mobilização analisada representou um alerta,  na medida em que a ação popular questionava",a alta de preços.,a política clientelista.,as reformas urbanas.,o arbítrio governamental.,as práticas eleitorais.
Questão 73,"A partir da segunda metade do século XVIII,  o número de escravos recém-chegados cresce no Rio e se estabiliza na Bahia. Nenhum lugar servia tão bem à recepção de escravos quanto o Rio de Janeiro. Na matéria, o jornalista informa uma mudança na dinâmica do tráfico atlântico que está relacionada à seguinte atividade:",Coleta de drogas do sertão.,Extração de metais preciosos.,Adoção da pecuária extensiva.,Retirada de madeira do litoral.,Exploração da lavoura de tabaco.
Questão 74,"A ocasião fez o ladrão: Francis Drake travava sua guerra de pirataria contra a Espanha papista quando roubou as tropas de mulas que levavam o ouro do Peru para o Panamá. Graças à cumplicidade da rainha Elizabeth I, ele reincide e saqueia as costas do Chile e do Peru antes de regressar pelo Oceano Pacífico, e depois pelo Índico. Ora, em Ternate ele oferece sua proteção a um sultão revoltado com os portugueses; assim nasce o primeiro entreposto inglês ultramarino. A tática adotada pela Inglaterra do século XVI, conforme citada no texto, foi o meio encontrado para",restabelecer o crescimento da economia mercantil.,conquistar as riquezas dos territórios americanos.,legalizar a ocupação de possessões ibéricas.,ganhar a adesão das potências europeias.,fortalecer as rotas do comércio marítimo.
Questão 75,"O Ministério do Trabalho e Emprego (MTE) realizou 248 ações fiscais e resgatou um total de  1 590 trabalhadores da situação análoga à de escravo, em 2014, em todo o país. A análise do enfrentamento do trabalho em condições análogas às de escravo materializa a efetivação de parcerias inéditas no trato da questão, podendo ser referenciadas ações fiscais realizadas com o Ministério da Defesa,  Exército Brasileiro, Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (Ibama) e Instituto Chico Mendes de Conservação da  Biodiversidade (ICMBio). A estratégia defendida no texto para reduzir o problema social apontado consiste em:",Articular os órgãos públicos.,Pressionar o Poder Legislativo.,Ampliar a emissão das multas.,Limitar a autonomia das empresas.,Financiar as pesquisas acadêmicas.
Questão 76,"O bônus demográfico é caracterizado pelo período em que, por causa da redução do número de filhos por mulher, a estrutura populacional fica favorável ao crescimento econômico. Isso acontece porque há proporcionalmente menos crianças na população, e o percentual de idosos ainda não é alto. A ação estatal que contribui para o aproveitamento do bônus demográfico é o estímulo à",atração de imigrantes.,elevação da carga tributária.,qualificação da mão de obra.,admissão de exilados políticos.,concessão de aposentadorias.
Questão 77,"Os moradores de Utqiagvik passaram dois meses quase totalmente na escuridão Os habitantes desta pequena cidade no Alasca — o estado dos Estados Unidos mais ao norte —  já estão acostumados a longas noites sem ver a luz do dia. Em 18 de novembro de 2018, seus pouco mais de 4 mil habitantes viram o último pôr do sol do ano.  A oportunidade seguinte para ver a luz do dia ocorreu no dia 23 de janeiro de 2019, às 13 h 04 min (horário local). O fenômeno descrito está relacionado ao fato de a cidade citada ter uma posição geográfica condicionada pela",continentalidade.,maritimidade.,longitude.,latitude.,altitude.
Questão 78,"A fome não é um problema técnico, pois ela não se deve à falta de alimentos, isso porque a fome convive hoje com as condições materiais para resolvê-la. O texto demonstra que o problema alimentar apresentado tem uma dimensão política por estar associado ao(à)",escala de produtividade regional.,padrão de distribuição de renda.,dificuldade de armazenamento de grãos.,crescimento da população mundial.,custo de escoamento dos produtos.
Questão 79,"A pegada ecológica gigante que estamos a deixar no planeta está a transformá-lo de tal forma que os especialistas consideram que já entramos numa nova época geológica, o Antropoceno. E muitos  defendem que, se não travarmos a crise ambiental, mais rapidamente transformaremos a Terra em Vênus do que iremos a Marte. A expressão “Antropoceno” é atribuída ao químico e prêmio Nobel Paul Crutzen, que a propôs durante uma conferência em 2000, ao mesmo tempo que anunciou o fim do Holoceno — a época geológica em que os seres humanos se encontram há cerca de  12 mil anos, segundo a União Internacional das Ciências Geológicas (UICG), a entidade que define as unidades de tempo geológicas. A concepção apresentada considera a existência de uma nova época geológica concebida a partir da capacidade de influência humana nos processos",eruptivos.,exógenos.,tectônicos.,magmáticos.,metamórficos.
Questão 80,"Descrição da imagem: Ilustração de uma paisagem composta por edifícios, rodovia, pastagens, rio, floresta, o Sol e um satélite em órbita na atmosfera. A energia solar incidente é representada por setas provenientes do Sol, que apontam para os edifícios, a rodovia, as pastagens, o rio e a floresta. A energia solar refletida é representada por setas provenientes dos edifícios, da rodovia, das pastagens, do rio e da floresta, que apontam para o satélite em órbita na atmosfera. A geração de imagens por meio da tecnologia ilustrada depende da variação do(a):",Albedo dos corpos físicos.,Profundidade do lençol freático.,Campo de magnetismo terrestre.,Qualidade dos recursos minerais.,Movimento de translaç ão planetária.
Questão 81,"Dizem que Humboldt, naturalista do século XIX, maravilhado pela geografia, flora e fauna da região sul-americana, via seus habitantes como se fossem mendigos sentados sobre um saco de ouro,  referindo-se a suas incomensuráveis riquezas naturais não exploradas. De alguma maneira, o cientista ratificou nosso papel de exportadores de natureza no que seria o mundo depois da colonização ibérica: enxergou-nos como territórios condenados a aproveitar os recursos naturais existentes. A relação entre ser humano e natureza ressaltada no texto refletia a permanência da seguinte corrente filosófica:",Relativismo cognitivo.,Materialismo dialético.,Racionalismo cartesiano.,Pluralismo epistemológico.,Existencialismo fenomenológico.
Questão 82,"O Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (Ibama) está investigando o extermínio de abelhas por intoxicação por agrotóxicos em colmeias de São Paulo e Minas Gerais. Os estudos com inseticidas do tipo neonicotinoides devem estar concluídos no primeiro semestre de 2015. Trata-se de um problema de escala mundial, presente, inclusive, em países do chamado primeiro mundo, e que traz, como consequência, grave ameaça aos seres vivos  do planeta, inclusive ao homem. Qual solução para o problema apresentado garante a produtividade da agricultura moderna?",Preservação da área de mata ciliar.,Adoção da prática de adubação química.,Utilização da técnica de controle biológico.,Ampliação do modelo de monocultura tropical.,Intensificação da drenagem do solo de várzea.
Questão 83,"O cristianismo incorporou antigas práticas relativas ao fogo para criar uma festa sincrética. A igreja retomou a distância de seis meses entre os nascimentos de Jesus Cristo e João Batista e instituiu a data de comemoração a este último de tal maneira que as festas do solstício de verão europeu com suas tradicionais fogueiras se tornaram “fogueiras de São João”. A festa do fogo e da luz no entanto não foi imediatamente associada a São João Batista. Na Baixa Idade Média, algumas práticas tradicionais da festa (como banhos, danças e cantos) foram perseguidas por monges e bispos. A partir do Concílio de Trento  (1545-1563), a Igreja resolveu adotar celebrações em torno do fogo e associá-las à doutrina cristã. Com o objetivo de se fortalecer, a instituição mencionada no texto adotou as práticas descritas, que consistem em",promoção de atos ecumênicos.,fomento de orientações bíblicas.,apropriação de cerimônias seculares.,retomada de ensinamentos apostólicos.,ressignificação de rituais fundamentalistas.
Questão 84,"Penso que não há um sujeito soberano, fundador, uma forma universal de sujeito que poderíamos encontrar em todos os lugares. Penso, pelo contrário, que o sujeito se constitui através das práticas de  sujeição ou, de maneira mais autônoma, através de práticas de liberação, de liberdade, como na Antiguidade — a partir, obviamente, de um certo número de regras, de estilos,  que podemos encontrar no meio cultural. (Michel Foucault) O texto de Michel Foucault aponta que a subjetivação se efetiva numa dimensão","legal, pautada em preceitos jurídicos.","racional, baseada em pressupostos lógicos.","contingencial, processada em interações sociais.","transcendental, efetivada em princípios religiosos.","essencial, fundamentada em parâmetros substancialistas."
Questão 85,"TEXTO I – Novum Organum , de Francis Bacon Os segredos da natureza se revelam mais sob a tortura dos experimentos do que no seu curso natural. TEXTO II O ser humano, totalmente desintegrado do todo, não percebe mais as relações de equilíbrio da natureza.  Age de forma totalmente desarmônica sobre o ambiente, causando grandes desequilíbrios ambientais. Os textos indicam uma relação da sociedade diante da natureza caracterizada pela",objetificação do espaço físico.,retomada do modelo criacionista.,recuperação do legado ancestral.,infalibilidade do método científico.,formação da cosmovisão holística.
Questão 86,"Origens do totalitarismo, Hanna Arendt Essa atmosfera de loucura e irrealidade, criada pela aparente ausência de propósitos, é a verdadeira cortina de ferro que esconde dos olhos do mundo todas as formas de campos de concentração. Vistos de fora, os campos e o que neles acontece só podem ser descritos com imagens extraterrenas, como se a vida fosse neles separada das finalidades deste mundo. Mais que o arame farpado, é a irrealidade dos detentos que ele confina que provoca uma crueldade tão incrível que termina levando à aceitação do extermínio como solução perfeitamente normal. A partir da análise da autora, no encontro das temporalidades históricas, evidencia-se uma crítica à naturalização do(a)","ideário nacional, que legitima as desigualdades sociais.","alienação ideológica, que justifica as ações individuais.","cosmologia religiosa, que sustenta as tradições hierárquicas.","segregação humana, que fundamenta os projetos biopolíticos.","enquadramento cultural, que favorece os comportamentos punitivos."
Questão 87,"Para Maquiavel, quando um homem decide dizer a verdade pondo em risco a própria integridade física, tal resolução diz respeito apenas a sua pessoa. Mas se esse mesmo homem é um chefe de Estado, os critérios pessoais não são mais adequados para decidir sobre ações cujas consequências se tornam tão amplas,  já que o prejuízo não será apenas individual,  mas coletivo. Nesse caso, conforme as circunstâncias e os fins a serem atingidos, pode-se decidir que o melhor para o bem comum seja mentir. O texto aponta uma inovação na teoria política na época moderna expressa na distinção entre",idealidade e efetividade da moral.,nulidade e preservabilidade da liberdade.,ilegalidade e legitimidade do governante.,verificabilidade e possibilidade da verdade.,objetividade e subjetividade do conhecimento.
Questão 88,"A criação do Sistema Único de Saúde (SUS) como uma política para todos constitui-se uma das mais importantes conquistas da sociedade brasileira no século XX. O SUS deve ser valorizado e defendido como um marco para a cidadania e o avanço civilizatório. A democracia envolve um modelo de Estado no qual políticas protegem os cidadãos e reduzem as desigualdades. O SUS é uma diretriz que fortalece a cidadania e contribui para assegurar o  exercício de direitos, o pluralismo político e o bem-estar como valores de uma sociedade fraterna, pluralista e sem preconceitos, conforme prevê a Constituição  Federal de 1988. Segundo o texto, duas características da concepção da política pública analisada são:",Paternalismo e filantropia.,Liberalismo e meritocracia.,Universalismo e igualitarismo.,Nacionalismo e individualismo.,Revolucionarismo e coparticipação.
Questão 89,"TEXTO I - Meditações , de René Descartes Considero apropriado deter-me algum tempo na contemplação deste Deus todo perfeito, ponderar totalmente à vontade seus maravilhosos atributos, considerar, admirar e adorar a incomparável beleza dessa imensa luz. TEXTO II Qual será a forma mais razoável de entender como é o mundo? Existirá alguma boa razão para acreditar que o mundo foi criado por uma divindade todo-poderosa? Não podemos dizer que a crença em Deus é “apenas” uma questão de fé. Os textos abordam um questionamento da construção da modernidade que defende um modelo",centrado na razão humana.,baseado na explicação mitológica.,fundamentado na ordenação imanentista.,focado na legitimação contratualista.,configurado na percepção etnocêntrica.
Questão 90,"A comunidade de Mumbuca, em Minas Gerais, tem uma organização coletiva de tal forma expressiva que coopera para o abastecimento de mantimentos da cidade do Jequitinhonha, o que pode ser atestado pela feira aos sábados. Em Campinho da Independência, no  Rio de Janeiro, o artesanato local encanta os frequentadores do litoral sul do estado, além do restaurante quilombola que atende aos turistas. No texto, as estratégias territoriais dos grupos de remanescentes de quilombo visam garantir:",Perdão de dívidas fiscais.,Reserva de mercado local.,Inserção econômica regional.,Protecionismo comercial tarifário.,Benefícios assistenciais públicos.
