question,body,A,B,C,D,E
QUESTÃO 76,"A Terra gira ao redor de seu próprio eixo com uma inclinação de aproximadamente 23 graus, medida em relação ao plano da órbita elíptica que descreve ao redor do Sol. Esta inclinação faz com que a intensidade de insolação varie periodicamente, causando as estações do ano e a defasagem de seis meses entre as estações do hemisfério norte e do hemisfério sul. A defasagem de seis meses entre os hemisférios ocorre porque",as correntes marítimas fazem com que seja trazida água fria dos polos no inverno e água quente dos trópicos no verão.,a órbita elíptica da Terra faz com que em uma época do ano a Terra fique mais próxima do Sol e em outra época fique mais distante.,a variação anual da inclinação do eixo de rotação da Terra faz com que a incidência do Sol seja maior em uma época do ano do que em outra.,as massas de ar seco estacionárias fazem com que nuvens não se formem no verão e as frentes frias fazem com que seja trazido ar frio do sul no inverno.,a inclinação constante do eixo de rotação faz com que os raios solares incidam mais frontalmente em um dos hemisférios em uma época do ano do que em outra.
QUESTÃO 77,"Aspartame é um edulcorante artificial (adoçante dietético) que apresenta potencial adoçante 200 vezes maior que o açúcar comum, permitindo seu uso em pequenas quantidades. Muito usado pela indústria alimentícia, principalmente nos refrigerantes diet , tem valor energético que corresponde a 4 calorias/grama. É contraindicado a portadores de fenilcetonúria, uma doença genética rara que provoca o acúmulo da fenilalanina no organismo, causando retardo mental. O IDA (índice diário aceitável) desse adoçante é 40 mg/kg de massa corpórea. Com base nas informações do texto, a quantidade máxima recomendada de aspartame, em mol, que uma pessoa de 70 kg de massa corporal pode ingerir por dia é mais próxima de Dado: massa molar do aspartame = 294 g/mol","1,3 × 10 –4 .","9,5 × 10 –3 .",4 × 10 –2 .,"2,6.",823.
QUESTÃO 78,"Uma novidade está prevista para atingir as prateleiras dos supermercados brasileiros. São as embalagens comestíveis que visam prolongar o tempo de prateleira dos alimentos perecíveis e promover proteção contra os microrganismos que causam a degradação do produto embalado. Para tanto, são adicionados antioxidantes e antibióticos às embalagens comestíveis. Antes de ser aprovado, é importante avaliar se esse novo produto biotecnológico promoverá",seleção de bactérias resistentes.,aumento da produção de lixo inorgânico.,redução da ocorrência de doenças genéticas.,incentivo do consumo de alimentos orgânicos.,acréscimo de radicais livres nos alimentos embalados.
QUESTÃO 79,"Em certos locais, larvas de moscas, criadas em arroz cozido, são utilizadas como iscas para pesca. Alguns criadores, no entanto, acreditam que essas larvas surgem espontaneamente do arroz cozido, tal como preconizado pela teoria da geração espontânea. Essa teoria começou a ser refutada pelos cientistas ainda no século XVII, a partir dos estudos de Redi e Pasteur, que mostraram experimentalmente que",seres vivos podem ser criados em laboratório.,a vida se originou no planeta a partir de microrganismos.,o ser vivo é oriundo da reprodução de outro ser vivo pré-existente.,seres vermiformes e microrganismos são evolutivamente aparentados.,"vermes e microrganismos são gerados pela matéria existente nos cadáveres e nos caldos nutritivos, respectivamente."
QUESTÃO 80,"Os tubos de PVC, material organoclorado sintético, são normalmente utilizados como encanamento na construção civil. Ao final da sua vida útil, uma das formas de descarte desses tubos pode ser a incineração. Nesse processo libera-se HCℓ (g), cloreto de hidrogênio, dentre outras substâncias. Assim, é necessário um tratamento para evitar o problema da emissão desse poluente. Entre as alternativas possíveis para o tratamento, é apropriado canalizar e borbulhar os gases provenientes da incineração em",água dura.,água de cal.,água salobra.,água destilada.,água desmineralizada.
QUESTÃO 81,"Aumentar a eficiência na queima de combustível dos motores a combustão e reduzir suas emissões de poluentes é a meta de qualquer fabricante de motores. É também o foco de uma pesquisa brasileira que envolve experimentos com plasma, o quarto estado da matéria e que está presente no processo de ignição. A interação da faísca emitida pela vela de ignição com as moléculas de combustível gera o plasma que provoca a explosão liberadora de energia que, por sua vez, faz o motor funcionar. No entanto, a busca da eficiência referenciada no texto apresenta como fator limitante","o tipo de combustível, fóssil, que utilizam. Sendo um insumo não renovável, em algum momento estará esgotado.","um dos princípios da termodinâmica, segundo o qual o rendimento de uma máquina térmica nunca atinge o ideal.",o funcionamento cíclico de todos os motores. A repetição contínua dos movimentos exige que parte da energia seja transferida ao próximo ciclo.,as forças de atrito inevitável entre as peças. Tais forças provocam desgastes contínuos que com o tempo levam qualquer material à fadiga e ruptura.,"a temperatura em que eles trabalham. Para atingir o plasma, é necessária uma temperatura maior que a de fusão do aço com que se fazem os motores."
QUESTÃO 82,"A falta de conhecimento em relação ao que vem a ser um material radioativo e quais os efeitos, consequências e usos da irradiação pode gerar o medo e a tomada de decisões equivocadas, como a apresentada no exemplo a seguir. “Uma companhia aérea negou-se a transportar material médico por este portar um certificado de esterilização por irradiação.” A decisão tomada pela companhia é equivocada, pois","o material é incapaz de acumular radiação, não se tornando radioativo por ter sido irradiado.",a utilização de uma embalagem é suficiente para bloquear a radiação emitida pelo material.,a contaminação radioativa do material não se prolifera da mesma forma que as infecções por microrganismos.,o material irradiado emite radiação de intensidade abaixo daquela que ofereceria risco à saúde.,o intervalo de tempo após a esterilização é suficiente para que o material não emita mais radiação.
QUESTÃO 83,"A imagem representa o processo de evolução das plantas e algumas de suas estruturas. Para o sucesso desse processo, a partir de um ancestral simples, os diferentes grupos vegetais desenvolveram estruturas adaptativas que lhes permitiram sobreviver em diferentes ambientes. Descrição da imagem: a figura representa o processo evolutivo das embriófitas (Reino Plantae). Nesse processo, ALGA VERDE ANCESTRAL desenvolve as estruturas adaptativas GAMETÓFITO DOMINANTE e ARQUEGÔNIO e evolui para BRIÓFITA; a BRIÓFITA desenvolve as estruturas adaptativas ESPORÓFITO DOMINANTE e VASOS CONDUTORES e evolui para PTERIDÓFITA; a PTERIDÓFITA desenvolve as estruturas adaptativas SEMENTES ALADAS e GRÃOS DE PÓLEN e evolui para GIMNOSPERMA; a GIMNOSPERMA desenvolve as estruturas adaptativas FLORES e FRUTOS e evolui para ANGIOSPERMA. Qual das estruturas adaptativas apresentadas contribuiu para uma maior diversidade genética?","As sementes aladas, que favorecem a dispersão aérea.","Os arquegônios, que protegem o embrião multicelular.","Os grãos de pólen, que garantem a polinização cruzada.","Os frutos, que promovem uma maior eficiência reprodutiva.","Os vasos condutores, que possibilitam o transporte da seiva bruta."
QUESTÃO 84,"Osmose é um processo espontâneo que ocorre em todos os organismos vivos e é essencial à manutenção da vida. Uma solução 0,15 mol/L de NaCℓ (cloreto de sódio) possui a mesma pressão osmótica das soluções presentes nas células humanas. A imersão de uma célula humana em uma solução 0,20 mol/L de NaCℓ tem, como consequência, a",adsorção de íons Na + sobre a superfície da célula.,difusão rápida de íons Na+ para o interior da célula.,diminuição da concentração das soluções presentes na célula.,transferência de íons Na+ da célula para a solução.,transferência de moléculas de água do interior da célula para a solução.
QUESTÃO 85,"Um consumidor d esconfia que a balança do supermercado não está aferindo corretamente a massa dos produtos. Ao chegar a casa resolve conferir se a balança estava descalibrada. Para isso, utiliza um recipiente provido de escala volumétrica, contendo 1,0 litro d’água. Ele coloca uma porção dos legumes que comprou dentro do recipiente e observa que a água atinge a marca de 1,5 litro e também que a porção não ficara totalmente submersa, com 1 3 de seu volume fora d’água. Para concluir o teste, o consumidor, com ajuda da internet, verifica que a densidade dos legumes, em questão, é a metade da densidade da água, onde, r água = 1 g cm3. No supermercado a balança registrou a massa da porção de legumes igual a 0,500 kg (meio quilograma). Considerando que o método adotado tenha boa precisão, o consumidor concluiu que a balança estava descalibrada e deveria ter registrado a massa da porção de legumes igual a","0,073 kg.","0,167 kg.","0,250 kg.","0,375 kg.","0,750 kg."
QUESTÃO 86,"Os trens de alta velocidade vêm sendo utilizados como alternativa aos aviões em viagens de longas distâncias. Em uma viagem de avião, um passageiro gasta um tempo total de 1,0 hora no embarque e desembarque, com a viagem sendo realizada a uma velocidade média de 800 km/h. Já em uma viagem de trem, o tempo de embarque e desembarque seria de 10 minutos, com a viagem sendo realizada a uma velocidade média de 300 km/h. Com base nas informações contidas no texto, a partir de quantos quilômetros ainda seria mais vantajoso, em relação ao tempo total gasto, viajar de avião?",400,605,642,1 210,1 283
QUESTÃO 87,"Paleontólogos estudam fósseis e esqueletos de dinossauros para tentar explicar o desaparecimento desses animais. Esses estudos permitem afirmar que esses animais foram extintos há cerca de 65 milhões de anos. Uma teoria aceita atualmente é a de que um asteroide colidiu com a Terra, formando uma densa nuvem de poeira na atmosfera. De acordo com essa teoria, a extinção ocorreu em função de modificações no planeta que","desestabilizaram o relógio biológico dos animais, causando alterações no código genético.","reduziram a penetração da luz solar até a superfície da Terra, interferindo no fluxo energético das teias tróficas.","causaram uma série de intoxicações nos animais, provocando a bioacumulação de partículas de poeira nos organismos.","resultaram na sedimentação das partículas de poeira levantada com o impacto do meteoro, provocando o desaparecimento de rios e lagos.","evitaram a precipitação de água até a superfície da Terra, causando uma grande seca que impediu a retroalimentação do ciclo hidrológico."
QUESTÃO 88,"O boato de que os lacres das latas de alumínio teriam um alto valor comercial levou muitas pessoas a juntarem esse material na expectativa de ganhar dinheiro com sua venda. As empresas fabricantes de alumínio esclarecem que isso não passa de uma “lenda urbana”, pois ao retirar o anel da lata, dificulta-se a reciclagem do alumínio. Como a liga do qual é feito o anel contém alto teor de magnésio, se ele não estiver junto com a lata, fica mais fácil ocorrer a oxidação do alumínio no forno. A tabela apresenta as semirreações e os valores de potencial padrão de redução de alguns metais: SemirreaçãoPotencial Padrão de Redução (V) Li+ + e – → Li –3,05 K+ + e – → K –2,93 Mg2+ + 2 e – → Mg –2,36 Al3+ + 3 e – → Al –1,66 Zn2+ + 2 e – → Zn –0,76 Cu2+ + 2 e – → Cu +0,34 Com base no texto e na tabela, que metais poderiam entrar na composição do anel das latas com a mesma função do magnésio, ou seja, proteger o alumínio da oxidação nos fornos e não deixar diminuir o rendimento da sua reciclagem?","Somente o lítio, pois ele possui o menor potencial de redução.","Somente o cobre, pois ele possui o maior potencial de redução.","Somente o potássio, pois ele possui potencial de redução mais próximo do magnésio.","Somente o cobre e o zinco, pois eles sofrem oxidação mais facilmente que o alumínio.","Somente o lítio e o potássio, pois seus potenciais de redução são menores do que o do alumínio."
QUESTÃO 89,"Desde 2009, é permitida, somente aos fabricantes de automóveis, a instalação de faróis de gás xenônio, conhecido como Xenon. Nessa lâmpada, que produz iluminação mais eficiente, o bulbo é preenchido com gás xenônio e outros gases inertes. Quando essa lâmpada é submetida a uma descarga elétrica, a emissão de luz ocorre, porque os","elétrons acelerados pela descarga elétrica, ao serem freados, emitem luz.","elétrons recebem energia da descarga elétrica e, uma vez livres, emitem luz.","elétrons excitados pela descarga elétrica, ao voltarem ao estado inicial, emitem luz.","átomos de xenônio ganham energia cinética e, logo após, emitem-na sob a forma de luz.","átomos de xenônio excitados pela descarga elétrica, quando reagem com o oxigênio, emitem luz."
QUESTÃO 90,"Descrição da imagem: tirinha com três quadrinhos apresenta o gato Garfield. No primeiro quadrinho, Garfield, com aparência descontente, olha-se num espelho e, com a mão sobre a barriga, pensa: “Puxa como estou fora de forma!”. No segundo, retira-se e, decidido, pensa: “Só há uma coisa a fazer!”. No terceiro, retorna para frente do espelho e, usando um cinto que aperta sua barriga, que transborda para fora do cinto, pensa: “Se não se pode perder as banhas, amarre-as!”. DAVIS, J. Garfield está de dieta . Porto Alegre: L&PM, 2006. A condição física apresentada pelo personagem da tirinha é um fator de risco que pode desencadear doenças como",anemia.,beribéri.,diabetes.,escorbuto.,fenilcetonúria.
