question,body,A,B,C,D,E
QUESTÃO 74,"No manual de uma torneira elétrica são fornecidas instruções básicas de instalação para que o produto funcione corretamente: • Se a torneira for conectada à caixa-d’água domiciliar, a pressão da água na entrada da torneira deve ser no mínimo 18 quilopascal e no máximo 38 quilopascal . • Para pressões da água entre 38 quilopascal e 75 quilopascal ou água proveniente diretamente da rede pública, é necessário utilizar o redutor de pressão que acompanha o produto. • Essa torneira elétrica pode ser instalada em um prédio ou em uma casa. Considere a massa específica da água 1 000 quilogramas por metro cúbico e a aceleração da gravidade 10 metros por segundo ao quadra do. Descrição da imagem: Esquema que apresenta a forma de ligação de uma torneira elétrica a uma caixa-d’água. Nesta, há uma boia que determina o nível máximo de água. A altura h corresponde à distância entre a torneira elétrica e este nível. Na representação, a caixa-d’água está cheia. Para que a torneira funcione corretamente, sem o uso do redutor de pressão, quais deverão ser a mínima e a máxima altura entre a torneira e a caixa-d’água?","1,8 metro e 3,8 metros","1,8 metro e 7,5 metros","3,8 metros e 7,5 metros",18 metros e 38 metros,18 metros e 75 metros
QUESTÃO 75,"De acordo com estatísticas do Ministério da Saúde, cerca de 5 por cento das pessoas com dengue hemorrágica morrem. A dengue hemorrágica tem como base fisiopatológica uma resposta imune anômala, causando aumento da permeabilidade de vasos sanguíneos, queda da pressão arterial e manifestações hemorrágicas, podendo ocorrer manchas vermelhas na pele e sangramento pelo nariz, boca e gengivas. O hemograma do paciente pode apresentar como resultado leucopenia (diminuição do número de glóbulos brancos), linfocitose (aumento do número de linfócitos), aumento do hematócrito e trombocitopenia (contagem de plaquetas abaixo de 100 000 por milímetro cúbico ). Relacionando os sintomas apresentados pelo paciente com dengue hemorrágica e os possíveis achados do hemograma, constata-se que","as manifestações febris ocorrem em função da diminuição dos glóbulos brancos, uma vez que estes controlam a temperatura do corpo.","a queda na pressão arterial é ocasionada pelo aumento do número de linfócitos, que têm como função principal a produção de anticorpos.","o sangramento pelo nariz, pela boca e gengiva é ocasionado pela quantidade reduzida de plaquetas, que são responsáveis pelo transporte de oxigênio.","as manifestações hemorrágicas estão associadas à trombocitopenia, uma vez que as plaquetas estão envolvidas na cascata de coagulação sanguínea.","os sangramentos observados ocorrem em função da linfocitose, uma vez que os linfócitos são responsáveis pela manutenção da integridade dos vasos sanguíneos.  CN - 1º dia | Caderno 11 - BRANCO - Página 26 2015"
QUESTÃO 76,"O poli(ácido lático) ou PLA é um material de interesse tecnológico por ser um polímero biodegradável e bioabsorvível. O ácido lático, um metabólito comum no organismo humano, é a matéria-prima para produção do PLA, de acordo com a equação química simplificada: Descrição da equação química simplificada: O reagente, denominado ácido d/l-lático, possui em sua estrutura um átomo de carbono ligado a um grupo OH, a um grupo COOH, a um grupo CH3 e a um átomo de H. Esse reagente sofre reação química de polimerização, formando uma estrutura principal similar à de ácido d/l-lático, que se repete n vezes (sem o hidrogênio do grupo OH e sem o grupo OH do grupo COOH). Na extremidade esquerda da estrutura principal, há uma estrutura similar à do ácido d/l-lático (sem o grupo OH do grupo COOH). Na extremidade direita da estrutura principal, há uma estrutura similar à do ácido d/l-lático (sem o hidrogênio do grupo OH). A ligação entre as moléculas de ácido d/l-lático no polímero ocorre pelas suas extremidades, formando o grupo COOC, que se repete n vezes, sendo n maior ou igual a 100 e menor ou igual a 10 000. Que tipo de polímero de condensação é formado nessa reação?",Poliéster.,Polivinila.,Poliamida.,Poliuretana.,Policarbonato.
QUESTÃO 77,"O alumínio é um metal bastante versátil, pois, a partir dele, podem-se confeccionar materiais amplamente utilizados pela sociedade. A obtenção do alumínio ocorre a partir da bauxita, que é purificada e dissolvida em criolita fundida (Na3AlF6) e eletrolisada a cerca de 1 000 graus Celsius. Há liberação do gás dióxido de carbono (CO2), formado a partir da reação de um dos produtos da eletrólise com o material presente nos eletrodos. O ânodo é formado por barras de grafita submergidas na mistura fundida. O cátodo é uma caixa de ferro coberta de grafita. A reação global do processo é: Descrição da equação química balanceada do processo: Os reagentes 2 Al2O3 (líquido) + 3 C (sólido) formam os produtos 4 Al (líquido) + 3 CO2 (gasoso). Na etapa de obtenção do alumínio líquido, as reações que ocorrem no cátodo e ânodo são:","Cátodo: Os reagentes Al3+ + 3 elétrons formam o produto Al. Ânodo: O reagente 2 O 2− forma os produtos O2 + 4 elétrons, e os reagentes C + O2 formam o produto CO2.","Cátodo: O reagente 2 O 2− forma os produtos O2 + 4 elétrons, e os reagentes C + O2 formam o produto CO2. Ânodo: Os reagentes Al3+ + 3 elétrons formam o produto Al.","Cátodo: Os reagentes Al3+ + 3 elétrons formam o produto Al, e o reagente 2 O 2− forma os produtos O2 + 4 elétrons. Ânodo: Os reagentes C + O2 formam o produto CO2.","Cátodo: Os reagentes Al3+ + 3 elétrons formam o produto Al, e os reagentes C + O2 formam o produto CO2. Ânodo: O reagente 2 O 2− forma os produtos O2 + 4 elétrons.","Cátodo: O reagente 2 O 2− forma os produtos O2 + 4 elétrons. Ânodo: Os reagentes Al3+ + 3 elétrons formam o produto Al, e os reagentes C + O2 formam o produto CO2. CN - 1º dia | Caderno 11 - BRANCO - Página 27 2015"
QUESTÃO 78,"A rede elétrica de uma residência tem tensão de 110 volts e o morador compra, por engano, uma lâmpada incandescente com potência nominal de 100 watts e tensão nominal de 220 volts. Se essa lâmpada for ligada na rede de 110 volts, o que acontecerá?","A lâmpada brilhará normalmente, mas como a tensão é a metade da prevista, a corrente elétrica será o dobro da normal, pois a potência elétrica é o produto de tensão pela corrente.","A lâmpada não acenderá, pois ela é feita para trabalhar apenas com tensão de 220 volts, e não funciona com tensão abaixo desta.","A lâmpada irá acender dissipando uma potência de 50 watts, pois como a tensão é metade da esperada, a potência também será reduzida à metade.","A lâmpada irá brilhar fracamente, pois com a metade da tensão nominal, a corrente elétrica também será menor e a potência dissipada será menos da metade da nominal.","A lâmpada queimará, pois como a tensão é menor do que a esperada, a corrente será maior, ultrapassando a corrente para a qual o filamento foi projetado."
QUESTÃO 79,"A obtenção de sistemas coloidais estáveis depende das interações entre as partículas dispersas e o meio onde se encontram. Em um sistema coloidal aquoso, cujas partículas são hidrofílicas, a adição de um solvente orgânico miscível em água, como etanol, desestabiliza o coloide, podendo ocorrer a agregação das partículas preliminarmente dispersas. A desestabilização provocada pelo etanol ocorre porque",a polaridade da água no sistema coloidal é reduzida.,as cargas superficiais das partículas coloidais são diminuídas.,as camadas de solvatação de água nas partículas são diminuídas.,o processo de miscibilidade da água e do solvente libera calor para o meio.,a intensidade dos movimentos brownianos das partículas coloidais é reduzida.
QUESTÃO 80,"Dentre outras características, uma determinada vegetação apresenta folhas durante três a quatro meses ao ano, com limbo reduzido, mecanismo rápido de abertura e fechamento dos estômatos e caule suculento. Essas são algumas características adaptativas das plantas ao bioma onde se encontram. Que fator ambiental é o responsável pela ocorrência dessas características adaptativas?",Escassez de nutrientes no solo.,Estratificação da vegetação.,Elevada insolação.,Baixo pH do solo.,Escassez de água.
QUESTÃO 81,"Após a água no interior de uma panela de pressão entrar em ebulição, o vapor-d’água formado em seu interior passa a ser expelido pela válvula localizada na tampa da panela. Esse processo sofrido pelo vapor constitui-se uma transformação adiabática. No momento em que sai da válvula, esse vapor apresentará um(a)",acréscimo da pressão.,diminuição de temperatura.,acréscimo de energia interna.,diminuição da taxa de calor recebido.,acréscimo no trabalho exercido sobre ele. CN - 1º dia | Caderno 11 - BRANCO - Página 28 2015
QUESTÃO 82,"Sais de amônio são sólidos iônicos com alto ponto de fusão, muito mais solúveis em água que as aminas originais e ligeiramente solúveis em solventes orgânicos apolares, sendo compostos convenientes para serem usados em xaropes e medicamentos injetáveis. Um exemplo é a efedrina, que funde a 79 graus Celsius , tem um odor desagradável e oxida na presença do ar atmosférico formando produtos indesejáveis. O cloridrato de efedrina funde a 217 graus Celsius , não se oxida e é inodoro, sendo o ideal para compor os medicamentos. Descrição da equação química: A efedrina é uma estrutura que apresenta um anel benzênico ligado a um grupo CH, que, por sua vez, está ligado a um grupo OH e a outro grupo CH, todos por ligações simples. Esse último grupo CH liga-se, por meio de ligação simples, a um grupo CH 3 e a um grupo NHCH3. A reação da efedrina com HCl forma o cloridrato de efedrina, cuja estrutura é similar à da efedrina, porém, apresenta o grupo +NH2CH3Cl − (com carga positiva no N e carga negativa no Cl). De acordo com o texto, que propriedade química das aminas possibilita a formação de sais de amônio estáveis, facilitando a manipulação de princípios ativos?",Acidez.,Basicidade.,Solubilidade.,Volatilidade.,Aromaticidade.
QUESTÃO 83,"Além de ser uma prática ilegal, a adulteração de combustíveis é prejudicial ao meio ambiente, ao governo e, especialmente, ao consumidor final. Em geral, essa adulteração é feita utilizando compostos com propriedades físicas semelhantes às do combustível, mas de menor valor agregado. Considerando um combustível com 20 por cento de adulterante, a mistura em que a adulteração seria identificada visualmente é",etanol e água.,etanol e acetona.,gasolina e água.,gasolina e benzeno.,gasolina e querosene.
QUESTÃO 84,"Sabe-se que nas proximidades dos polos do planeta Terra é comum a formação dos icebergs , que são grandes blocos de gelo, flutuando nas águas oceânicas. Estudos mostram que a parte de gelo que fica emersa durante a flutuação corresponde a aproximadamente 10 por cento do seu volume total. Um estudante resolveu simular essa situação introduzindo um bloquinho de gelo no interior de um recipiente contendo água, observando a variação de seu nível desde o instante de introdução até o completo derretimento do bloquinho. Com base nessa simulação, verifica-se que o nível da água no recipiente","subirá com a introdução do bloquinho de gelo e, após o derretimento total do gelo, esse nível subirá ainda mais.","subirá com a introdução do bloquinho de gelo e, após o derretimento total do gelo, esse nível descerá, voltando ao seu valor inicial.","subirá com a introdução do bloquinho de gelo e, após o derretimento total do gelo, esse nível permanecerá sem alteração.","não sofrerá alteração com a introdução do bloquinho de gelo, porém, após seu derretimento, o nível subirá devido a um aumento em torno de 10 por cento no volume de água.","subirá em torno de 90 por cento do seu valor inicial com a introdução do bloquinho de gelo e, após seu derretimento, o nível descerá apenas 10 por cento do valor inicial.  CN - 1º dia | Caderno 11 - BRANCO - Página 29 2015"
QUESTÃO 85,"Um eletricista projeta um circuito com três lâmpadas incandescentes idênticas, conectadas conforme a figura. Deseja-se que uma delas fique sempre acesa, por isso é ligada diretamente aos polos da bateria, entre os quais se mantém uma tensão constante. As outras duas lâmpadas são conectadas em um fio separado, que contém uma chave. Com a chave aberta (desligada), a bateria fornece uma potência X. Descrição da imagem: Esquema que representa a ligação entre três lâmpadas e uma bateria. No primeiro ramo do circuito, temos uma lâmpada ligada diretamente à bateria (lâmpada 1). No segundo ramo, temos duas lâmpadas (lâmpadas 2 e 3) ligadas em série entre si e em paralelo com a lâmpada 1. No segundo ramo, existe uma chave de ligação que permite ligar ou desligar as lâmpadas 2 e 3. Assumindo que as lâmpadas obedeçam à Lei de Ohm, com a chave fechada, a potência fornecida pela bateria, em função de X, é:",Dois terços de X.,X.,Três meios de X.,2X.,3X.
QUESTÃO 86,"O urânio é um elemento cujos átomos contêm 92 prótons, 92 elétrons e entre 135 e 148 nêutrons. O isótopo de urânio-235 é utilizado como combustível em usinas nucleares, onde, ao ser bombardeado por nêutrons, sofre fissão de seu núcleo e libera uma grande quantidade de energia (2,35 vezes abre parêntese 10 elevado a 10 fecha parêntese quilojoules por mol). O isótopo urânio-235 ocorre naturalmente em minérios de urânio, com concentração de apenas 0,7 por cento. Para ser utilizado na geração de energia nuclear, o minério é submetido a um processo de enriquecimento, visando aumentar a concentração do isótopo urânio-235 para, aproximadamente, 3 por cento nas pastilhas. Em décadas anteriores, houve um movimento mundial para aumentar a geração de energia nuclear buscando substituir, parcialmente, a geração de energia elétrica a partir da queima do carvão, o que diminui a emissão atmosférica de CO 2 (gás com massa molar igual a 44 gramas por mol). A queima do carvão é representada pela equação química: Descrição da equação química: Os reagentes C (sólido) + O2 (gasoso) formam o produto CO2 (gasoso), com variação de entalpia, delta H, igual a −400 quilojoules por mol. Qual é a massa de CO2, em toneladas, que deixa de ser liberada na atmosfera, para cada 100 gramas de pastilhas de urânio enriquecido utilizadas em substituição ao carvão como fonte de energia?","2,10","7,70","9,00","33,0",300  CN - 1º dia | Caderno 11 - BRANCO - Página 30 2015
QUESTÃO 87,"O cobre presente nos fios elétricos e instrumentos musicais é obtido a partir da ustulação do minério calcosita (Cu2S). Durante esse processo, ocorre o aquecimento desse sulfeto na presença de oxigênio, de forma que o cobre fique “livre” e o enxofre se combine com o O 2 produzindo SO2, conforme a equação química: Descrição da equação química: Os reagentes Cu2S (sólido) + O2 (gasoso), sob aquecimento, formam os produtos 2 Cu (líquido) + SO2 (gasoso). As massas molares dos elementos Cu e S são, respectivamente, iguais a 63,5 gramas por mol e 32 gramas por mol . Considerando que se queira obter 16 mols do metal em uma reação cujo rendimento é de 80 por cento, a massa, em gramas, do minério necessária para obtenção do cobre é igual a",955.,1 018.,1 590.,2 035.,3 180.
QUESTÃO 88,"Em uma flauta, as notas musicais possuem frequências e comprimentos de onda (lambda) muito bem definidos. As figuras mostram esquematicamente um tubo de comprimento L , que representa de forma simplificada uma flauta, em que estão representados: em","o primeiro harmônico de uma nota musical (comprimento de onda lambda-A), em",seu segundo harmônico (comprimento de onda l ambda-B) e em,"o seu terceiro harmônico (comprimento de onda lambda-C), onde lambda-A é maior que lambda-B e lambda-B é maior que lambda-C. Descrição da imagem: Esquema que apresenta três tubos abertos em ambas as extremidades. Os tubos A, B e C apresentam o mesmo comprimento L. No tubo A, a onda estacionária criada apresenta apenas um nó. No tubo B, a onda estacionária criada apresenta dois nós. No tubo C, a onda estacionária criada apresenta três nós. Em função do comprimento do tubo, qual o comprimento de onda da oscilação que forma o próximo harmônico? A L sobre quatro B L sobre cinco C L sobre dois",L sobre 8,6L sobre 8  CN - 1º dia | Caderno 11 - BRANCO - Página 31 2015
QUESTÃO 89,"Durante a aula, um professor apresentou uma pesquisa nacional que mostrava que o consumo de sódio pelos adolescentes brasileiros é superior ao determinado pela Organização Mundial da Saúde. O professor, então, destacou que esse hábito deve ser evitado. A doença associada a esse hábito é a",obesidade.,osteoporose.,diabetes tipo II.,hipertensão arterial.,hipercolesterolemia.
QUESTÃO 90,"O cladograma representa, de forma simplificada, o processo evolutivo de diferentes grupos de vertebrados. Nesses organismos, o desenvolvimento de ovos protegidos por casca rígida (pergaminácea ou calcárea) possibilitou a conquista do ambiente terrestre. Descrição da imagem: Cladograma composto por uma reta principal ascendente, que se inicia em 1. Entre 1 e 2, há uma reta perpendicular e, em sua extremidade, estão representados os peixes ósseos. Entre 2 e 3, há uma reta perpendicular e, em sua extremidade, estão representados os anfíbios. Após o número 3, há uma reta perpendicular e, em sua extremidade, estão representados os répteis. Desta reta, parte outra reta perpendicular que representa as aves, onde há o número 4. Por fim, na reta principal temos o número 5 e, em sua extremidade, estão representados os mamíferos. O surgimento da característica mencionada está representado, no cladograma, pelo número",1.,2.,3.,4.,5.  CN - 1º dia | Caderno 11 - BRANCO - Página 32 2015
