question,body,A,B,C,D,E
QUESTÃO 74,"A invenção e o acoplamento entre engrenagens revolucionaram a ciência na época e propiciaram a invenção de várias tecnologias, como os relógios. Ao construir um pequeno cronômetro, um relojoeiro usa o sistema de engrenagens descrito. Descrição da figura: É apresentado um motor que gira com frequência de 18 rotações por minuto, conectado a um eixo que possui uma engrenagem A com 24 dentes. A engrenagem A está acoplada perifericamente por contato a uma engrenagem B de 72 dentes. Presa ao mesmo eixo da engrenagem B encontra-se a engrenagem C, de 36 dentes, que está acoplada perifericamente por contato a uma engrenagem D, de 108 dentes, no eixo em que está preso o ponteiro indicador que gira com a mesma frequência deste último eixo. A frequência de giro do ponteiro, em rotações por minuto, é",1.,2.,4.,81.,162.
QUESTÃO 75,"Ciliados nas cavidades do estômago de bovinos A participação de microrganismos na digestão de alimentos de ruminantes permite maior aproveitamento de nutrientes. Como os ruminantes não produzem enzimas que digerem a celulose, sua digestão é realizada por protozoários ciliados presentes em seu trato digestório. A maior vantagem para os ruminantes é assimilar pelo menos parte da energia contida em dietas ricas em celulose e hemicelulose. Por sua vez, os ruminantes atuam como fonte indireta de alimentos e como “residência” para os protozoários. A relação ecológica apresentada é um exemplo de",canibalismo.,inquilinismo.,mutualismo.,parasitismo.,predatismo.
QUESTÃO 76,"Ao percorrer o trajeto de uma cadeia alimentar, o carbono, elemento essencial e majoritário da matéria orgânica que compõe os indivíduos, ora se encontra em sua forma inorgânica, ora se encontra em sua forma orgânica. Em uma cadeia alimentar composta por ﬁtoplâncton, zooplâncton, moluscos, crustáceos e peixes ocorre a transição desse elemento da forma inorgânica para a orgânica. Em qual grupo de organismos ocorre essa transição?",Fitoplâncton.,Zooplâncton.,Moluscos.,Crustáceos.,Peixes. CN - 1º dia | Caderno 3 - BRANCO - Página 26
QUESTÃO 77,"A indústria têxtil utiliza vários testes físicos para o controle de qualidade da ﬁbra e do ﬁo de algodão. Dentre esses testes, o de elasticidade caracteriza a capacidade da ﬁbra em recuperar totalmente o seu comprimento inicial, após a retirada da força de deformação atuante. Nesse teste, o parâmetro físico da ﬁbra e do ﬁo de algodão associado à razão entre a força aplicada e a deformação decorrente é a",força elástica.,energia elástica.,distensão elástica.,constante elástica.,deformação elástica.
QUESTÃO 78,"As proteínas de uma célula eucariótica possuem peptídeos sinais, que são sequências de aminoácidos responsáveis pelo seu endereçamento para as diferentes organelas, de acordo com suas funções. Um pesquisador desenvolveu uma nanopartícula capaz de carregar proteínas para dentro de tipos celulares especíﬁcos. Agora ele quer saber se uma nanopartícula carregada com uma proteína bloqueadora do ciclo de Krebs in vitro é capaz de exercer sua atividade em uma célula cancerosa, podendo cortar o aporte energético e destruir essas células. Ao escolher essa proteína bloqueadora para carregar as nanopartículas, o pesquisador deve levar em conta um peptídeo sinal de endereçamento para qual organela?",Núcleo.,Mitocôndria.,Peroxissomo.,Complexo golgiense.,Retículo endoplasmático.
QUESTÃO 79,"O morcego emite pulsos de curta duração de ondas ultrassônicas, os quais voltam na forma de ecos após atingirem objetos no ambiente, trazendo informações a respeito das suas dimensões, suas localizações e dos seus possíveis movimentos. Isso se dá em razão da sensibilidade do morcego em detectar o tempo gasto para os ecos voltarem, bem como das pequenas variações nas frequências e nas intensidades dos pulsos ultrassônicos. Essas características lhe permitem caçar pequenas presas mesmo quando estão em movimento em relação a si. Considere uma situação unidimensional em que uma mariposa se afasta, em movimento retilíneo e uniforme, de um morcego em repouso. A distância e velocidade da mariposa, na situação descrita, seriam detectadas pelo sistema de um morcego por quais alterações nas características dos pulsos ultrassônicos?","Intensidade diminuída, o tempo de retorno aumentado e a frequência percebida diminuída.","Intensidade aumentada, o tempo de retorno diminuído e a frequência percebida diminuída.","Intensidade diminuída, o tempo de retorno diminuído e a frequência percebida aumentada.","Intensidade diminuída, o tempo de retorno aumentado e a frequência percebida aumentada.","Intensidade aumentada, o tempo de retorno aumentado e a frequência percebida aumentada. CN - 1º dia | Caderno 3 - BRANCO - Página 27"
QUESTÃO 80,"A minimização do tempo e custo de uma reação química, bem como o aumento na sua taxa de conversão, caracterizam a eﬁciência de um processo químico. Como consequência, produtos podem chegar ao consumidor mais baratos. Um dos parâmetros que mede a e ﬁciência de uma reação química é o seu rendimento molar (em porcentagem ), deﬁnido como: Descrição da fórmula matemática: Rendimento molar é igual à razão do número de mols do produto pelo número de mols do reagente limitante; essa razão é multiplicada por 100. O metanol pode ser obtido pela reação entre brometo de metila e hidróxido de sódio, conforme a equação química: Descrição da equação química: Os reagentes CH3Br + NaOH formam os produtos CH3OH + NaBr. As massas molares (em grama por mol) desses elementos são: H = 1; C = 12; O = 16; Na = 23; Br = 80. O rendimento molar da reação, em que 32 gramas de metanol foram obtidos a partir de 142,5 gramas de brometo de metila e 80 gramas de hidróxido de sódio, é mais próximo de",22 por cento.,40 por cento.,50 por cento.,67 por cento.,75 por cento.
QUESTÃO 81,"O esquema representa, de maneira simpliﬁcada, o processo de produção de etanol utilizando milho como matéria-prima. Descrição do esquema: O esquema de produção de etanol utiliza o milho como matéria-prima. O milho é colocado em um tanque onde sofre hidrólise. Posteriormente, no mesmo tanque, é feita a adição de leveduras e ocorre a fermentação, que gera os produtos CO 2, etanol e água. A etapa de hidrólise na produção de etanol a partir do milho é fundamental para que",a glicose seja convertida em sacarose.,as enzimas dessa planta sejam ativadas.,a maceração favoreça a solubilização em água.,o amido seja transformado em substratos utilizáveis pela levedura.,os grãos com diferentes composições químicas sejam padronizados. CN - 1º dia | Caderno 3 - BRANCO - Página 28
QUESTÃO 82,"Durante a primeira fase do projeto de uma usina de geração de energia elétrica, os engenheiros da equipe de avaliação de impactos ambientais procuram saber se esse projeto está de acordo com as normas ambientais. A nova planta estará localizada à beira de um rio, cuja temperatura média da água é de 25 graus Celsius , e usará a sua água somente para refrigeração. O projeto pretende que a usina opere com 1 megawatt de potência elétrica e, em razão de restrições técnicas, o dobro dessa potência será dissipada por seu sistema de arrefecimento, na forma de calor. Para atender a resolução número 430, de 13 de maio de 2011, do Conselho Nacional do Meio Ambiente, com uma ampla margem de segurança, os engenheiros determinaram que a água só poderá ser devolvida ao rio com um aumento de temperatura de, no máximo, 3 graus Celsius em relação à temperatura da água do rio captada pelo sistema de arrefecimento. Considere o calor especíﬁco da água igual a 4 quilo-joules por, abre parêntese, quilograma vezes graus Celsius, fecha parêntese . Para atender essa determinação, o valor mínimo do fluxo de água, em quilograma por segundo , para a refrigeração da usina deve ser mais próximo de",42.,84.,167.,250.,500.
QUESTÃO 83,"A Associação Brasileira de Medicina de Tráfego aponta que 59 por cento dos jovens enviam mensagens de celular enquanto dirigem, fato preocupante, uma vez que, ao digitar uma mensagem durante a condução de um automóvel, aumenta-se em 23 vezes a chance de ocorrer um acidente. Estudos mostram que, para enviar apenas uma mensagem de texto, o condutor deixa de prestar atenção no trânsito durante 5 segundos. Considerando os dados apresentados, se uma pessoa conduz um veículo a uma velocidade constante de 36 quilômetros por hora, quantos metros o veículo percorre durante o envio de uma mensagem?",648,180,50,2,"0,5"
QUESTÃO 84,"Refletindo sobre o caso Celobar® Em meados de 2003, mais de 20 pessoas morreram no Brasil após terem ingerido uma suspensão de sulfato de bário utilizada como contraste em exames radiológicos. O sulfato de bário é um sólido pouquíssimo solúvel em água, que não se dissolve mesmo na presença de ácidos. As mortes ocorreram porque um laboratório farmacêutico forneceu o produto contaminado com carbonato de bário, que é solúvel em meio ácido. Um simples teste para veriﬁcar a existência de íons bário solúveis poderia ter evitado a tragédia. Esse teste consiste em tratar a amostra com solução aquosa de HCl e, após ﬁltrar para separar os compostos insolúveis de bário, adiciona-se solução aquosa de H 2SO4 sobre o ﬁltrado e observa-se por 30 minutos. A presença de íons bário solúveis na amostra é indicada pela",liberação de calor.,alteração da cor para rosa.,precipitação de um sólido branco.,formação de gás hidrogênio.,volatilização de gás cloro. CN - 1º dia | Caderno 3 - BRANCO - Página 29
QUESTÃO 85,"O Gaba é um neurotransmissor que atua como inibidor do sistema nervoso central dos mamíferos. Sua estrutura química está representada. Descrição da estrutura química: A estrutura química do Gaba contém cadeia carbônica linear com quatro átomos de carbono ligados por ligação simples. Em uma das extremidades, o átomo de carbono faz ligação dupla com o oxigênio e uma ligação simples com o grupo OH. Na outra extremidade, o átomo de carbono faz ligação simples com o grupo NH 2. Pelas regras de nomenclatura da Iupac, o nome desse neurotransmissor é",ácido 3-nitrobutírico.,ácido 4-nitrobutírico.,3-carboxipropilamina.,ácido 3-aminobutanoico.,ácido 4-aminobutanoico.
QUESTÃO 86,"O peixe popularmente conhecido como neon cardinal ( Paracheirodon axelrodi ) vive confortavelmente em cativeiro na faixa de temperaturas entre 23 graus Celsius e 27 graus Celsius. Em temperaturas fora dessa faixa, a saúde dessa espécie de peixe é prejudicada e pode ser fatal. Um criador construiu um termômetro caseiro cujo indicador varia seu comprimento linearmente entre 10 graus Celsius e 90 graus Celsius, e fez a sua calibração utilizando um termômetro comercial, realizando duas medidas comparativas: Descrição do quadro: O quadro apresenta a correspondência entre as medidas de temperatura para um termômetro comercial e medidas de comprimento para um termômetro caseiro. • No termômetro comercial, o valor de 10 graus Celsius corresponde a um comprimento de 20 milímetros no termômetro caseiro. • No termômetro comercial, o valor de 70 graus Celsius corresponde a um comprimento de 80 milímetros no termômetro caseiro. Quando o termômetro caseiro marca 34 milímetros, os neons cardinais estão em uma temperatura",acima da sua faixa de conforto.,abaixo da sua faixa de conforto.,bem no meio da sua faixa de conforto.,na metade inferior dentro da sua faixa de conforto.,na metade superior dentro da sua faixa de conforto. CN - 1º dia | Caderno 3 - BRANCO - Página 30
QUESTÃO 87,"O benzeno, um importante solvente para a indústria química, é obtido industrialmente pela destilação do petróleo. Contudo, também pode ser sintetizado pela trimerização do acetileno catalisada por ferro metálico sob altas temperaturas, conforme a equação química: Descrição da equação química: O reagente 3 C2H2 (gasoso) forma o produto C6H6 (líquido). A energia envolvida nesse processo pode ser calculada indiretamente pela variação de entalpia das reações de combustão das substâncias participantes, nas mesmas condições experimentais: Descrição das equações químicas: • Equação química I: O reagente C2H2 (gasoso) + 5 meios de O2 (gasoso) formam os produtos 2 CO2 (gasoso) + H2O (líquido); variação de entalpia padrão de combustão: −310 quilocalorias por mol. • Equação química II:O reagente C 6H6 (líquido) + 15 meios de O2 (gasoso) formam os produtos 6 CO2 (gasoso) + 3 H2O (líquido); variação de entalpia padrão de combustão: −780 quilocalorias por mol. A variação de entalpia do processo de trimerização, em quilocaloria, para a formação de um mol de benzeno é mais próxima de",− 1 090.,− 150.,− 50.,+ 157.,+ 470.
QUESTÃO 88,"Como funciona o gás de pimenta Em sua formulação, o spray de pimenta contém porcentagens variadas de oleorresina de Capsicum , cujo princípio ativo é a capsaicina, e um solvente (um álcool como etanol ou isopropanol). Em contato com os olhos, pele ou vias respiratórias, a capsaicina causa um efeito inflamatório que gera uma sensação de dor e ardor, levando à cegueira temporária. O processo é desencadeado pela liberação de neuropeptídios das terminações nervosas. Quando uma pessoa é atingida com o spray de pimenta nos olhos ou na pele, a lavagem da região atingida com água é ineﬁcaz porque a","reação entre etanol e água libera calor, intensiﬁcando o ardor.","solubilidade do princípio ativo em água é muito baixa, diﬁcultando a sua remoção.","permeabilidade da água na pele é muito alta, não permitindo a remoção do princípio ativo.",solubilização do óleo em água causa um maior espalhamento além das áreas atingidas.,"ardência faz evaporar rapidamente a água, não permitindo que haja contato entre o óleo e o solvente. CN - 1º dia | Caderno 3 - BRANCO - Página 31"
QUESTÃO 89,"A usina de Itaipu é uma das maiores hidrelétricas do mundo em geração de energia. Com 20 unidades geradoras e 14 000 megawatts de potência total instalada, apresenta uma queda de 118,4 metros e vazão nominal de 690 metros cúbicos por segundo por unidade geradora. O cálculo da potência teórica leva em conta a altura da massa de água represada pela barragem, a gravidade local (10 metros por segundo ao quadrado) e a densidade da água (1 000 quilogramas por metro cúbico ). A diferença entre a potência teórica e a instalada é a potência não aproveitada. Qual é a potência, em megawatt, não aproveitada em cada unidade geradora de Itaipu?",0,"1,18","116,96","816,96","13 183,04"
QUESTÃO 90,"A coleta das fezes dos animais domésticos em sacolas plásticas e o seu descarte em lixeiras convencionais podem criar condições de degradação que geram produtos prejudiciais ao meio ambiente. A ﬁgura ilustra o Projeto Park Spark, desenvolvido em Cambridge, MA (EUA), em que as fezes dos animais domésticos são recolhidas em sacolas biodegradáveis e jogadas em um biodigestor instalado em parques públicos; e os produtos são utilizados em equipamentos no próprio parque. Descrição da figura: É apresentada uma pessoa em um parque com seu cachorro. Ela recolhe as fezes do animal com uma sacola biodegradável e deposita essa sacola com as fezes em um biodigestor enterrado no solo. O biodigestor está conectado, por meio de uma tubulação, a um poste de iluminação do parque. A luz emitida por esse poste provém de uma chama. Uma inovação desse projeto é possibilitar o(a)",queima de gás metano.,armazenamento de gás carbônico.,decomposição aeróbica das fezes.,uso mais eﬁciente de combustíveis fósseis.,ﬁxação de carbono em moléculas orgânicas. CN - 1º dia | Caderno 3 - BRANCO - Página 32
