question,body,A,B,C,D,E
QUESTÃO 45,"Notas Machado de Assis Soluços, lágrimas, casa armada, veludo preto nos portais, um homem que veio vestir o cadáver, outro que tomou a medida do caixão, caixão, essa, tocheiros, convites, convidados que entravam, lentamente, a passo surdo, e apertavam a mão à família, alguns tristes, todos sérios e calados, padre e sacristão, rezas, aspersões d’água benta, o fechar do caixão, a prego e martelo, seis pessoas que o tomam da essa, e o levantam, e o descem a custo pela escada, não obstante os gritos, soluços e novas lágrimas da família, e vão até o coche fúnebre, e o colocam em cima e traspassam e apertam as correias, o rodar do coche, o rodar dos carros, um a um... Isto que parece um simples inventário eram notas que eu havia tomado para um capítulo triste e vulgar que não escrevo. O recurso linguístico que permite a Machado de Assis considerar um capítulo de Memórias póstumas de Brás Cubas como inventário é a ",A enumeração de objetos e fatos. ,B predominância de linguagem objetiva. ,C ocorrência de período longo no trecho. ,D combinação de verbos no presente e no pretérito. ,E presença de léxico do campo semântico de funerais. 
redação,"1. O rascunho da redação deve ser feito no espaço apropriado. 2. O texto definitivo deve ser escrito à tinta preta, na folha própria, em até 30 linhas. 3. A redação que apresentar cópia dos textos da Proposta de Redação ou do Caderno de Questões terá o número de linhas copiadas desconsiderado para a contagem de linhas. 4. Receberá nota zero, em qualquer das situações expressas a seguir, a redação que:  4.1. tiver até 7 (sete) linhas escritas, sendo considerada “texto insuficiente”;  4.2. fugir ao tema ou não atender ao tipo dissertativo-argumentativo;  4.3. apresentar parte do texto deliberadamente desconectada do tema proposto;  4.4. apresentar nome, assinatura, rubrica ou outras formas de identificação no espaço destinado ao texto. TEXTO 1 Você sabe quais são as comunidades e os povos tradicionais brasileiros? Talvez indígenas e quilombolas sejam os primeiros que passam pela cabeça, mas, na verdade, além deles, existem 26 reconhecidos oficialmente e muitos outros que ainda não foram incluídos na legislação. São pescadores artesanais, quebradeiras de coco babaçu, apanhadores de flores sempre-vivas, caatingueiros, extrativistas, para citar alguns, todos considerados culturalmente diferenciados, capazes de se reconhecerem entre si. Para uma pesquisadora da UnB, essas populações consideram a terra como uma mãe, e há uma relação de reciprocidade com a natureza. Nessa troca, a natureza fornece “alimento, um lugar saudável para habitar, para ter água. E elas se responsabilizam por cuidar dela, por tirar dela apenas o suficiente para viver bem e respeitam o tempo de regeneração da própria natureza”, diz. TEXTO 2 Descrição da imagem: Infográfico intitulado Povos tradicionais do Brasil: Estados com a maior concentração de famílias. Indígena: Amazonas, 43 264; Mato Grosso do Sul, 21 507; Roraima, 15 316. Quilombola: Bahia, 43 009; Maranhão, 39 316; Pará, 15 282. Cigano: Bahia, 1 538; Goiás, 643; Minas Gerais, 556. Extrativista: Pará, 11 826; Amazonas, 9 772; Maranhão, 7 190. Pescador: Pará, 40 123; Maranhão, 33 085; Bahia, 30 920. Povos de terreiro: Bahia, 1 883; Piauí, 856; Ceará, 603. Ribeirinho: Pará, 50 314; Amazonas, 16 507; Bahia, 9 670. Fonte: Ministério Público Federal. Infográfico elaborado em: 25/10/2019.   A partir da leitura dos textos motivadores e com base nos conhecimentos construídos ao longo de sua formação, redija um texto dissertativo-argumentativo em modalidade escrita formal da língua portuguesa sobre o tema “Desafios para a valorização de comunidades e povos tradicionais no Brasil”, apresentando proposta de intervenção que respeite os direitos humanos. Selecione, organize e relacione, de forma coerente e coesa, argumentos e fatos para a defesa de seu ponto de vista. TEXTO 3 Povos e comunidades tradicionais O Ministério do Desenvolvimento Social (MDS) preside, desde 2007, a Comissão Nacional de Desenvolvimento Sustentável dos Povos e Comunidades Tradicionais (CNPCT), criada em 2006. Fruto dos trabalhos da CNPCT, foi instituída, por meio do Decreto nº 6.040, de 7 de fevereiro de 2017, a Política Nacional de Desenvolvimento Sustentável dos Povos e Comunidades Tradicionais (PNPCT). A PNPCT foi criada em um contexto de busca de reconhecimento e preservação de outras formas de organização social por parte do Estado. TEXTO 4 Carta da Amazônia 2021 Aos participantes da vigésima sexta Conferência das Nações Unidas sobre Mudanças Climáticas (COP26) Não podia ser mais estratégico para nós, Povos Indígenas, Populações e Comunidades Tradicionais brasileiras, reafirmarmos a defesa da sociobiodiversidade amazônica neste momento em que o mundo volta a debater a crise climática na COP26. Uma crise que atinge, em todos os contextos, os viventes da Terra! Nossos territórios protegidos e direitos respeitados são as reivindicações dos movimentos sociais e ambientais brasileiros. Não compactuamos com qualquer tentativa e estratégia baseada somente na lógica do mercado, com empresas que apoiam legislações ambientais que ameaçam nossos direitos e com mecanismos de financiamento que não condizem com a realidade dos nossos territórios. Propomos o que temos de melhor: a experiência das nossas sociedades e culturas históricas, construídas com base em nossos saberes tradicionais e ancestrais, além de nosso profundo conhecimento da natureza. Inovação, para nós, não pode resultar em processos que venham a ameaçar nossos territórios, nossas formas tradicionais e harmônicas de viver e produzir. Amazônia, Brasil, 20 de outubro de 2021. Entidades signatárias: CNS; Coiab; Conaq; MIQCB; Coica; ANA Amazônia e Confrem PROPOSTA DE REDAÇÃO A partir da leitura dos textos motivadores e com base nos conhecimentos construídos ao longo de sua formação, redija um texto dissertativo-argumentativo em modalidade escrita formal da língua portuguesa sobre o tema “Desafios para a valorização de comunidades e povos tradicionais no Brasil”, apresentando proposta de intervenção que respeite os direitos humanos. Selecione, organize e relacione, de forma coerente e coesa, argumentos e fatos para a defesa de seu ponto de vista. ",,,,,
QUESTÃO 46,"Empédocles estabelece quatro elementos corporais — fogo, ar, água e terra —, que são eternos e que mudam aumentando e diminuindo mediante mistura e separação; mas os princípios propriamente ditos, pelos quais aqueles são movidos, são o Amor e o Ódio. Pois é preciso que os elementos permaneçam alternadamente em movimento, sendo ora misturados pelo Amor, ora separados pelo Ódio. O texto propõe uma reflexão sobre o entendimento de Empédocles acerca da arché, uma preocupação típica do pensamento pré-socrático, porque ",A exalta a investigação filosófica. ,B transcende ao mundo sensível. ,C evoca a discussão cosmogônica. ,D fundamenta as paixões humanas. ,E corresponde à explicação mitológica. 
QUESTÃO 47,"Macrocefalia urbana pode ser entendida como a massiva concentração das atividades econômicas em algumas metrópoles que propicia o desencadeamento de processos descompassados: redirecionamento e convergência de fluxos migratórios, déficit no número de empregos, ocupação desordenada de determinadas regiões da cidade e estigmatização de estratos sociais, que comprometem substancialmente a segurança pública urbana. O processo de concentração espacial apresentado foi estimulado por qual fator geográfico? ",A Limitação da área ocupada. ,B Êxodo da população do campo. ,C Ampliação do risco habitacional. ,D Deficiência do transporte alternativo. ,E Crescimento da taxa de fecundidade. 
QUESTÃO 48,"Entretanto, nosso amigo Basso tem o ânimo alegre. Isso resulta da filosofia: estar alegre diante da morte, forte e contente qualquer que seja o estado do corpo, sem desfalecer, ainda que desfaleça. O excerto refere-se a uma carta de Sêneca na qual se apresenta como um bem fundamental da filosofia promover a ",A valorização de disputas dialógicas. ,B rejeição das convenções sociais. ,C inspiração de natureza religiosa. ,D exaltação do sofrimento. ,E moderação das paixões. 
QUESTÃO 49,"Quando os espanhóis chegaram à América, estava em seu apogeu o império teocrático dos Incas, que estendia seu poder sobre o que hoje chamamos Peru, Bolívia e Equador, abarcava parte da Colômbia e do Chile e alcançava até o norte argentino e a selva brasileira; a confederação dos Astecas tinha conquistado um alto nível de eficiência no vale do México, e no Yucatán, na América Central, a esplêndida civilização dos Maias persistia nos povos herdeiros, organizados para o trabalho e para a guerra. Os Maias tinham sido grandes astrônomos, mediram o tempo e o espaço com assombrosa precisão, e tinham descoberto o valor do número zero antes de qualquer povo da história. No museu de Lima, podem ser vistos centenas de crânios que receberam placas de ouro e prata por parte dos cirurgiões Incas. As sociedades mencionadas deixaram como legado uma diversidade de ",A bens religiosos inspirados na matriz cristã. ,B materiais bélicos pilhados em batalhas coloniais. ,C heranças culturais constituídas em saberes próprios. ,D costumes laborais moldados em estilos estrangeiros. ,E práticas medicinais alicerçadas no conhecimento científico. 
QUESTÃO 50,"Em Vitória (ES), no bairro Goiabeiras, encontramos as paneleiras, mulheres que são conhecidas pelos saberes/fazeres das tradicionais panelas de barro, ícones da culinária capixaba. A tradição passada de mãe para filha é de origem indígena e sofreu influência de outras etnias, como a afro e a luso. Dessa mistura, acredita-se que a fabricação das panelas de barro já tenha 400 anos. A fabricação das panelas de barro se dá em várias etapas, desde a obtenção de matéria-prima à confecção das panelas. As matérias-primas tradicionalmente utilizadas são provenientes do meio natural, como: argila, retirada do barreiro no Vale do Mulembá; madeira, atualmente proveniente das sobras da construção civil; e tinta, extraída da casca do manguezal, o popular mangue-vermelho. Uma característica de práticas tradicionais como a exemplificada no texto é a vinculação entre os recursos do mundo natural e a ",A manutenção dos modos de vida. ,B conservação dos plantios da roça. ,C atualização do modelo de gestão. ,D participação na sociedade de consumo. ,E especialização nas etapas de produção. 
QUESTÃO 51,"Descrição da imagem: Mapa intitulado Rochas ígneas da Amazônia Legal destaca a Amazônia Legal em recorte do mapa do Brasil e apresenta áreas com ocorrência de rochas ígneas em diversos estados, com maior incidência no Pará. O mapa espacializa um recurso natural com alto potencial para ocorrência de: ",A Abalos sísmicos periódicos. ,B Jazidas de minerais metálicos. ,C Reservas de combustíveis fósseis. ,D Aquíferos sedimentares profundos. ,E Estruturas geológicas metamórficas. 
QUESTÃO 52,"Nascidas no Líbano, as duas irmãs não puderam ser registradas no país, porque lá é exigido que os nascidos sejam filhos de pais e mães libaneses. Seus pais, de nacionalidade síria, também não puderam registrá-las no país de origem. Na Síria, crianças só são registradas por pais oficialmente casados, o que não era o caso deles. Em situações como a apresentada no texto, as pessoas ao nascerem já se encontram na condição sociopolítica de ",A exiladas. ,B apátridas. ,C foragidas. ,D refugiadas. ,E clandestinas. 
QUESTÃO 53,"TEXTO 1 Uma filosofia da percepção que queira reaprender a ver o mundo restituirá à pintura e às artes em geral seu lugar verdadeiro.  TEXTO 2 Os grandes autores de cinema nos pareceram confrontáveis não apenas com pintores, arquitetos, músicos, mas também com pensadores. Eles pensam com imagens, em vez de conceitos. De que modo os textos sustentam a existência de um saber ancorado na sensibilidade? ",A Admitindo o belo como fenômeno transcendental. ,B Reafirmando a vivência estética como juízo de gosto. ,C Considerando o olhar como experiência de conhecimento. ,D Apontando as formas de expressão como auxiliares da razão. ,E Estabelecendo a inteligência como implicação das representações. 
QUESTÃO 54,"TEXTO 1 Manda o Santo Ofício da Inquisição que ninguém, seja qual for seu estado, idade ou condição, pare com carroça, caleça ou montaria nem atrapalhe com mesas ou cadeiras o centro das ruas, que vão da Inquisição a São Domingos, nem atravesse a procissão em ponto algum da ida ou da volta, amanhã, 19 do corrente, em que se celebrará auto de fé. E também que nem nesse dia nem nos dos açoites ouse alguém atirar nos réus maçãs, pedras, laranjas nem outra coisa qualquer. TEXTO 2 Como acontece em todos os ritos, o sentido do auto da fé é conferido pela sequência dos atos que o compõem. Os lugares, as posturas, os gestos, as palavras são fixados previamente em toda a sua complexidade. Por isso, o auto da fé apresenta momentos fortes — durante a preparação, a encenação, o ato e a recepção — que convém seguir em seus pormenores. O rito mencionado nos textos demonstra a capacidade da Igreja em ",A abrandar cerimônias de punição. ,B favorecer anseios de violência. ,C criticar políticas de disciplina. ,D produzir padrões de conduta. ,E ordenar cultos de heresia. 
QUESTÃO 55,"Descrição da imagem: Mapa intitulado Possível trajeto do voo MH370 da Malaysia Airlines antes da queda, em 2014, apresenta linhas de trajetória do voo desde a Malásia até o último contato e desde esse ponto até o local onde os destroços foram avistados no Oceano Índico. A medida da distância desse local dos destroços até a cidade de Perth na Austrália está representada numa reta em 2 500 quilômetros.  Considerando-se que a distância entre o local onde os destroços do avião foram avistados e a cidade de Perth é de 2 centímetros, a escala aproximada dessa representação cartográfica é: ",A 1 para 12 500. ,B 1 para 125 000. ,C 1 para 1 250 000. ,D 1 para 12 500 000. ,E 1 para 125 000 000. 
QUESTÃO 56,"Memórias de um tamborete de baiana Hoje sou um ser inanimado, mas já tive vida pulsante em seivas vegetais, fui um ser vivo; é bem verdade que do reino vegetal, mas isso não me tirou a percepção de vida vivida como tamborete. Guardo apreço pelos meus criadores, as mãos que me fizeram, me venderam, e pelas mulheres que me usaram para suas vendas e de tantas outras maneiras. Essas pessoas, sim, tiveram suas subjetividades, singularidades e pluralidades, que estão incorporadas a mim. É preciso considerar que a nossa história, de móveis de museus, está para além da mera vinculação aos estilos e à patrimonialização que recebemos como bem material vinculado ao patrimônio imaterial. A nossa história está ligada aos dons individuais das pessoas e suas práticas sociais. Alguns indivíduos consagravam-se por terem determinados requisitos, tais como o conhecimento de modelos clássicos ou destreza nos desenhos. Ao descrever-se como patrimônio museológico, o objeto abordado no texto associa a sua história às ",A habilidades artísticas e culturais dos sujeitos. ,B vocações religiosas e pedagógicas dos mestres. ,C naturezas antropológica e etnográfica dos expositores. ,D preservações arquitetônica e visual dos conservatórios. ,E competências econômica e financeira dos comerciantes. 
QUESTÃO 57,"Advento da Polis, nascimento da filosofia: entre as duas ordens de fenômenos, os vínculos são demasiado estreitos para que o pensamento racional não apareça, em suas origens, solidário das estruturas sociais e mentais próprias da cidade grega. Assim recolocada na história, a filosofia despoja-se desse caráter de revelação absoluta que às vezes lhe foi atribuído, saudando, na jovem ciência dos jônios, a razão intemporal que veio encarnar-se no Tempo. A escola de Mileto não viu nascer a Razão; ela construiu uma Razão, uma primeira forma de racionalidade. Essa razão grega não é a razão experimental da ciência contemporânea. Os vínculos entre os fenômenos indicados no trecho foram fortalecidos pelo surgimento de uma categoria de pensadores, a saber: ","A Os epicuristas, envolvidos com o ideal de vida feliz. ","B Os estoicos, dedicados à superação dos infortúnios. ","C Os sofistas, comprometidos com o ensino da retórica. ","D Os peripatéticos, empenhados na dinâmica do ensino. ","E Os poetas rapsodos, responsáveis pela narrativa do mito. "
QUESTÃO 58,"Decreto-Lei n. 1 949, de 27/12/1937 Art. 1º Fica criado o Departamento de Imprensa e Propaganda (DIP), diretamente subordinado ao presidente da República. Art. 2º O DIP tem por fim:  h) coordenar e incentivar as relações da imprensa com os poderes públicos no sentido de maior aproximação da mesma com os fatos que se ligam aos interesses nacionais;  n) autorizar mensalmente a devolução dos depósitos efetuados pelas empresas jornalísticas para a importação de papel para imprensa, uma vez demonstrada, a seu juízo, a eficiência e a utilidade pública dos jornais ou periódicos por elas administrados ou dirigidos. Com base nos trechos do decreto, as finalidades do órgão criado permitiram ao governo promover o(a) ",A diversificação da opinião pública. ,B mercantilização da cultura popular. ,C controle das organizações sindicais. ,D cerceamento da liberdade de expressão. ,E privatização dos meios de comunicação. 
QUESTÃO 59,"Descrição da imagem: Mapa do Brasil intitulado Radiação solar global horizontal — média anual apresenta manchas que mensuram a gradação de quilowatt-hora por metro quadrado e mostra a menor gradação na Amazônia e na região litorânea, gradação média na região central e a maior gradação no interior da Região Nordeste, norte de Minas Gerais, Goiás e sul do Tocantins. Uma característica regional que justifica o maior potencial anual médio para o aproveitamento da energia solar é a reduzida ",A declividade do relevo. ,B extensão longitudinal. ,C nebulosidade atmosférica. ,D irregularidade pluviométrica. ,E influência da continentalidade. 
QUESTÃO 60,"O povo Kambeba é o povo das águas. Os mais velhos costumam contar que o povo nasceu de uma gota-d’água que caiu do céu em uma grande chuva. Nessa gota estavam duas gotículas: o homem e a mulher. “Por essa narrativa e cosmologia indígena de que nós somos o povo das águas é que o rio nos tem fundamental importância”, diz Márcia Wayna Kambeba, mestre em Geografia e escritora. Todos os dias, ela ia com o pai observar o rio. Ia em silêncio e, antes que tomasse para si a palavra, era interrompida. “Ouça o rio”, o pai dizia. Depois de cerca de duas horas a ouvir as águas do Solimões, ela mergulhava. “Confie no rio e aprenda com ele”. “Fui entender mais tarde, com meus estudos e vivências, que meu pai estava me apresentando à sabedoria milenar do rio”. Pelo descrito no texto, o povo Kambeba tem o rio como um(a) ",A objeto tombado e museográfico. ,B herança religiosa e sacralizada. ,C cenário bucólico e paisagístico. ,D riqueza individual e efêmera. ,E patrimônio cultural e afetivo. 
QUESTÃO 61,"Lá embaixo está o Açude Itans, com seu formigueiro a cavar a terra. É mesmo impressionante o esforço daquele formigar de homens ao sol, lavados em suor, que não param, em longas filas pacientes acompanhando centenas de burricos que sobem e descem, numa ciranda comovente e silenciosa, cada burrico com duas caixas de terra no lombo. É o labor organizado para a salvação da terra e do homem. Depois do semideserto que tanto nos acabrunhou o espírito por falta de chuvas, o esforço destes milhares de sertanejos, todos vestidos de brim mescla e calçando alpercatas, no combate consciente à esterilidade da natureza, com as famílias alojadas em pequeninas casas de taipa e telha — embrião de futura cidade — impressionava-nos profundamente. Na construção do empreendimento descrito, destaca-se a presença de ",A engenheiros na execução de canais fluviais. ,B coronéis na ampliação de antigas fazendas. ,C operários na distribuição dos recursos hídricos. ,D trabalhadores na formação de novos espaços. ,E negociantes na organização de redes comerciais. 
QUESTÃO 62,"Para os Impérios Coloniais, o problema das doenças que atingiam os escravos era algo com que cotidianamente deparavam os senhores. Em vista disso, uma série de obras dedicadas à administração de escravos foi publicada com vista a implementar uma moderna gestão da mão de obra escravista em convergência com o Iluminismo. Nesse contexto, o saber médico adquiria um papel extremamente relevante. Este era encarado como um instrumento fundamental ao desenvolvimento colonial, dada a percepção do impacto que as doenças tropicais causavam na população branca e nos povos escravizados. De acordo com o texto, a importância da medicina se justifica no âmbito dos objetivos ",A econômicos das elites. ,B naturalistas dos viajantes. ,C abolicionistas dos letrados. ,D tradicionalistas dos nativos. ,E emancipadores das metrópoles. 
QUESTÃO 63,"TEXTO 1 Interseccionalidade: intercruzamento de desigualdades que gera padrões complexos de discriminação. TEXTO 2 Considerando o conceito apresentado no Texto 1 e os dados apresentados no Texto 2, no Brasil, são fatores que intensificam o fenômeno da discriminação: ",A Raça e gênero. ,B Etnia e habitação. ,C Idade e nupcialidade. ,D Profissão e sexualidade. ,E Escolaridade e fecundidade. 
QUESTÃO 64,"O princípio básico do Estado de direito é o da eliminação do arbítrio no exercício dos poderes públicos, com a consequente garantia de direitos dos indivíduos perante esses poderes. Estado de direito significa que nenhum indivíduo, presidente ou cidadão comum está acima da lei. Os governos democráticos exercem a autoridade por meio da lei e estão eles próprios sujeitos aos constrangimentos impostos pela lei. Descrição da imagem: Infográfico intitulado Proporção de pessoas abaixo da linha de pobreza — por arranjo domiciliar no Brasil — 2017 apresenta os seguintes dados: Mulher sem cônjuge e com filho(s) até 14 anos: 56,9 por cento; Mulher preta ou parda sem cônjuge e com filho(s) até 14 anos: 64,4 por cento; Mulher branca sem cônjuge e com filho(s) até 14 anos: 41,5 por cento; Casal com filho(s): 30,4 por cento; Outros: 21 por cento; Unipessoal: 11,6 por cento; Casal sem filho: 10 por cento. Nas sociedades contemporâneas, consiste em violação do princípio básico enunciado no texto: ",A Supressão de eleições de representantes políticos. ,B Intervenção em áreas de vulnerabilidade pela Igreja. ,C Disseminação de projetos sociais em universidades. ,D Ampliação dos processos de concentração de renda. ,E Regulamentação das relações de trabalho pelo Legislativo. 
QUESTÃO 65,"Brasileiros levam mais tempo de casa para o trabalho Pesquisa do IBGE aponta que a situação é mais grave no Sudeste: 13 por cento das pessoas levam mais de uma hora para chegar ao trabalho. Nas regiões metropolitanas de São Paulo e do Rio, o IBGE registrou os maiores percentuais de trabalhadores que levam mais de uma hora no trajeto até o emprego. Quem vê o Marcelo chegar ao trabalho nem imagina a maratona que ele enfrenta todos os dias antes das 5 horas. “Acordo 4 horas e 30, saio de casa 5 horas, pego trem 5 horas e 20, chego na Central umas 6 horas e 50, pego ônibus e chego no trabalho mais ou menos 7 horas e 10”, conta. Segundo especialista, são os mais pobres os que moram mais longe do emprego. A pesquisa desenvolvida retrata a seguinte dinâmica populacional: ",A Fluxo de retorno. ,B Migração interna. ,C Mudança sazonal. ,D Movimento pendular. ,E Deslocamento forçado. 
QUESTÃO 66,"A história do Primeiro de Maio de 1890 — na França e na Europa, o primeiro de todos os Primeiros de Maio — é, sob vários aspectos, exemplar. Resultante de um ato político deliberado, essa manifestação ilustra o lado voluntário da construção de uma classe — a classe operária — à qual os socialistas tentam dar uma unidade política e cultural através daquela pedagogia da festa cujo princípio, eficácia e limites há muito tempo tinham sido experimentados pela Revolução Francesa. Com base no texto, a fixação dessa data comemorativa tinha por objetivo ",A valorizar um sentimento burguês. ,B afirmar uma identidade coletiva. ,C edificar uma memória nacional. ,D criar uma comunidade cívica. ,E definir uma tradição popular. 
QUESTÃO 67,"TEXTO 1 A primeira grande lei educacional do Brasil, de 1827, determinava que, nas “escolas de primeiras letras” do Império, meninos e meninas estudassem separados e tivessem currículos diferentes. No Senado, o Visconde de Cayru foi um dos defensores de que o currículo de matemática das garotas fosse o mais enxuto possível. Nas palavras dele, o “belo sexo” não tinha capacidade intelectual para ir muito longe: — Sobre as contas, são bastantes [para as meninas] as quatro espécies, que não estão fora do seu alcance e lhes podem ser de constante uso na vida. TEXTO 2 No Senado, o único a defender publicamente que as meninas tivessem, em matemática, um currículo idêntico ao dos meninos foi o Marquês de Santo Amaro (RJ). Ele argumentou: — Não me parece conforme, às luzes do tempo em que vivemos, deixarmos de facilitar às brasileiras a aquisição desses conhecimentos [mais aprofundados de matemática]. A oposição que se manifesta não pode nascer senão do arraigado e péssimo costume em que estavam os antigos, os quais nem queriam que suas filhas aprendessem a ler. Os discursos expressam pontos de vista divergentes respectivamente pela oposição entre ",A liberdade de gênero e controle social. ,B equidade de escolha e imposição cultural. ,C dominação de corpos e igualdade humana. ,D geração de oportunidade e restrição profissional. ,E exclusão de competências e participação política. 
QUESTÃO 68,"Após sete anos da ocupação de um terreno abandonado em Santo André, no ABC paulista, os condomínios Novo Pinheirinho e Santos Dias foram inaugurados, com a presença de representantes dos governos federal, estadual e municipal. A ocupação começou em 2012 e, desde então, o movimento vinha reivindicando o direito de usufruir do espaço para a construção de casas. A Carta Magna, em seu art. 6º, garante a todos os brasileiros o direito à moradia. O texto apresenta uma estratégia usada pelo movimento social para ",A fragilizar o poder público. ,B fomentar a economia solidária. ,C controlar a propriedade estatal. ,D garantir o preceito constitucional. ,E incentivar a especulação imobiliária. 
QUESTÃO 69,"TEXTO 1 A Marinha identifica, na voz de Thomas Barnett, uma ampla região potencialmente insubmissa ou simplesmente irredutível às normas gerais de funcionamento promovidas pelos Estados Unidos e sancionadas pelo Fundo Monetário Internacional, pela Organização Mundial do Comércio e pelo Banco Mundial. E não necessariamente por sua consciência rebelde, mas sim, em muitos casos, pela insubstancialidade de suas instituições estatais. TEXTO 2 Descrição da imagem: Mapa-múndi destaca locais identificados como “Alta densidade e variedade germoplásmica”, “Petróleo e gás” e “A ‘brecha’ crítica do ‘Novo Mapa do Pentágono’”. A parte do globo identificada como “A ‘brecha’ crítica do ‘Novo Mapa do Pentágono’” engloba extensas áreas oceânicas e continentais na América Central, norte da América do Sul, Caribe, a maior parte do continente africano, Oriente Médio, Ásia Central e Sudeste Asiático. As preocupações do governo estadunidense expressas no texto e no mapa evidenciam uma estratégia para ",A compartilhamento de inovações tecnológicas. ,B promoção de independência financeira. ,C incremento de intercâmbios culturais. ,D ampliação de influência econômica. ,E preservação de recursos naturais. 
QUESTÃO 70,"Colegas, na mente e no coração do povo, a Crimeia sempre foi uma porção inseparável da Rússia. Essa firme convicção se baseia na verdade e na justiça e foi passada de geração em geração, ao longo do tempo, sob quaisquer circunstâncias, apesar de todas as drásticas mudanças que nosso país atravessou durante todo o século 20. Considerando a dinâmica geopolítica subjacente ao texto, a justificativa utilizada por Vladimir Putin, em 2014, para anexação dessa península apela para o argumento de que ",A as populações com idioma comum devem estar submetidas à mesma autoridade estatal. ,B o imperialismo soviético havia se acomodado às pretensões das potências vizinhas. ,C os organismos transnacionais são incapazes de solucionar disputas territoriais. ,D a integração regional supõe a livre circulação de pessoas e mercadorias. ,E a expulsão das forças navais ocidentais garantiria a soberania nacional. 
QUESTÃO 71,"A dublagem é o novo campo a ser explorado pela inteligência artificial, e há empresas dedicadas a fazer com que as vozes originais de atores sejam transpostas para outros idiomas. A novidade reforça a tendência da automação de postos de trabalho nas mais diversas áreas. Tem potencial para facilitar a vida de estúdios e produtoras e, ao mesmo tempo, tornar mais escassas as oportunidades para dubladores e atores que trabalham com isso. A consequência da mudança tecnológica apresentada no texto é a ",A proteção da economia nacional. ,B valorização da cultura tradicional. ,C diminuição da formação acadêmica. ,D estagnação da manifestação artística. ,E ampliação do desemprego estrutural. 
QUESTÃO 72,"Brasil e Argentina fecham acordo para corte de 10 por cento na tarifa do Mercosul Brasil e Argentina chegaram a um acordo para a redução em 10 por cento da Tarifa Externa Comum (TEC) do Mercosul. O consenso foi alcançado durante negociação entre o ministro das Relações Exteriores do Brasil e o seu equivalente argentino, no Palácio do Itamaraty, em Brasília, no início do mês de outubro de 2021. A redução da TEC é um antigo desejo do Brasil, que pretende abrir mais sua economia e, com isso, ajudar a controlar a inflação. Já a Argentina temia que a medida pudesse afetar sua produção industrial. O acordo vai abranger uma ampla gama de produtos e ainda será apresentado ao Paraguai e Uruguai, para que seja formalizado. A necessidade de negociação diplomática para viabilizar o acordo tarifário mencionado é explicada pela seguinte característica do Mercosul: ",A Limitação da circulação financeira. ,B Padronização da política monetária. ,C Funcionamento da união aduaneira. ,D Dependência da exportação agrícola. ,E Equivalência da legislação trabalhista. 
QUESTÃO 73,"Ainda que a fome ocorrida na Itália em 536 tenha origem nos eventos climáticos, suas implicações são tanto políticas quanto econômicas. Nos primeiros séculos da Idade Média, o auxílio aos famintos se inscreve no domínio da gestão pública, mesmo quando a ação de seus agentes é apresentada sob o ângulo da piedade e da caridade individuais, como é o caso da Gália merovíngia. Assim, o fato de que as respostas à fome são mostradas, na Gália, como o fruto de iniciativas pessoais fundadas no imperativo da caridade deriva da natureza das fontes do século 6. Na conjuntura histórica destacada no texto, o dever de agir em face da situação de crise apresentada pertencia à jurisdição ","A da nobreza, proveniente da obrigação de proteção ao campesinato livre. ","B da realeza, decorrente do conceito de governo subjacente à monarquia cristã. ","C dos mosteiros, resultante do caráter fraternal afirmado nas regras monásticas. ","D dos bispados, consequente da participação dos clérigos nos assuntos comunitários. ","E das corporações, procedente do padrão assistencialista previsto nas normas estatutárias. "
QUESTÃO 74,"As forças tectônicas dentro da litosfera, controladas pelo calor interno das profundezas, geram terremotos, erupções e soerguimento de montanhas. As forças meteorológicas dentro da atmosfera e da hidrosfera, controladas pelo calor do Sol, produzem tempestades, inundações, geleiras e outros agentes de erosão. A interação dinâmica entre as forças naturais citadas favorece a ocupação do espaço geográfico, na medida em que provoca a formação de ",A solos vulcânicos. ,B dorsais oceânicas. ,C relevos escarpados. ,D superfícies lateríticas. ,E dobramentos modernos. 
QUESTÃO 75,"Descrição da imagem: Infográfico apresenta uma espiral ascendente na seguinte sequência: LUA DE MEL, TENSÃO, AGRESSÃO, LUA DE MEL, TENSÃO, AGRESSÃO, numa incidência recorrente, até LUA DE MEL, TENSÃO e MORTE. A legenda da ilustração apresenta as seguintes informações: LUA DE MEL: carinho, paixão, presentes, promessas, reconciliação, liberdade; TENSÃO: insulto, humilhação, intimidação, gritos, ameaça, controle, isolamento, medo, conflitos, descumprimento de promessa; AGRESSÃO: empurrão, beliscão, puxão de cabelo, sufocamento, arremesso de objetos, tapa, chute, espancamento.       O ápice da ilustração se traduz por uma conduta social caracterizada pela ",A cultura do cancelamento. ,B prática do feminicídio. ,C postura negacionista. ,D ação involuntária. ,E defesa da honra. 
