question,body,A,B,C,D,E
QUESTÃO 134,"TEXTO I Voluntário Inglês de Sousa Rosa tecia redes, e os produtos de sua pequena indústria gozavam de boa fama nos arredores. A reputação da tapuia crescera com a feitura de uma maqueira de tucum ornamentada com a coroa brasileira, obra de ingênuo gosto, que lhe valera a admiração de toda a comarca e provocara a inveja da célebre Ana Raimunda, de Óbidos, a qual chegara a formar uma fortunazinha com aquela especialidade, quando a indústria norte-americana reduzira à inatividade os teares rotineiros do Amazonas. TEXTO II Relato de um certo oriente Milton Hatoum Emilie, ao contrário de meu pai, de Dorner e dos nossos vizinhos, não tinha vivido no interior do Amazonas. Ela, como eu, jamais atravessara o rio. Manaus era o seu mundo visível. O outro latejava na sua memória. Imantada por uma voz melodiosa, quase encantada, Emilie maravilha-se com a descrição da trepadeira que espanta a inveja, das folhas malhadas de um tajá que reproduz a fortuna de um homem, das receitas de curandeiros que veem em certas ervas da floresta o enigma das doenças mais temíveis, com as infusões de coloração sanguínea aconselhadas para aliviar trinta e seis dores do corpo humano. “E existem ervas que não curam nada”, revelava a lavadeira, “mas assanham a mente da gente. Basta tomar um gole do líquido fervendo para que o cristão sonhe uma única noite muitas vidas diferentes”. Esse relato poderia ser de duvidosa veracidade para outras pessoas, mas não para Emilie. As representações da Amazônia na literatura brasileira mantêm relação com o papel atribuído à região na construção do imaginário nacional. Pertencentes a contextos históricos distintos, os fragmentos diferenciam-se ao propor uma representação da realidade amazônica em que se evidenciam",aspectos da produção econômica e da cura na tradição popular.,manifestações culturais autênticas e da resignação familiar.,valores sociais autóctones e influência dos estrangeiros.,formas de resistência locais e do cultivo das superstições.,costumes domésticos e levantamento das tradições indígenas.
QUESTÃO 135,"Descrição da imagem: Charge com destaque para a palavra involution . Há o desenho da evolução do homem, que se inicia com um primata, evolui para uma figura humana segurando uma lança. Na sequência, há outra figura humana segurando uma garrafa e, por último, um primata, ao lado de uma garrafa, tentando se equilibrar sobre as duas pernas. A palavra inglesa “involution” traduz-se como involução ou regressão. A construção da imagem com base na combinação do verbal com o não verbal revela a intenção de",denunciar o retrocesso da humanidade.,criticar o consumo de bebida alcoólica pelos humanos.,satirizar a caracterização dos humanos como primatas.,elogiar a teoria da evolução humana pela seleção natural.,fazer um trocadilho com as palavras inovação e involução.  MT - 2º dia | Caderno 14 - CINZA - Página 19 2015
QUESTÃO 136,"Os cerca de 40 mil engenheiros formados anualmente no Brasil não serão suficientes para atender à demanda de 300 mil profissionais da área, necessários para obras e investimentos previstos para os próximos cinco anos, como os da Copa do Mundo, das Olimpíadas, do Programa de Aceleração do Crescimento (PAC) e do petróleo do pré-sal. Apesar dessa demanda, um dos fatores causadores do desinteresse pelos cursos de engenharia são os necessários conhecimentos em matemática. Um exemplo de habilidade que um engenheiro deve ter é de desenhar um objeto real com 5 metros de comprimento, numa escala de um para vinte. Considere que todo o comprimento do papel deve ser usado. Qual é o comprimento necessário, em centímetros, do papel para fazer esse desenho?",10,20,25,40,100
QUESTÃO 137,"Um técnico precisa consertar o termostato do aparelho de ar-condicionado de um escritório, que está desregulado. A temperatura T, em graus Celsius, no escritório, varia de acordo com a função T de h igual a A mais B vezes seno abre parêntese no numerador pi no denominador 12 abre parêntese h menos 12 fecha parêntese, fecha parêntese, sendo h o tempo, medido em horas, a partir da meia-noite abre parêntese zero menor ou igual a h menor que 24 e",e,"os parâmetros que o técnico precisa regular. Os funcionários do escritório pediram que a temperatura máxima fosse 26 graus celsius, a mínima 18 graus celsius , e que durante a tarde a temperatura fosse menor do que durante a manhã. Quais devem ser os valores de A e de B para que o pedido dos funcionários seja atendido? A A = 18 e B = 8 B A = 22 e B = - 4",A = 22 e B = 4,A = 26 e B = - 8,A = 26 e B = 8
QUESTÃO 138,"Num campeonato de futebol de 2012, um time sagrou-se campeão com um total de 77 pontos ( P ) em 38 jogos, tendo 22 vitórias ( V ), 11 empates ( E ) e 5 derrotas ( D ). No critério adotado para esse ano, somente as vitórias e empates têm pontuações positivas e inteiras. As derrotas têm valor zero e o valor de cada vitória é maior que o valor de cada empate. Um torcedor, considerando a fórmula da soma de pontos injusta, propôs aos organizadores do campeonato que, para o ano de 2013, o time derrotado em cada partida perca 2 pontos, privilegiando os times que perdem menos ao longo do campeonato. Cada vitória e cada empate continuariam com a mesma pontuação de 2012. Qual a expressão que fornece a quantidade de pontos ( P ), em função do número de vitórias ( V ), do número de empates ( E ) e do número de derrotas ( D ), no sistema de pontuação proposto pelo torcedor para o ano de 2013?",P igual a 3 vezes V mais E,P igual a 3 vezes V menos 2 vezes D,P igual a 3 vezes V mais E menos,D P igual a 3 vezes V mais,menos 2 vezes D E P igual a 3 vezes V mais E mais 2 vezes D
QUESTÃO 139,"O gráfico mostra a variação percentual do valor do Produto Interno Bruto (PIB) do Brasil, por trimestre, em relação ao trimestre anterior: Descrição do gráfico: Gráfico de segmentos que apresenta os seguintes dados: 2009 – primeiro trimestre: -1,92; segundo trimestre: 1,87; terceiro trimestre: 2,57; e quarto trimestre: 2,45. 2010 – primeiro trimestre: 2,19; segundo trimestre: 1,59; terceiro trimestre: 0,39; e quarto trimestre: 0,75. 2011 – primeiro trimestre: 1,1. De acordo com o gráfico, no período considerado, o trimestre em que o Brasil teve o maior valor do PIB foi o",segundo trimestre de 2009.,quarto trimestre de 2009.,terceiro trimestre de 2010.,quarto trimestre de 2010.,primeiro trimestre de 2011.  MT - 2º dia | Caderno 14 - CINZA - Página 20 2015
QUESTÃO 140,"A Organização Mundial da Saúde (OMS) recomenda que o consumo diário de sal de cozinha não exceda 5 gramas. Sabe-se que o sal de cozinha é composto por 40 por cento de sódio e 60 por cento de cloro. Qual é a quantidade máxima de sódio proveniente do sal de cozinha, recomendada pela OMS, que uma pessoa pode ingerir por dia?",1 250 miligramas,2 000 miligramas,3 000 miligramas,5 000 miligramas,12 500 miligramas
QUESTÃO 141,"Um fornecedor vendia caixas de leite a um supermercado por R$ 1,50 a unidade. O supermercado costumava comprar 3 000 caixas de leite por mês desse fornecedor. Uma forte seca, ocorrida na região onde o leite é produzido, forçou o fornecedor a encarecer o preço de venda em 40 por cento. O supermercado decidiu então cortar em 20 por cento a compra mensal dessas caixas de leite. Após essas mudanças, o fornecedor verificou que sua receita nas vendas ao supermercado tinha aumentado. O aumento da receita nas vendas do fornecedor, em reais, foi de",540.,600.,900.,1 260.,1 500.
QUESTÃO 142,"Cinco amigos marcaram uma viagem à praia em dezembro. Para economizar, combinaram de ir num único carro. Cada amigo anotou quantos quilômetros seu carro fez, em média, por litro de gasolina, nos meses de setembro, outubro e novembro. Ao final desse trimestre, calcularam a média dos três valores obtidos para escolherem o carro mais econômico, ou seja, o que teve a maior média. Os dados estão repr esentados na tabela: Descrição da tabela: Tabela que apresenta o desempenho médio mensal em quilômetros por litro Carro I – Setembro: 6,2 quilômetros por litro; Outubro: 9,0 quilômetros por litro; Novembro: 9,3 quilômetros por litro. Carro II – Setembro: 6,7 quilômetros por litro; Outubro: 6,8 quilômetros por litro; Novembro: 9,5 quilômetros por litro. Carro III – Setembro: 8,3 quilômetros por litro; Outubro: 8,7 quilômetros por litro; Novembro: 9,0 quilômetros por litro. Carro IV – Setembro: 8,5 quilômetros por litro; Outubro: 7,5 quilômetros por litro; Novembro: 8,5 quilômetros por litro. Carro V – Setembro: 8,0 quilômetros por litro; Outubro: 8,0 quilômetros por litro; Novembro: 8,0 quilômetros por litro. Qual carro os amigos deverão escolher para a viagem?",I,II,III,IV,V
QUESTÃO 143,"Um paciente precisa ser submetido a um tratamento, sob orientação médica, com determinado medicamento. Há cinco possibilidades de medicação, variando a dosagem e o intervalo de ingestão do medicamento. As opções apresentadas são: A: um comprimido de 400 miligramas , de 3 em 3 horas, durante 1 semana; B: um comprimido de 400 miligramas , de 4 em 4 horas, durante 10 dias; C: um comprimido de 400 miligramas , de 6 em 6 horas, durante 2 semanas; D: um comprimido de 500 miligramas , de 8 em 8 horas, durante 10 dias; E: um comprimido de 500 miligramas , de 12 em 12 horas, durante 2 semanas. Para evitar efeitos colaterais e intoxicação, a recomendação é que a quantidade total de massa da medicação ingerida, em miligramas, seja a menor possível. Seguindo a recomendação, deve ser escolhida a opção",A.,B.,C.,D.,E.  MT - 2º dia | Caderno 14 - CINZA - Página 21 2015
QUESTÃO 144,"Pedro e José são operários da construção civil. Eles carregavam vários sacos de areia idênticos em carrinhos de mão, quando Pedro começou a reclamar da tarefa. Nesse momento, José desabafou: “Do que você está reclamando, Pedro? Se você me der um saco de areia, carregarei o dobro de sacos que você! E se eu lhe der um saco de areia, carregaremos a mesma quantidade”. Na situação descrita, quantos sacos de areia carregava José?",5.,6.,7.,8.,9.
QUESTÃO 145,"O sindicato de trabalhadores de uma empresa sugere que o piso salarial da classe seja de R$ 1 800,00, propondo um aumento percentual fixo por cada ano dedicado ao trabalho. A expressão que corresponde à proposta salarial ( s ), em função do tempo de serviço ( t ), em anos, é s de t igual a 1 800 vezes abre parêntese 1,03 fecha parêntese elevado a t. De acordo com a proposta do sindicato, o salário de um profissional dessa empresa com 2 anos de tempo de serviço será, em reais,","7 416,00.","3 819,24.","3 709,62.","3 708,00.","1 909,62."
QUESTÃO 146,"O modelo predador-presa foi proposto de forma independente por Alfred J. Lotka, em 1925, e Vito Volterra, em 1926. Esse modelo descreve a interação entre duas espécies, sendo que uma delas dispõe de alimentos para sobreviver (presa) e a outra se alimenta da primeira (predador). Considere que o gráfico representa uma interação predador-presa, relacionando a população do predador com a população da sua presa ao longo dos anos. Descrição do gráfico: Gráfico de linhas com as seguintes informações: no eixo horizontal, tempo, em anos, de 0 a 80, com intervalo de 5 em 5; e no eixo vertical, população, de 0 a 60, com intervalo de 5 em 5. A população da presa e a população do predador estão representadas por linhas sinuosas que se cruzam nos pontos: (7 ; 10), (18 ; 35), (26 ; 12), (36 ; 34), (44 ; 12), (53 ; 34), (62 ; 12), (71 ; 34) e (78 ; 12). De acordo com o gráfico, nos primeiros quarenta anos, quantas vezes a população do predador se igualou à da presa?",2,3,4,5,9  MT - 2º dia | Caderno 14 - CINZA - Página 22 2015
QUESTÃO 147,"Os maias desenvolveram um sistema de numeração vigesimal que podia representar qualquer número inteiro, não negativo, com apenas três símbolos. Uma concha representava o zero, um ponto representava o número 1 e uma barrinha horizontal, o número 5. Até o número 19, os maias representavam os números como mostra a Figura 1: Descrição da imagem: A Figura 1 apresenta a sequência de números assim representada: 0. Concha; 1. Um ponto; 2. Dois pontos; 3. Três pontos; 4. Quatro pontos; 5. Uma barrinha horizontal; 6. Um ponto e uma barrinha horizontal; 7. Dois pontos e uma barrinha horizontal; 8. Três pontos e uma barrinha horizontal;9. Quatro pontos e uma barrinha horizontal; 10. Duas barrinhas horizontais; 11. Um ponto e duas barrinhas horizontais; 12. Dois pontos e duas barrinhas horizontais; 13. Três pontos e duas barrinhas horizontais; 14. Quatro pontos e duas barrinhas horizontais; 15. Três barrinhas horizontais; 16. Um ponto e três barrinhas horizontais; 17. Dois pontos e três barrinhas horizontais; 18. Três pontos e três barrinhas horizontais; 19. Quatro pontos e três barrinhas horizontais. Número s superiores a 19 são escritos na vertical, seguindo potências de 20 em notação posicional, como mostra a Figura 2. Descrição da imagem: A Figura 2 apresenta os hieroglifos em suas posições e notações na seguinte disposição: • Três pontos e uma barrinha horizontal – Terceira posição – oito vezes, abre parêntese, vinte elevado ao quadrado, fecha parêntese; • Um ponto e uma barrinha horizontal – Segunda posição – seis vezes, abre parêntese, vinte elevado a um, fecha parêntese; • Dois pontos e duas barrinhas horizontais – Primeira posição – doze vezes um. Ou seja, o número que se encontra na primeira posição é multiplicado por vinte elevado a zero, o número que se encontra na segunda posição é multiplicado por vinte elevado a um e assim por diante. Os resultados obtidos em cada posição são somados para obter o número no sistema decimal. Um arqueólogo achou o hieroglifo da Figura 3 em um sítio arqueológico: Descrição da imagem: A Figura 3 apresenta os hieroglifos em suas posições e notações na seguinte disposição: • Três pontos e duas barrinhas horizontais – Terceira posição; • Uma concha – Segunda posição; • Quatro pontos e três barrinhas horizontais– Primeira posição. O número, no sistema decimal, que o hieroglifo da Figura 3 representa é igual a",279.,539.,2 619.,5 219.,7 613. MT - 2º dia | Caderno 14 - CINZA - Página 23 2015
QUESTÃO 148,"Uma confecção possuía 36 funcionários, alcançando uma produtividade de 5 400 camisetas por dia, com uma jornada de trabalho diária dos funcionários de 6 horas. Entretanto, com o lançamento da nova coleção e de uma nova campanha de marketing , o número de encomendas cresceu de forma acentuada, aumentando a demanda diária para 21 600 camisetas. Buscando atender essa nova demanda, a empresa aumentou o quadro de funcionários para 96. Ainda assim, a carga horária de trabalho necessita ser ajustada. Qual deve ser a nova jornada de trabalho diária dos funcionários para que a empresa consiga atender a demanda?",1 hora e 30 minutos.,2 horas e 15 minutos.,9 horas.,16 horas.,24 horas.
QUESTÃO 149,"Na imagem, a personagem Mafalda mede a circunferência do globo que representa o planeta Terra. Em uma aula de matemática, o professor considera que a medida encontrada por Mafalda, referente à maior circunferência do globo, foi de 80 centímetros. Além disso, informa que a medida real da maior circunferência da Terra, a linha do Equador, é de aproximadamente 40 000 quilômetros . A circunferência da linha do Equador é quantas vezes maior do que a medida encontrada por Mafalda?",500,5 000,500 000,5 000 000,50 000 000
QUESTÃO 150,"O prefeito de uma cidade deseja promover uma festa popular no parque municipal para comemorar o aniversário de fundação do município. Sabe-se que esse parque possui formato retangular, com 120 metros de comprimento por 150 metros de largura. Além disso, para segurança das pessoas presentes no local, a polícia recomenda que a densidade média, num evento dessa natureza, não supere quatro pessoas por metro quadrado. Seguindo as recomendações de segurança estabelecidas pela polícia, qual é o número máximo de pessoas que poderão estar presentes na festa?",1 000,4 500,18 000,72 000,120 000
QUESTÃO 151,"Um meio de transporte coletivo que vem ganhando espaço no Brasil é a van , pois realiza, com relativo conforto e preço acessível, quase todos os tipos de transportes: escolar e urbano, intermunicipal e excursões em geral. O dono de uma van , cuja capacidade máxima é de 15 passageiros, cobra para uma excursão até a capital de seu estado R$ 60,00 de cada passageiro. Se não atingir a capacidade máxima da van , cada passageiro pagará mais R$ 2,00 por lugar vago. Sendo X o número de lugares vagos, a expressão que representa o valor arrecadado V de X , em reais, pelo dono da van , para uma viagem até a capital é",V de X igual a 902 vezes X,V de X igual a 930 vezes X,V de X igual a 900 mais 30 vezes X,V de X igual a 60 vezes X mais 2 vezes abre parêntese X fecha parêntese elevado ao quadrado,V de X igual a 900 menos 30 vezes X menos 2 vezes abre parêntese X fecha parêntese elevado ao quadrado  MT - 2º dia | Caderno 14 - CINZA - Página 24 2015
QUESTÃO 152,"Durante um jogo de futebol foram anunciados os totais do público presente e do público pagante. Diante da diferença entre os dois totais apresentados, um dos comentaristas esportivos presentes afirmou que apenas 75 por cento das pessoas que assistiam àquele jogo no estádio pagaram ingresso. Considerando que a afirmativa do comentarista está correta, a razão entre o público não pagante e o público pagante naquele jogo foi",um quarto.,um terço.,três quartos.,quatro terços.,três sobre um.
QUESTÃO 153,"Uma fábrica que trabalha com matéria-prima de fibra de vidro possui diversos modelos e tamanhos de caixa-d’água. Um desses modelos é um prisma reto com base quadrada. Com o objetivo de modificar a capacidade de armazenamento de água, está sendo construído um novo modelo, com as medidas das arestas da base duplicadas, sem a alteração da altura, mantendo a mesma forma. Em relação ao antigo modelo, o volume do novo modelo é",oito vezes maior.,quatro vezes maior.,duas vezes maior.,a metade.,a quarta parte.
QUESTÃO 154,"Uma fábrica vende pizzas congeladas de tamanhos médio e grande, cujos diâmetros são respectivamente 30 centímetros e 40 centímetros. Fabricam-se apenas pizzas de sabor muçarela. Sabe-se que o custo com os ingredientes para a preparação é diretamente proporcional ao quadrado do diâmetro da pizza , e que na de tamanho médio esse custo é R$ 1,80. Além disso, todas possuem um custo fixo de R$ 3,00, referente às demais despesas da fábrica. Sabe-se ainda que a fábrica deseja lucrar R$ 2,50 em cada pizza grande. Qual é o preço que a fábrica deve cobrar pela pizza  grande, a fim de obter o lucro desejado?","R$ 5,70","R$ 6,20","R$ 7,30","R$ 7,90","R$ 8,70"
QUESTÃO 155,"Uma pessoa pretende demarcar um lote de terreno retangular em uma região plana. Com o objetivo de estabelecer as direções que assegurem o formato desejado, ela inicia fixando duas estacas B e C, distando 80 metros uma da outra. Em seguida, ela fixa na estaca C uma das extremidades de uma linha de comprimento 60 metros e a outra extremidade em uma estaca móvel A, mantendo a linha completamente esticada, de maneira que o ângulo ACB seja não nulo. Para que o ângulo ACB represente um dos ângulos do lote retangular, a estaca A deve ser fixada de maneira que a distância em centímetros entre os pontos A e B seja igual a",60.,70.,80.,100.,140.  MT - 2º dia | Caderno 14 - CINZA - Página 25 2015
QUESTÃO 156,"O banheiro de uma escola pública, com paredes e piso em formato retangular, medindo 5 metros de largura, 4 metros de comprimento e 3 metros de altura, precisa de revestimento no piso e nas paredes internas, excluindo a área da porta, que mede 1 metro de largura por 2 metros de altura. Após uma tomada de preços com cinco fornecedores, foram verificadas as seguintes combinações de azulejos para as paredes e de lajotas para o piso, com os preços dados em reais por metro quadrado, conforme a tabela. Descrição da tabela: Tabela que apresenta os seguintes dados: Fornecedor: Azulejo: em reais por metro quadrado; Lajota: em reais por metro quadrado Fornecedor A: Azulejo: R$ 31,00 por metro quadrado; Lajota: R$ 31,00 por metro quadrado. Fornecedor B: Azulejo: R$ 33,00 por metro quadrado; Lajota: R$ 30,00 por metro quadrado. Fornecedor C: Azulejo: R$ 29,00 por metro quadrado; Lajota: R$ 39,00 por metro quadrado. Fornecedor D: Azulejo: R$ 30,00 por metro quadrado; Lajota: R$ 33,00 por metro quadrado. Fornecedor E: Azulejo: R$ 40,00 por metro quadrado; Lajota: R$ 29,00 por metro quadrado. Desejando-se efetuar a menor despesa total, deverá ser escolhido o fornecedor",A.,B.,C.,D.,E.
QUESTÃO 157,"Um protocolo tem como objetivo firmar acordos e discussões internacionais para conjuntamente estabelecer metas de redução de emissão de gases de efeito estufa na atmosfera. O quadro mostra alguns dos países que assinaram o protocolo, organizados de acordo com o continente ao qual pertencem. Descrição do quadro: Quadro que apresenta os seguintes países da América do Norte: Estados Unidos da América, Canadá e México. E os seguintes países da Ásia: China, Índia e Japão. Em um dos acordos firmados, ao final do ano, dois dos países relacionados serão escolhidos aleatoriamente, um após o outro, para verificar se as metas de redução do protocolo estão sendo praticadas. A probabilidade de o primeiro país escolhido pertencer à América do Norte e o segundo pertencer ao continente asiático é",um nono.,um quarto.,três décimos.,dois terços.,um.
QUESTÃO 158,"Ao se perfurar um poço no chão, na forma de um cilindro circular reto, toda a terra retirada é amontoada na forma de um cone circular reto, cujo raio da base é o triplo do raio do poço e a altura é 2,4 metros. Sabe-se que o volume desse cone de terra é 20 por cento maior do que o volume do poço cilíndrico, pois a terra fica mais fofa após ser escavada. Qual é a profundidade, em metros, desse poço?","1,44","6,00","7,20","8,64","36,00  MT - 2º dia | Caderno 14 - CINZA - Página 26 2015"
QUESTÃO 159,"Considere que os quarteirões de um bairro tenham sido desenhados no sistema cartesiano, sendo a origem o cruzamento das duas ruas mais movimentadas desse bairro. Nesse desenho, as ruas têm suas larguras desconsideradas e todos os quarteirões são quadrados de mesma área e a medida de seu lado é a unidade do sistema. A seguir há uma representação dessa situação, em que os pontos",",",",",e,"representam estabelecimentos comerciais desse bairro. Descrição da imagem: Na malha, as ruas de maior movimento estão representadas pelo eixo horizontal x e pelo eixo horizontal y. Em relação aos eixos x e y , os estabelecimentos estão assim dispostos, respectivamente: A. (5 ; 4); B. (-3 ; 1);C. (4 ; 2);D. (-4 ; -3). Suponha que uma rádio comunitária, de fraco sinal, garante área de cobertura para todo estabelecimento que se encontre num ponto cujas coordenadas satisfaçam à inequação: x elevado ao quadrado mais y elevado ao quadrado menos 2 vezes x menos 4 vezes y menos 31 menor ou igual a zero. A fim de avaliar a qualidade do sinal, e proporcionar uma futura melhora, a assistência técnica da rádio realizou uma inspeção para saber quais estabelecimentos estavam dentro da área de cobertura, pois estes conseguem ouvir a rádio enquanto os outros não. Os estabelecimentos que conseguem ouvir a rádio são apenas A A e C . B B e C . C B e D . D A , B e C .","B , C e D ."
QUESTÃO 160,"O fisiologista francês Jean Poiseuille estabeleceu, na primeira metade do século XIX, que o fluxo de sangue por meio de um vaso sanguíneo em uma pessoa é diretamente proporcional à quarta potência da medida do raio desse vaso. Suponha que um médico, efetuando uma angioplastia, aumentou em 10 por cento o raio de um vaso sanguíneo de seu paciente. O aumento percentual esperado do fluxo por esse vaso está entre",7 por cento e 8 por cento,9 por cento e 11 por cento,20 por cento e 22 por cento,39 por cento e 41 por cento,46 por cento e 47 por cento
QUESTÃO 161,"Um bairro residencial tem cinco mil moradores, dos quais mil são classificados como vegetarianos. Entre os vegetarianos, 40 por cento são esportistas, enquanto que, entre os não vegetarianos, essa porcentagem cai para 20 por cento. Uma pessoa desse bairro, escolhida ao acaso, é esportista. A probabilidade de ela ser vegetariana é",dois vinte cinco avos.,um quinto.,um quarto.,um terço.,cinco sextos.
QUESTÃO 162,"Na construção de um conjunto habitacional de casas populares, todas serão feitas num mesmo modelo, ocupando, cada uma delas, terrenos cujas dimensões são iguais a 20 metros de comprimento por 8 metros de largura. Visando a comercialização dessas casas, antes do início das obras, a empresa resolveu apresentá-las por meio de maquetes construídas numa escala de um para duzentos . As medidas do comprimento e da largura dos terrenos, respectivamente, em centímetros, na maquete construída, foram de",4 e 10.,5 e 2.,10 e 4.,20 e 8.,50 e 20.  MT - 2º dia | Caderno 14 - CINZA - Página 27 2015
QUESTÃO 163,"A bandeira de um estado é formada por cinco faixas, A, B, C, D e E, dispostas conforme a figura. Descrição da imagem: Bandeira de forma retangular em que na parte superior esquerda, há um pequeno quadrado, nomeado A; à direita de A, há duas faixas retangulares nomeadas, de cima para baixo, B e C; abaixo de A e C, há duas faixas retangulares nomeadas, de cima para baixo, D e E. Deseja-se pintar cada faixa com uma das cores verde, azul ou amarelo, de tal forma que faixas adjacentes não sejam pintadas com a mesma cor. O cálculo do número de possibilidades distintas de se pintar essa bandeira, com a exigência acima, é",1 vezes 2 vezes 1 vezes 1 vezes 2.,3 vezes 2 vezes 1 vezes 1 vezes 2.,3 vezes 2 vezes 1 vezes 1 vezes 3.,3 vezes 2 vezes 1 vezes 2 vezes 2.,3 vezes 2 vezes 2 vezes 2 vezes 2.
QUESTÃO 164,"Um artesão fabrica vários tipos de potes cilíndricos. Mostrou a um cliente um pote de raio de base a e altura b . Esse cliente, por sua vez, quer comprar um pote com o dobro do volume do pote apresentado. O artesão diz que possui potes com as seguintes dimensões: • Pote I: raio a e altura 2 vezes b • Pote II: raio 2 vezes a e altura b • Pote III: raio 2 vezes a e altura 2 vezes b • Pote IV: raio 4 vezes a e altura b • Pote V: raio 4 vezes a e altura 2 vezes b O pote que satisfaz a condição imposta pelo cliente é o",I.,II.,III.,IV.,V.
QUESTÃO 165,"Atendendo à encomenda de um mecânico, um soldador terá de juntar duas barras de metais diferentes. A solda utilizada tem espessura de 18 milímetros, conforme ilustrado na figura. Descrição da imagem: Figura com duas barras com forma de um paralelepípedo colocadas uma após a outra, sendo uma com comprimento igual a um vírgula cinco metro e a outra com comprimento igual a um metro. Entre as duas barras há uma solda com espessura de dezoito milímetros. Qual o comprimento, em metros, da peça resultante após a soldagem?","2,0230","2,2300","2,5018","2,5180","2,6800"
QUESTÃO 166,"Uma fábrica brasileira de exportação de peixes vende para o exterior atum em conserva, em dois tipos de latas cilíndricas: uma de altura igual a 4 centímetros e raio 6 centímetros, e outra de altura desconhecida x, e raio de 3 centímetros. Sabe-se que a medida do volume da lata que possui raio maior, V 1, é 1,6 vezes a medida do volume da lata que possui raio menor, V 2. A medida da altura desconhecida x vale",8 centímetros.,10 centímetros.,16 centímetros.,20 centímetros.,40 centímetros.  MT - 2º dia | Caderno 14 - CINZA - Página 28 2015
QUESTÃO 167,"No comércio é comumente utilizado o salário mensal comissionado. Além de um valor fixo, o vendedor tem um incentivo, geralmente um percentual sobre as vendas. Considere um vendedor que tenha salário comissionado, sendo sua comissão dada pelo percentual do total de vendas que realizar no período. O gráfico expressa o valor total de seu salário, em reais, em função do total de vendas realizadas, também em reais. Descrição do gráfico: Gráfico de linha crescente com o eixo horizontal mostrando o total de vendas, em reais, de 0 a 60 000, com intervalo de 10 000 em 10 000, e o eixo vertical mostrando o salário, em reais, de 0 a 2 400, com intervalo de 200 em 200. A linha crescente tem as seguintes coordenadas: (0, 800), (20 000, 1 200) e (50 000, 1 800). Qual o valor percentual da sua comissão?",Dois vírgula zero por cento.,Cinco vírgula zero por cento.,Dezesseis vírgula sete por cento.,Vinte e sete vírgula sete por cento.,Cinquenta vírgula zero por cento.
QUESTÃO 168,"A figura é uma representação simplificada do carrossel de um parque de diversões, visto de cima. Nessa representação, os cavalos estão identificados pelos pontos escuros, e ocupam circunferências de raios 3 metros e 4 metros, respectivamente, ambas centradas no ponto O . Em cada sessão de funcionamento, o carrossel efetua 10 voltas. Descrição da imagem: Figura com duas circunferências concêntricas, de centro O. Em ambas as circunferências, há oito pontos escuros dispostos linearmente ao centro. Na circunferência de raio igual a 4 metros, há o ponto C1 linear acima do centro; na circunferência de raio igual a 3 metros, há o ponto C2 linear à direita do centro. Quantos metros uma criança sentada no cavalo C 1 percorrerá a mais do que uma criança no cavalo C 2, em uma sessão? Use 3,0 como aproximação para pi.","55,5","60,0","175,5","235,5","240,0"
QUESTÃO 169,"O padrão internacional ISO 216 define os tamanhos de papel utilizados em quase todos os países. O formato-base é uma folha retangular de papel chamada de A0, cujas dimensões estão na razão um para raiz quadrada de dois. A partir de então, dobra-se a folha ao meio, sempre no lado maior, definindo os demais formatos, conforme o número da dobradura. Por exemplo, A1 é a folha A0 dobrada ao meio uma vez, A2 é a folha A0 dobrada ao meio duas vezes, e assim sucessivamente, conforme figura. Descrição da imagem: A figura apresenta a seguinte sequência: A0 é a folha inteira; A1 é a folha A0 dobrada ao meio e A2 é a folha A1 dobrada ao meio. Um tamanho de papel bastante comum em escritórios brasileiros é o A4, cujas dimensões são 21,0 centímetros por 29,7 centímetros. Quais são as dimensões, em centímetros, da folha A0?","21,0 por 118,8","84,0 por 29,7","84,0 por 118,8","168,0 por 237,6","336,0 por  475,2"
QUESTÃO 170,"Uma barraca de tiro ao alvo de um parque de diversões dará um prêmio de R$ 20,00 ao participante, cada vez que ele acertar o alvo. Por outro lado, cada vez que ele errar o alvo, deverá pagar R$ 10,00. Não há cobrança inicial para participar do jogo. Um participante deu 80 tiros e, ao final, recebeu R$ 100,00. Qual foi o número de vezes que esse participante acertou o alvo?",30,36,50,60,64  MT - 2º dia | Caderno 14 - CINZA - Página 29 2015
QUESTÃO 171,"No próximo final de semana, um grupo de alunos participará de uma aula de campo. Em dias chuvosos, aulas de campo não podem ser realizadas. A ideia é que essa aula seja no sábado, mas, se estiver chovendo no sábado, a aula será adiada para o domingo. Segundo a meteorologia, a probabilidade de chover no sábado é de 30 por cento e a de chover no domingo é de 25 por cento. A probabilidade de que a aula de campo ocorra no domingo é de","5,0 por cento.","7,5 por cento.","22,5 por cento.","30,0 por cento.","75,0 por cento."
QUESTÃO 172,"Sabe-se que o valor cobrado na conta de energia elétrica correspondente ao uso de cada eletrodoméstico é diretamente proporcional à potência utilizada pelo aparelho, medida em watts (W), e também ao tempo que esse aparelho permanece ligado durante o mês. Certo consumidor possui um chuveiro elétrico com potência máxima de 3 600 watts e um televisor com potência máxima de 100 watts. Em certo mês, a família do consumidor utilizou esse chuveiro elétrico durante um tempo total de 5 horas e esse televisor durante um tempo total de 60 horas, ambos em suas potências máximas. Qual a razão entre o valor cobrado pelo uso do chuveiro e o valor cobrado pelo uso do televisor?",um para mil e duzentos,um para doze,três para um,trinta e seis para um,quatrocentos e trinta e dois para um
